Chr	Gene	nSNPs	nSims	Start	Stop	Test	Pvalue	Top-0.05-pvalue	Best-SNP	SNP-pvalue
1	PLEKHN1	1	1e+05	966496	975865	3.2771692022834	0.0692593074069259	0.0692593074069259	rs9442372	0.0702499999999996
1	PERM1	1	1e+05	975203	982093	3.2771692022834	0.0690693093069069	0.0690693093069069	rs9442372	0.0702499999999996
1	HES4	1	1e+05	998961	1000172	3.2771692022834	0.0707692923070769	0.0707692923070769	rs9442372	0.0702499999999996
1	ISG15	2	1000	1001137	1014541	3.44662040766412	0.164835164835165	0.122877122877123	rs9442372	0.0702499999999996
1	AGRN	4	1000	1020122	1056118	6.30143648713148	0.175824175824176	0.23976023976024	rs9442372	0.0702499999999996
1	RNF223	6	1000	1070965	1074307	3.19802106350103	0.77022977022977	0.724275724275724	rs4970362	0.203
1	C1orf159	10	1000	1081817	1116361	6.84914629379387	0.706293706293706	0.505494505494505	rs3766186	0.0757900000000001
1	LINC01342	9	1000	1137016	1144056	6.67969508841315	0.619380619380619	0.481518481518482	rs3766186	0.0757900000000001
1	MIR200B	6	1000	1167103	1167198	3.78049127547039	0.653346653346653	0.342657342657343	rs3766186	0.0757900000000001
1	MIR200A	6	1000	1167862	1167952	3.78049127547039	0.629370629370629	0.341658341658342	rs3766186	0.0757900000000001
1	MIR429	6	1000	1169004	1169087	3.78049127547039	0.66033966033966	0.308691308691309	rs3766186	0.0757900000000001
1	TTLL10-AS1	5	1000	1173055	1179555	3.6537167053541	0.587412587412587	0.310689310689311	rs3766186	0.0757900000000001
1	TTLL10	5	1000	1173055	1179555	3.6537167053541	0.575424575424575	0.296703296703297	rs3766186	0.0757900000000001
1	TNFRSF18	4	1000	1203507	1206691	3.56008471879265	0.454545454545455	0.252747252747253	rs3766186	0.0757900000000001
1	TNFRSF4	3	1000	1211325	1214138	3.39018393578167	0.325674325674326	0.200799200799201	rs3766186	0.0757900000000001
1	SDF4	2	1000	1216907	1232031	0.23723759094715	0.886113886113886	0.859140859140859	rs10399878	0.6281
1	B3GALT6	2	1000	1232264	1235041	0.23723759094715	0.869130869130869	0.845154845154845	rs10399878	0.6281
1	C1QTNF12	2	1000	1242445	1246722	0.23723759094715	0.891108891108891	0.865134865134865	rs10399878	0.6281
1	UBE2J2	2	1000	1253908	1273885	0.23723759094715	0.891108891108891	0.867132867132867	rs10399878	0.6281
1	LINC01786	1	1000	1275222	1280420	0.234646115885892	0.622377622377622	0.622377622377622	rs10399878	0.6281
1	SCNN1D	1	1000	1280435	1292029	0.234646115885892	0.629370629370629	0.629370629370629	rs10399878	0.6281
1	DVL1	1	1000	1335275	1349350	0.0982829274060687	0.763236763236763	0.763236763236763	rs1781145	0.7539
1	MIR6808	1	1000	1339649	1339708	0.0982829274060687	0.792207792207792	0.792207792207792	rs1781145	0.7539
1	MXRA8	1	1000	1352688	1361777	0.0982829274060687	0.756243756243756	0.756243756243756	rs1781145	0.7539
1	AURKAIP1	1	1000	1373729	1375495	0.0982829274060687	0.776223776223776	0.776223776223776	rs1781145	0.7539
1	NDUFB4P8	1	1000	1378665	1379032	0.0982829274060687	0.759240759240759	0.759240759240759	rs1781145	0.7539
1	CCNL2	1	1000	1385710	1399328	0.0982829274060687	0.737262737262737	0.737262737262737	rs1781145	0.7539
1	MRPL20-AS1	1	1000	1399521	1402046	0.0982829274060687	0.771228771228771	0.771228771228771	rs1781145	0.7539
1	MRPL20	1	1000	1399521	1402046	0.0982829274060687	0.761238761238761	0.761238761238761	rs1781145	0.7539
1	RN7SL657P	1	1000	1405459	1405752	0.0982829274060687	0.76023976023976	0.76023976023976	rs1781145	0.7539
1	ANKRD65	1	1000	1418419	1421769	0.0982829274060687	0.782217782217782	0.782217782217782	rs1781145	0.7539
1	TMEM88B	1	1000	1426127	1427787	0.0982829274060687	0.778221778221778	0.778221778221778	rs1781145	0.7539
1	LINC01770	1	1000	1430538	1434573	0.0982829274060687	0.734265734265734	0.734265734265734	rs1781145	0.7539
1	VWA1	1	1000	1434860	1442882	0.0982829274060687	0.756243756243756	0.756243756243756	rs1781145	0.7539
1	SLC35E2A	1	1000	1724837	1745999	1.79844996140825	0.200799200799201	0.200799200799201	rs11260622	0.1799
1	NADK	1	1000	1751231	1780457	1.79844996140825	0.177822177822178	0.177822177822178	rs11260622	0.1799
1	GNB1	1	1000	1785284	1891117	1.79844996140825	0.164835164835165	0.164835164835165	rs11260622	0.1799
1	CFAP74	38	1000	1921950	2003837	29.2441190296012	0.626373626373626	0.465534465534466	rs2459986	0.0287899999999999
1	GABRD	45	1000	2019297	2030758	34.8200512556439	0.623376623376623	0.473526473526474	rs2459986	0.0287899999999999
1	PRKCZ	48	1000	2050469	2185395	47.29634458806	0.40959040959041	0.488511488511489	rs2459986	0.0287899999999999
1	PRKCZ-AS1	4	1000	2181793	2184389	3.33996956849026	0.512487512487512	0.564435564435564	rs6665593	0.1856
1	FAAP20	6	1000	2184460	2212720	8.28412818331706	0.223776223776224	0.337662337662338	rs2173049	0.0783600000000007
1	SKI	14	1000	2228694	2310119	14.1175451681983	0.392607392607393	0.536463536463537	rs2173049	0.0783600000000007
1	MORN1	12	1000	2321252	2391707	7.82840632162936	0.659340659340659	0.743256743256743	rs2840528	0.1582
1	RER1	4	1000	2391774	2405444	0.388979494384607	0.948051948051948	0.966033966033966	rs2236397	0.7022
1	PEX10	4	1000	2403963	2413797	0.388979494384607	0.947052947052947	0.969030969030969	rs2236397	0.7022
1	PLCH2	6	1000	2425979	2505530	2.60786437397119	0.695304695304695	0.748251748251748	rs11590198	0.3185
1	PANK4	3	1000	2508532	2526628	2.22951023043018	0.447552447552448	0.584415584415584	rs11590198	0.3185
1	HES5	3	1000	2528744	2530245	2.22951023043018	0.463536463536464	0.588411588411588	rs11590198	0.3185
