	2.0893e-19	5.284e-19	1.33637e-18	3.37978e-18	8.54775e-18	2.1618e-17	5.46736e-17	1.38274e-16	3.49706e-16	8.84437e-16
22.3681	1e+31	1e+31	1e+31	1e+31	1e+31	1e+31	1e+31	1e+31	1e+31	1e+31
56.5708	1e+31	1e+31	1e+31	1e+31	1e+31	1e+31	1e+31	1e+31	1e+31	1e+31
143.072	1e+31	1e+31	1e+31	1e+31	1e+31	1e+31	1e+31	1e+31	1e+31	1e+31
361.842	1e+31	1e+31	1e+31	1e+31	1e+31	1e+31	1e+31	1e+31	1e+31	1e+31
915.127	82739.3	82739.3	82739.3	82739.3	82739.3	82739.3	82739.3	82739.3	82739.3	82739.3
2314.43	3694.15	3694.15	3694.15	3694.15	3694.15	3694.15	3694.15	3694.15	3694.15	3694.15
5853.39	3706.85	3706.85	3706.85	3706.85	3706.85	3706.85	3706.85	3706.85	3706.85	3706.85
14803.7	1e+31	1e+31	1e+31	1e+31	1e+31	1e+31	1e+31	1e+31	1e+31	1e+31
37439.8	1e+31	1e+31	1e+31	1e+31	1e+31	1e+31	1e+31	1e+31	1e+31	1e+31
94688.3	1e+31	1e+31	1e+31	1e+31	1e+31	1e+31	1e+31	1e+31	1e+31	1e+31
