Gene	Ptilde	mean_bg_p	k	m	pk	pstar	z.score	PLEAN
USP54	-2.2799506876147007	-1.2863413201441265	5	16	0.0753892461075389	0.0891	-1.3829504899138054	0.853361472363402
KRTAP4-12	-3.1966289279429585	-1.9723645722593355	53	101	0.362637362637363	0.0993	-1.3610845081184644	0.853361472363402
NFKBIB	-1.2189577710697919	-1.8209045230269811	52	70	0.648351648351648	0.7396	0.6987839457133607	0.9598566105024529
APPBP2	-2.9110741272519847	-1.8782630879285078	51	84	0.436563436563437	0.1223	-1.1943180351574887	0.853361472363402
MLF1	-1.7916055385395186	-1.9759824753972823	34	100	0.240759240759241	0.5134	0.20352634841051662	0.9271806208781981
DEGS1	-2.6072386311423434	-1.3994694357738668	7	22	0.0903590964090359	0.0697	-1.603114876827493	0.8362177735714801
DBN1	-2.199443045182904	-2.3058101284775083	22	187	0.0660293397066029	0.49	0.1107021659627926	0.9269344422341685
TSNAX	-0.9864036747353079	-1.9108996095259008	1	92	0.00118299881700118	0.8786	1.0716569573812853	0.980047273722991
VTN	-2.324941803406718	-1.754705052689947	33	61	0.36963036963037	0.2152	-0.6788509104236412	0.8719329135261151
GSK3B	-2.1519005698511378	-2.126436738704236	34	135	0.165834165834166	0.4345	-0.027839833675761937	0.9161145741095994
RBMX	-1.0649774382991584	-1.9853453151626175	12	104	0.0744592554074459	0.861	1.0105113116101574	0.9783661324905866
TRIM27	-5.591358908864021	-2.5316452204923676	75	250	0.17982017982018	0.008	-3.020192975539889	0.8035742386764109
SRSF2	-3.116452013279026	-1.8750881655492577	66	82	0.637362637362637	0.0872	-1.4512161325697577	0.853361472363402
HNRNPD	-2.280153900013339	-2.404148019259758	31	209	0.0915690843091569	0.4943	0.12542594627180126	0.9269344422341685
CCNK	-1.9046205921082924	-1.47678186636096	28	29	0.799200799200799	0.2425	-0.5528308811340725	0.8833708178477927
SKAP2	-1.5600712773830423	-0.9291163091903467	5	5	0.487512487512487	0.1473	-1.0091745348595236	0.853361472363402
HOXC9	-3.406648134540018	-1.3369306492651627	10	19	0.168831168831169	0.0152	-2.846203989080501	0.8035742386764109
PPARD	-2.035881478010976	-1.5469037713346572	31	35	0.7002997002997	0.2303	-0.6188760559131282	0.8794201486000267
HPD	-1.673538865649531	-1.0384230310762537	5	7	0.27972027972028	0.1512	-0.9454580386597109	0.853361472363402
POLR1C	-2.9796741303731733	-1.9220116633853095	17	91	0.0817291827081729	0.1211	-1.2126598303247573	0.853361472363402
TUBG1	-1.8003005824685978	-2.196642865783174	137	156	0.81018981018981	0.6147	0.42009664901826577	0.9428131743038715
ITCH	-1.3654862480751861	-1.2863413201441265	1	16	0.002749972500275	0.3825	-0.11015749291402815	0.9096999977421613
SPRY2	-3.6378163554963017	-1.8830264435988262	60	83	0.528471528471528	0.0455	-1.9696505746258504	0.8359653216239994
RNF113A	-2.496581065303913	-1.238045921210747	1	14	2.27999772000228e-4	0.0567	-1.75651342290807	0.8359653216239994
CCT3	-3.9568569935961557	-2.0711279280203367	14	122	0.035289647103529	0.0333	-2.051982033663904	0.821917808219178
SF1	-2.37598498284589	-1.9108996095259008	54	92	0.444555444555445	0.2571	-0.5391175421528855	0.8866085914725895
SLC39A4	-1.1984923151819955	-1.9420152158393567	30	93	0.247752247752248	0.7887	0.8195493188228605	0.9667841818780107
MYH9	-2.1012556776958533	-2.5144272333420066	188	248	0.68631368631368606	0.6182	0.4109650697435054	0.9428131743038715
HNRNPM	-2.4144260881217248	-2.2951695380632744	39	184	0.137862137862138	0.4002	-0.12301716865778144	0.9149109780379986
TSEN15	-0.8480516999995371	-1.069585980362988	7	8	0.63036963036963	0.5638	0.3324423069347077	0.931504082489522
OPTN	-1.88450308368945	-1.6129420849714837	5	42	0.033659663403366	0.3091	-0.33398982418382717	0.8924771395820277
ERG28	-5.160794255918109	-2.0639546249191136	39	118	0.163836163836164	0.0042	-3.4349384520257074	0.8035742386764109
KIAA0753	-2.8340321315027666	-1.8624445183348999	11	77	0.0497095029049709	0.1305	-1.1141789380560447	0.853361472363402
E2F8	-1.3785180307074856	-0.9853109171236291	4	6	0.257742257742258	0.2256	-0.6050223702423969	0.8784301382493966
UBA6	-1.5470744048432015	-1.6743589633268716	46	51	0.789210789210789	0.4956	0.15641784753656554	0.9269344422341685
TRIM29	-0.7902105477549535	-1.6614008129623483	9	49	0.126873126873127	0.8872	1.065227980868086	0.9817777885499545
MCM3	-2.2631841983784673	-1.8433721462234172	16	74	0.108888911110889	0.2633	-0.48585348671259554	0.8866085914725895
ATP6V1B1	-2.271867392262976	-1.5912315737636764	12	41	0.131868131868132	0.1703	-0.8470165866999219	0.8574101686052664
LGALS8	-2.049278306199608	-1.9593628873270854	14	96	0.0720892791072089	0.3882	-0.10042388692300241	0.9121838449524574
UHRF1BP1L	-1.6625257598362153	-1.2863413201441265	16	16	0.787212787212787	0.2498	-0.5235905298422338	0.8866085914725895
AURKA	-1.674297859708371	-2.283377815314826	81	179	0.375624375624376	0.7018	0.638121095900999	0.9522351251654566
RACK1	-1.903302585664692	-1.905167951563417	61	87	0.578421578421578	0.4382	0.002129485147874769	0.9170697090732628
SNRNP40	-2.7408817980392395	-1.6982045059849973	25	52	0.281718281718282	0.1132	-1.2492905105884966	0.853361472363402
HSPB1	-1.1291275841789714	-2.0012385020868826	8	110	0.039979600203998	0.8477	0.9714846493784269	0.9779667656054747
SHTN1	-0.864410288501906	-1.4154474058279123	7	24	0.183816183816184	0.753	0.7222614909424463	0.9629970442098732
RIF1	-1.509887929617491	-2.1162675757543234	83	132	0.544455544455544	0.719	0.6567188238721159	0.9572015771395833
CUL3	-2.7638463801254036	-4.223030629208571	609	1004	0.56043956043956	0.8711	1.0637390021529454	0.9787102238834038
APC	-1.6997666788422816	-2.099828542375793	66	128	0.421578421578422	0.6191	0.4305560731706768	0.9429464999580212
ARCN1	-1.3438453444929757	-1.4154474058279123	1	24	0.001929980700193	0.4655	0.09385104913672773	0.9232435269843615
RPGRIP1	-3.832505526106221	-1.7341562656454823	14	58	0.0797792022079779	0.0234	-2.492660310094611	0.8041185931158129
IKBKE	-3.3674256693439104	-1.7144160544552676	19	57	0.14985014985015	0.046	-1.9781553525789342	0.8359653216239994
TMEM120B	-0.9303618311263676	-1.238045921210747	1	14	0.00887991120088799	0.6113	0.42942879806339385	0.9425813335472573
SNRNP70	-1.184472769542097	-1.8567557927321428	1	80	8.44999155000845e-4	0.7659	0.7729116852945374	0.9632674159484635
TSSK1A	-0.47325759625228536	-0.8683646972197755	1	4	0.0974090259097409	0.7075	0.6533271904576258	0.9535394686962193
MIF	-0.5960775313610217	-1.6113588613209888	37	45	0.768231768231768	0.9437	1.2584942656317342	0.9914539090092296
PYM1	-2.0745995990669504	-1.683711140287796	34	53	0.468531468531469	0.2629	-0.4675963967187135	0.8866085914725895
SCFD1	-0.7936567054584954	-1.5834406310070013	38	38	0.953046953046953	0.8647	0.9867857672810179	0.9783661324905866
TNS2	-0.8754443501203018	-1.845764461824024	52	73	0.643356643356643	0.8964	1.1134724789928772	0.9846489564665561
KRTAP23-1	-0.6640534951911452	-0.8683646972197755	4	4	0.682317682317682	0.5472	0.33783767306011653	0.9287955426037864
NF1	-1.6508498910319185	-1.784358785426202	6	64	0.034279657203428	0.4971	0.15671447669255673	0.9269344422341685
PRPF4	-1.2627911518296495	-1.9853453151626175	34	104	0.252747252747253	0.7799	0.7933231631108942	0.9653466929964065
KRTAP10-8	-2.542818169637984	-2.200742768555251	19	154	0.0611593884061159	0.3178	-0.3638477122396232	0.8942771373711562
TUBB	-1.696687234777933	-2.08298208054591	49	126	0.2997002997003	0.6201	0.4290394527610438	0.9430248959441266
BICDL2	-1.2314212549973476	-0.6569540937215897	1	2	0.029789702102979	0.1333	-1.050836103170897	0.853361472363402
ODAM	-0.35522486435242845	-0.6569540937215897	2	2	0.664335664335664	0.6526	0.551934016382961	0.9450180333287638
PAK1	-2.058238347686644	-1.591267044635391	5	40	0.032049679503205	0.2332	-0.5900888661616744	0.8802078440961961
KLC1	-1.84090224368158	-1.621009466667655	18	43	0.255744255744256	0.3288	-0.2717883674901186	0.8997044220811564
APOC3	-1.0150820951863366	-0.6569540937215897	1	2	0.049519504804952	0.2001	-0.6551006895848426	0.8642237977976767
CEP152	-2.6795032628306887	-1.9137105245250454	9	89	0.03169968300317	0.1762	-0.8609771425384909	0.8614781566462775
RRM1	-1.0916376461665172	-1.3369306492651627	5	19	0.125874125874126	0.5694	0.3373184644184358	0.9336533573319516
EIF4E2	-1.8266125063564527	-2.025848046630615	2	111	0.00165899834100166	0.5232	0.2192539188556465	0.9277613370636459
ERICH2	-0.7288327354614537	-0.8683646972197755	4	4	0.657342657342657	0.5008	0.23072231385207637	0.9269344422341685
SMARCB1	-2.167699513836225	-1.6784931052736192	30	50	0.416583416583417	0.2283	-0.5825984422490622	0.8793817407795487
DCAF4L2	-1.6475682465611945	-1.069585980362988	8	8	0.622377622377622	0.1668	-0.8673409714606984	0.8574032878843777
EWSR1	-3.0900542821527077	-2.328094589725465	87	191	0.342657342657343	0.2084	-0.7809608866064873	0.8688548997622878
BCAT1	-0.4625789288990953	-1.44310276786201	4	27	0.10989010989011	0.9478	1.2681650303249883	0.9917968398123632
MT1DP	-1.0269957359645898	-0.8683646972197755	1	4	0.024369756302437	0.3209	-0.2623034883674535	0.895112216640107
ORC2	-2.4073534074594054	-1.6445936357479005	10	47	0.0811391886081139	0.1611	-0.9284835617656059	0.8574032878843777
GFI1B	-1.1634432367813499	-1.8144823089674855	1	69	0.001029989700103	0.7599	0.7525087484119911	0.9632674159484635
MORN4	-0.6065885872635375	-1.265067573402899	15	15	0.911088911088911	0.8338	0.9069811208068361	0.9761296967760467
LMX1B	-3.1313445637465565	-1.3369306492651627	3	19	0.00948990510094899	0.0244	-2.4676160286582607	0.8041185931158129
SSC5D	-2.0361039984182763	-1.069585980362988	3	8	0.0590394096059039	0.0804	-1.4503916914759898	0.8525792157626344
MED21	-2.2108096600788585	-1.5207688754192097	5	33	0.035959640403596	0.1648	-0.8819973557062979	0.8574032878843777
SRGN	-1.4056676826389383	-1.1366503303011897	3	10	0.0793892061079389	0.2944	-0.39789171311082	0.8906264303147151
SIAH1	-1.6743205643624146	-1.9723645722593355	38	101	0.278721278721279	0.5655	0.33135252202904825	0.9321985641210643
SRC	-1.0984008699118457	-1.9593628873270854	85	96	0.827172827172827	0.8473	0.9615831563270384	0.9779667656054747
FSD2	-1.675069724691374	-1.5912315737636764	27	41	0.488511488511489	0.387	-0.10433230591740347	0.9121838449524574
FAM107A	-1.368188718203278	-1.44310276786201	19	27	0.521478521478521	0.4663	0.09689043170813408	0.9232435269843615
CUL5	-3.933263826432325	-2.740694851557912	83	325	0.172827172827173	0.1285	-1.111816145100069	0.853361472363402
AQP1	-0.9233849904424305	-1.5912315737636764	16	41	0.293706293706294	0.7941	0.8311010353395744	0.9667841818780107
TUBA1B	-1.0461451441948133	-1.576203734316055	26	39	0.547452547452547	0.7224	0.6649779529373961	0.9575866536018004
POLR1D	-3.0986344164218425	-1.5570554656665172	8	36	0.0569894301056989	0.0498	-1.9231831857191262	0.8359653216239994
FMR1	-1.16652767092251	-1.3994694357738668	3	22	0.043429565704343	0.5579	0.30919186389228254	0.9314739297295155
TLE5	-2.160752329677168	-2.145583360168309	23	139	0.0959490405095949	0.431	-0.016172083760864566	0.9159419749978268
RABGEF1	-1.683216891493824	-1.6668365087421149	40	48	0.692307692307692	0.4198	-0.019923352965949197	0.9159419749978268
NFKB2	-2.8819448807689163	-2.1097838985892157	35	134	0.156843156843157	0.1902	-0.8446525617531593	0.8642237977976767
PVR	-1.2065403103910355	-1.1789545218153716	7	11	0.364635364635365	0.4052	-0.03929511433398179	0.9152077492980629
PSMC4	-2.494883561257644	-1.8830264435988262	53	83	0.483516483516484	0.2109	-0.6867743626828067	0.87080699930007
NSDHL	-1.8898157739196828	-1.319249149955137	11	18	0.328671328671329	0.1891	-0.771751949208162	0.8642237977976767
KANSL1	-1.4757930603034843	-1.5207688754192097	1	33	0.001029989700103	0.4455	0.057487254209721755	0.9183189166687937
PPP3CC	-2.10047578094239	-1.3562639564147403	17	20	0.569430569430569	0.1468	-1.0016016813101478	0.853361472363402
RPL35	-2.3162663934688417	-1.9593628873270854	34	96	0.232767232767233	0.2887	-0.3986150294647153	0.8889622950891983
RPL31	-1.5807852483255918	-2.0495318178563093	55	116	0.381618381618382	0.6631	0.518225776420605	0.9476869042627577
DDX1	-2.4189177173297667	-1.9547086321282423	88	95	0.825174825174825	0.2661	-0.5200958074193932	0.8866085914725895
RTRAF	-1.939690515183739	-1.7144160544552676	5	57	0.023809761902381	0.3261	-0.2695857763170838	0.8984251275471254
PRDX5	-2.241780682435448	-1.7091268398152555	5	54	0.021209787902121	0.2165	-0.641851070125713	0.8735965878740046
LENG1	-1.4756478263671555	-1.591267044635391	34	40	0.711288711288711	0.487	0.14610236853658215	0.9259366314291081
CREBBP	-0.26877730169268776	-1.4000019598213078	22	23	0.933066933066933	0.9877	1.4940786775651165	0.9969802142317891
DYNC1I1	-1.8070125955483727	-1.6129420849714837	32	42	0.59040959040959	0.3349	-0.23868514261194756	0.9012470181553273
ZNF8	-0.6424615682194899	-1.0384230310762537	2	7	0.12987012987013	0.6887	0.5894435749801685	0.9511872392427566
ATP5F1C	-2.9581766898048194	-1.905167951563417	70	87	0.648351648351648	0.1228	-1.2021054261793775	0.853361472363402
HAUS6	-1.115543167775429	-1.757688059347701	4	62	0.025849741502585	0.7651	0.7555497005165501	0.9632674159484635
DNM1L	-1.337270169537331	-1.4291416661045928	25	25	0.884115884115884	0.4798	0.12205853383557205	0.924694611878525
LUC7L3	-0.8249810819294332	-1.4996043468702227	12	30	0.296703296703297	0.8042	0.8550177946661709	0.9686120563490481
ZNF320	-1.100896865699195	-0.7835592203863271	3	3	0.42957042957043	0.2327	-0.5449015290396191	0.8802078440961961
RUSC1-AS1	-1.1747203920959415	-0.7835592203863271	2	3	0.157842157842158	0.2038	-0.6716641524057306	0.8642237977976767
ASNS	-1.7882437910293132	-1.8163557920664868	1	72	2.27999772000228e-4	0.4399	0.032752741140346785	0.9173083976123904
PWWP3A	-0.6174764362973401	-1.1789545218153716	1	11	0.024789752102479	0.783	0.7998084051844185	0.9659650302912292
TMEM213	-1.0045592593840953	-0.7835592203863271	3	3	0.462537462537463	0.2763	-0.3794799039646627	0.888317021956341
ERBB3	-3.588385588408087	-1.6374277517149496	26	46	0.307692307692308	0.0287	-2.377389935361207	0.8212907522807041
G6PD	-1.092625118950444	-1.7144160544552676	21	57	0.275724275724276	0.7592	0.7440967409840447	0.9632674159484635
CHUK	-2.3040661520773082	-1.6129420849714837	38	42	0.729270729270729	0.1676	-0.8500057326038049	0.8574032878843777
BEND5	-0.990173093667163	-1.3369306492651627	14	19	0.567432567432567	0.6328	0.47684901200695323	0.9430248959441266
AHCY	-2.6309417302539013	-1.6743589633268716	3	51	0.00512994870051299	0.1173	-1.175528431537863	0.853361472363402
TIMM50	-2.444785597725209	-1.7308752804826555	48	59	0.644355644355644	0.1788	-0.8469124808567048	0.8629219475056239
CCT5	-1.271247817017858	-1.8782630879285078	31	84	0.282717282717283	0.7418	0.7019379712860886	0.9598566105024529
TRIM55	-1.4411281516711898	-1.6614008129623483	2	49	0.00609993900060999	0.5429	0.26933336103309446	0.9285762794816337
CCT4	-2.418365172010355	-1.9220116633853095	53	91	0.437562437562438	0.2537	-0.5690926740215432	0.8866085914725895
HYKK	-1.2604085324495808	-0.9291163091903467	1	5	0.011229887701123	0.2447	-0.5298819918446369	0.884802525631438
GMCL1	-0.5937180268946686	-2.0893147092460485	19	131	0.122877122877123	0.9876	1.6060313091727403	0.9969802142317891
GMNN	-2.0521406501708968	-1.4000019598213078	16	23	0.428571428571429	0.1706	-0.8613200791418549	0.8574101686052664
MYBPHL	-0.6887273628790236	-1.069585980362988	8	8	0.82017982017982	0.6722	0.571530136124348	0.9492759644223371
