Gene	Ptilde	mean_bg_p	k	m	pk	pstar	z.score	PLEAN
CDK1	-1.105698123355047	-1.708555954039559	18	55	0.235764235764236	0.7482	0.7172510557343311	0.9649707289784457
SNAI1	-1.8227047716157316	-1.457819222000169	6	27	0.0769792302076979	0.2652	-0.46658646435266254	0.9041992972259738
APPBP2	-0.670952972242961	-1.8873059337011735	80	85	0.91008991008991	0.9648	1.383279986674761	0.9923228622220791
FAM107A	-0.7271951538487476	-1.4736166747163593	5	29	0.105894105894106	0.8546	0.9518246875025105	0.978786692353744
KRT40	-2.531337242038463	-2.6313515611628695	52	288	0.122877122877123	0.4945	0.09617313610615219	0.9376078450549106
GADD45G	-2.3090557930994002	-1.57895513527681	32	38	0.637362637362637	0.1632	-0.9118908498131084	0.8979062120436857
TSNAX	-2.1642987936285003	-1.91836071828853	10	88	0.045629543704563	0.3299	-0.27638969699850785	0.9100371631987323
RPF2	-1.7961582367562963	-1.5596034559961443	29	36	0.624375624375624	0.322	-0.2982484137853353	0.9077096666700945
C15orf48	-2.6124098609929236	-2.061711641531584	36	120	0.18981018981019	0.2416	-0.6015005709327943	0.9033081654240592
TCL6	-0.5091577646111801	-0.663222408105154	2	2	0.556443556443556	0.5182	0.2807418926899223	0.9408161856106935
SRSF2	-2.0520781266541315	-1.8875175524880115	50	83	0.466533466533467	0.3602	-0.18800113405598518	0.9160228638671558
PPP1R18	-0.5621309101997094	-1.6717036920866937	19	49	0.337662337662338	0.9616	1.3434921589749866	0.9921859692585575
ITGA4	-3.329106625793862	-2.989848296141607	198	438	0.373626373626374	0.3451	-0.3017597030913035	0.9110486625281565
DLD	-1.0844217301857322	-1.7979803401896057	61	66	0.859140859140859	0.7968	0.8285820935100944	0.9720769681792565
TPM2	-1.2940626252393495	-1.7442827864477313	2	61	0.00590994090059099	0.6741	0.5380717914481377	0.9606546852822225
ZSCAN31	-0.6438968902121531	-0.7856893992329234	2	3	0.308691308691309	0.5019	0.24283960534534724	0.9376930735538914
RXRA	-2.8320637083379743	-1.7411779909149723	34	58	0.384615384615385	0.1041	-1.2878563848309927	0.8965332974899232
PPARD	-2.203293455380321	-1.529505762668445	34	35	0.812187812187812	0.1742	-0.8554598290440653	0.8979062120436857
RPL4	-1.2457795458261698	-2.1290516363988803	49	134	0.298701298701299	0.8341	0.9468784938817143	0.976319670831899
RRM2	-2.5599790509411924	-1.4609755553664892	12	28	0.186813186813187	0.0877	-1.431010836892394	0.8965332974899232
FAM9B	-4.437120672099542	-2.021559695810068	101	107	0.804195804195804	0.0125	-2.6820809404934103	0.8684657850004476
LMO3	-1.0681778615464665	-1.5467067632426295	32	34	0.845154845154845	0.6937	0.5978488357953732	0.9606546852822225
NAE1	-1.7645031527583985	-1.5134833168644244	25	32	0.586413586413586	0.3165	-0.31891574897629893	0.9061215894325687
CCDC196	-0.43324683372644335	-0.931485423095095	2	5	0.250749250749251	0.7749	0.7909643584375261	0.9685271286608242
PTGES3	-1.92543807709998	-1.7696720115014761	17	63	0.152847152847153	0.3562	-0.18300776135775035	0.9149246397805946
RPS10-NUDT3	-0.7100236162604526	-0.663222408105154	2	2	0.441558441558442	0.3565	-0.08528277130766536	0.9149246397805946
