Gene	Ptilde	mean_bg_p	k	m	pk	pstar	z.score	PLEAN
ACVR1	-2.208051711650669	-1.7158152724836226	26	57	0.291708291708292	0.2296	-0.5882296185197979	0.8964782018666608
DDX39B	-0.8815639786645575	-1.7516879885408374	49	59	0.76023976023976	0.8742	1.0361508846304537	0.9863225310265048
CUL1	-1.7957279481392592	-3.103100947270863	234	473	0.444555444555445	0.8944	1.139236038317596	0.9880785658461343
TBL3	-1.2007892859009228	-1.6030343735924044	8	41	0.105894105894106	0.6469	0.4977483005553341	0.9601396533811382
ECPAS	-1.2732695114760555	-1.8270837455482423	41	73	0.460539460539461	0.7171	0.6472974851477449	0.9650032200880565
HSPB1	-5.744175258797102	-2.0269916200952403	81	112	0.503496503496504	0.0017	-4.0763551257800765	0.7024752070247521
FAM107A	-1.097143141035908	-1.4558677906725626	15	27	0.403596403596404	0.6289	0.4647749064492192	0.9598001117276524
TRAF1	-4.8256606628048395	-2.227911713766147	80	163	0.32967032967033	0.013	-2.745540236625694	0.8031748549283004
HNRNPA0	-3.7052567472608966	-1.7857530853949544	29	68	0.226773226773227	0.0289	-2.292715330938992	0.8031748549283004
NDC80	-1.2862064793699388	-1.667336154327576	35	51	0.564435564435564	0.6306	0.4662570531080325	0.9598001117276524
FHL2	-1.1725715379664692	-1.6196140017474618	1	44	0.001579984200158	0.6758	0.5549073467687917	0.9638463340270953
C15orf48	-0.7492550428121968	-2.0623479621045355	1	121	0.001619983800162	0.9675	1.4559111126180806	0.995378252335569
STAC3	-1.339124709853947	-1.4219938220969588	22	24	0.756243756243756	0.4731	0.10908710798680255	0.9388626621753609
SRSF2	-1.6805001408757758	-1.883653682252357	43	83	0.401598401598402	0.5294	0.23129043907963773	0.9495898962442286
THBS3	-1.8067494979985055	-1.7516879885408374	5	59	0.024839751602484	0.4109	-0.06556770194372973	0.9318816193957931
SOD1	-2.5144279225159734	-2.0350829903202086	28	114	0.144855144855145	0.2634	-0.5292135512774734	0.9062670666231278
CCNK	-0.9504391004611666	-1.4558677906725626	5	27	0.0962490375096249	0.7232	0.6548492623734931	0.9650032200880565
CDK18	-1.8176025092837114	-1.7131982416975102	26	54	0.330669330669331	0.3813	-0.12284189664625911	0.9295875862830068
PTN	-2.34969584181281	-1.9450474850935722	61	95	0.503496503496504	0.2777	-0.4611229224270414	0.9066900039062625
DHX15	-0.5717152621998871	-2.1112894408881897	14	132	0.0877191228087719	0.9903	1.6785394710104373	0.998993496508106
PPARD	-1.5989150621722232	-1.5549674399683775	14	37	0.224775224775225	0.4043	-0.05472727495199326	0.9318816193957931
TAF9	-2.9527304437353017	-1.577205576510032	4	39	0.011709882901171	0.0627	-1.7184620477168036	0.8031748549283004
TOP3B	-1.259486335484045	-1.3851552567306225	11	22	0.315684315684316	0.4921	0.16681316878076163	0.943320879513114
HDAC7	-1.5928914788106123	-1.6030343735924044	15	41	0.221778221778222	0.429	0.01255107593562663	0.9320261904108073
RXRG	-1.3158745492340769	-1.6572102800384403	6	48	0.0553894461055389	0.6075	0.41979830136513124	0.9595143913149273
CPNE3	-1.590524733636747	-1.3918210734163046	19	23	0.613386613386613	0.3265	-0.2661890140047188	0.9151251252691024
CCDC196	-0.2498291529685231	-0.9174688274232958	3	5	0.533466533466533	0.9124	1.055483312451303	0.9900875145219472
MED24	-2.675925904466337	-1.5664662415556516	37	38	0.799200799200799	0.0898	-1.3913158600623265	0.8202135451479481
FOXN2	-2.115155718308941	-1.071479973369885	2	8	0.017129828701713	0.0752	-1.5532721384696695	0.8173862748405297
ATXN7L2	-1.19821542936194	-1.0331113018914995	2	7	0.0608493915060849	0.3255	-0.25201196061380754	0.9151251252691024
TSEN15	-2.009930387081275	-1.071479973369885	1	8	0.00122699877300123	0.0901	-1.3966683503201993	0.8202135451479481
ZNF250	-0.813951137389219	-1.6366503841352338	34	47	0.641358641358641	0.8727	1.0228811602000099	0.9861304240205963
KANSL1L	-1.6751620554950506	-0.6631564330706355	1	2	0.010619893801062	0.0518	-1.8908869485498387	0.8031748549283004
RBM47	-1.006747358899257	-0.7755463246192111	1	3	0.033959660403396	0.2701	-0.4004891135325807	0.9066900039062625
CYFIP1	-0.9943259537216937	-1.5051459066326742	1	31	0.003439965600344	0.7205	0.6506127667210815	0.9650032200880565
KRT40	-2.2296732804126425	-2.639798111046475	82	292	0.216783216783217	0.614	0.39490951643876077	0.9595143913149273
