Gene	Ptilde	mean_bg_p	k	m	pk	pstar	z.score	PLEAN
NPHP4	-2.054113718207	-1.5958502731389812	3	40	0.010619893801062	0.239	-0.5790726013403277	0.8899711184950869
PUM1	-1.8415499675193918	-1.4033287557574505	13	23	0.323676323676324	0.23	-0.5728365317740262	0.8858635271560045
KAT7	-1.54486325001969	-1.5617161510056636	20	37	0.373626373626374	0.4347	0.021279015473709376	0.9313505342355775
CCDC85B	-4.507379486829077	-2.123524544095219	71	137	0.347652347652348	0.0163	-2.594069709693735	0.8390676083906761
FAM107A	-1.9448386006241776	-1.469425578948559	28	29	0.796203796203796	0.2304	-0.6142999004262746	0.8858635271560045
TSNAX	-3.8814645669412973	-1.895696033042181	59	88	0.471528471528472	0.0355	-2.2447218537593625	0.8528377931437626
PLSCR1	-1.5541475368981628	-2.0392938624710673	20	114	0.111888111888112	0.6666	0.5340403791637306	0.9606287783124061
UQCRQ	-1.565466400942941	-1.7804901891982992	65	65	0.946053946053946	0.5389	0.25269401423548976	0.9409897511192533
ABLIM1	-1.9811581427896376	-1.6145621743486602	2	43	0.003569964300357	0.2727	-0.4575818626855286	0.898874818400513
RPL13	-1.5518727096916103	-2.233275529718096	164	166	0.958041958041958	0.744	0.7133893435697788	0.9707886180833666
TTLL1	-1.6966306517957301	-1.3283913278277188	12	18	0.3996003996004	0.2538	-0.49812991017738545	0.8929287300652787
PELP1	-1.7315727428402494	-1.460324336573546	7	27	0.104708952910471	0.3005	-0.3534976878045327	0.9085378775555281
CEP72	-2.4319774873122126	-1.7382957861974446	50	59	0.685314685314685	0.18	-0.8268934169483121	0.8799090206780593
SKIV2L	-1.8120098456603586	-1.3782077282581	10	21	0.23976023976024	0.2317	-0.5748375736509833	0.8858635271560045
AGT	-0.6709238165424901	-0.9253804081551916	3	5	0.335664335664336	0.5898	0.41139715336450083	0.9550596211193954
CSNK2A2	-3.041531481479725	-2.1352471904508494	10	138	0.021659783402166	0.1604	-0.9710818091892214	0.870872070687668
SRSF2	-3.7978740113873406	-1.8819399987153758	66	83	0.603396603396603	0.0323	-2.1946698593041325	0.8456503747215639
CDK18	-2.010560675492468	-1.7260813492305798	42	57	0.578421578421578	0.3013	-0.33555831513633744	0.9085378775555281
THADA	-0.26476903925864215	-1.4567317158216837	4	26	0.146853146853147	0.9909	1.5564139438377655	0.997795615638186
PTN	-4.0222972406725654	-1.9361189091300637	1	95	9.99999000001e-7	0.0274	-2.3613913158573565	0.8403131318073866
ZSCAN31	-0.672868000644305	-0.785440607423712	1	3	0.0764992350076499	0.4823	0.19522291278701076	0.9313505342355775
PPARD	-0.4842944163973117	-1.5617161510056636	5	37	0.102448975510245	0.9618	1.3603873767206682	0.9926373845120092
CDKN2A	-3.19776622678715	-1.6455350354872005	13	47	0.101898101898102	0.0515	-1.9083116558059463	0.8689501420228347
CDK2	-5.391450414062244	-2.2279867753670604	88	162	0.367632367632368	0.0072	-3.286142855100616	0.8390676083906761
PHC2	-3.4204266268557926	-1.7930096040004146	44	68	0.436563436563437	0.0531	-1.904313682995493	0.8689501420228347
ARNTL	-1.5457080191627475	-1.539960925192081	27	35	0.603396603396603	0.4256	-0.007269413279777598	0.931186215730609
CCDC196	-0.440756409588122	-0.9253804081551916	2	5	0.247752247752248	0.7758	0.7835243418102219	0.9730332328072555
CEP162	-1.014517637390744	-2.0957580657188917	78	125	0.562437562437562	0.9093	1.1645459842335113	0.9847726233851011
FKBP4	-2.278076588644555	-1.6589498759572991	24	49	0.305694305694306	0.1898	-0.7567671047549622	0.8832172736815271
TSEN15	-1.2386092499234393	-1.0287173546580946	6	7	0.492507492507492	0.2981	-0.31997947728226017	0.9085378775555281
FYN	-2.837889299991437	-2.2333433788367194	45	164	0.177822177822178	0.2291	-0.6438853897272484	0.8858635271560045
KANSL1L	-1.747652364086314	-0.6668744840191577	1	2	0.00897991020089799	0.0493	-1.9568529243920036	0.8689501420228347
C1orf94	-1.2017033581956391	-1.7382957861974446	49	59	0.736263736263736	0.7115	0.6396373806400786	0.9690871855377053
HDAC1	-2.778163137273837	-2.1488613328977815	7	141	0.011989880101199	0.2312	-0.6749682249109065	0.8858635271560045
PALM	-0.39987724611138137	-1.1979797963812897	5	12	0.343656343656344	0.92	1.1256500717807891	0.9854222893718945
IKBKE	-0.9259803360934857	-1.7382957861974446	10	59	0.111888111888112	0.8524	0.9683090920474458	0.9794237658084726
ZDHHC17	-3.345609504575042	-2.388485500837475	7	214	0.00625993740062599	0.157	-0.9814517029054199	0.8708514814047605
MRE11	-2.105194531480202	-1.6732685114623693	2	50	0.002639973600264	0.2496	-0.5253445110530008	0.8928383969583091
SPAG5	-1.3504032687687797	-1.689814471496198	42	53	0.676323676323676	0.6044	0.41172828348384655	0.9555887420954727
RPS27L	-2.1654254260207098	-1.7701977947821805	47	64	0.577422577422577	0.2643	-0.4577883457982174	0.8967952296158322
COPS5	-3.655002157750989	-3.4759992517519103	14	638	0.00700992990070099	0.3854	-0.14358901794584766	0.9244785569644742
GSK3B	-3.3224651286807543	-2.1209692256393735	127	136	0.834165834165834	0.1074	-1.280020102136254	0.8689501420228347
RSU1	-1.2891480833600788	-1.4567317158216837	26	26	0.892107892107892	0.5208	0.21882354829625414	0.9388319762528785
ZHX1	-2.793103061711441	-1.6455350354872005	24	47	0.295704295704296	0.0915	-1.410819118020653	0.8689501420228347
EYA2	-1.3428936013847974	-0.8621511698889375	1	4	0.011549884501155	0.1802	-0.790405605243683	0.8799090206780593
IQCN	-1.7459615031066895	-1.224514455586677	3	13	0.044439555604444	0.1981	-0.72744273885959	0.8841443028866178
ACP5	-1.1358398086710098	-1.2667985619451663	2	15	0.030039699603004	0.5	0.18021408293514188	0.9344258495531359
SNRNP40	-2.123751334862769	-1.6732685114623693	25	50	0.324675324675325	0.2436	-0.5479148456656708	0.8907319197158298
SHTN1	-0.8535270904240504	-1.4137531007446975	1	24	0.00626993730062699	0.7633	0.7430191198595241	0.9721732592373408
GART	-2.7286238081264784	-1.6963875227888605	27	54	0.302697302697303	0.1131	-1.2460866802706627	0.8689501420228347
PRKAA2	-2.202726880256665	-1.7701977947821805	5	64	0.018209817901821	0.2541	-0.5009942597598352	0.8930083532836024
SHISA3	-0.9771014330008876	-0.6668744840191577	2	2	0.324675324675325	0.2219	-0.5616959076756692	0.8858635271560045
TMEM120B	-0.3307603619775343	-1.2453305944457136	14	14	0.947052947052947	0.9556	1.248335664498956	0.9919388215817595
RPL4	-2.7748981673848605	-2.1092824994950687	16	131	0.0532094679053209	0.2177	-0.7231373539784764	0.8858635271560045
TSSK1A	-1.970312823133949	-0.8621511698889375	4	4	0.321678321678322	0.0541	-1.821967700074976	0.8689501420228347
SLC9A3R1	-2.1617386112221633	-1.6009364349714417	18	41	0.251748251748252	0.2043	-0.6991766016168102	0.8858635271560045
ACTG1	-0.9216589651987619	-1.8401361566303234	24	78	0.243756243756244	0.8852	1.06508407502826	0.982053046523619
RPL27A	-2.099618386507717	-1.9593415081665537	3	98	0.004119958800412	0.3792	-0.15836372422392286	0.9236174554769885
CRK	-2.5137521205214606	-2.6769223047362822	40	311	0.0817291827081729	0.5128	0.15495286106483486	0.9380135545093603
POLD1	-1.3337304183688616	-1.6296653649145918	2	44	0.00779992200077999	0.5791	0.3651155007000048	0.9533207598780352
TTF2	-1.2540251907149453	-1.4911943670268653	9	31	0.163836163836164	0.558	0.3075921903469438	0.9469342387171068
NDUFS7	-1.5573857627122027	-1.3505707744677713	1	20	0.0014039985960014	0.3209	-0.2731928127369147	0.9138078234616858
MCOLN3	-3.1971988598799403	-1.689814471496198	40	53	0.529470529470529	0.0592	-1.8285571654451762	0.8689501420228347
FAM111A	-0.22321206646300798	-0.8621511698889375	1	4	0.203796203796204	0.9062	1.0505023390297037	0.9837317153240428
ODAM	-0.17324045019120396	-0.6668744840191577	2	2	0.819180819180819	0.8492	0.8937721806590178	0.9794237658084726
TOM1	-1.4090344658402485	-1.3283913278277188	15	18	0.609390609390609	0.38	-0.10908872703148212	0.9236174554769885
ILVBL	-0.588821966046911	-1.4911943670268653	2	31	0.03169968300317	0.9201	1.1703152477158758	0.9854474389580833
REL	-2.2287320907144723	-2.345964327623602	132	193	0.593406593406593	0.4981	0.11919057134616919	0.93417990466999
SDCBP	-4.442641801629462	-2.207192082258538	124	157	0.64035964035964	0.0233	-2.3639571875472494	0.8390676083906761
CEP57	-2.537245442843347	-1.9440215096383227	2	93	8.44999155000845e-4	0.2254	-0.6713175165080547	0.8858635271560045
FN1	-4.439012879603728	-3.4453742716980376	82	621	0.0840091599084009	0.1897	-0.8140470835845546	0.8832172736815271
RBM39	-0.9612436586196998	-1.8935990089640777	29	84	0.278721278721279	0.8804	1.0676573185411622	0.9814474513787589
PCDH1	-0.38055316445545506	-1.0738116113003688	1	8	0.0650893491065089	0.8807	1.019356415642152	0.9814474513787589
SYCE3	-0.5443898653166239	-0.8621511698889375	1	4	0.0806091939080609	0.6469	0.5224425800776538	0.9578375648989916
SPP1	-1.670528867822272	-1.224514455586677	1	13	0.00165899834100166	0.2241	-0.6222107252319987	0.8858635271560045
CEP76	-0.9068755907728571	-2.1648396195720623	5	144	0.018209817901821	0.9445	1.33534571634384	0.9895501706437735
MT1DP	-1.569867691307793	-0.8621511698889375	1	4	0.00679993200067999	0.1201	-1.1635817202830818	0.8689501420228347
AURKA	-0.9316993766907073	-2.294316245188461	126	181	0.651348651348651	0.9568	1.4094079634828465	0.9920257169389306
DZANK1	-0.850432798080845	-0.9253804081551916	2	5	0.136863136863137	0.4645	0.12117286190404074	0.9313505342355775
ALDOA	-2.1253713438619437	-1.8221864867999573	2	73	0.001759982400176	0.30620000000000003	-0.356364745222287	0.9104119146975707
MEIS1	-0.3592944966548858	-1.105963110073978	7	9	0.69030969030969	0.9091	1.0861311475990847	0.9847726233851011
NUP62	-1.4892554536971794	-1.7981608354081378	25	70	0.251748251748252	0.5915	0.36540485041093057	0.9550596211193954
SSC5D	-0.16916491785718307	-1.0738116113003688	1	8	0.131868131868132	0.9804	1.3301783989038982	0.9971239136351684
DVL1	-0.5556222773102718	-1.4033287557574505	2	23	0.04509954900451	0.9056	1.1081098450794535	0.9837317153240428
DOCK7	-1.0259835722307147	-1.5958502731389812	9	40	0.138861138861139	0.7448	0.7200971329127073	0.9707886180833666
FSD2	-0.805249503166629	-1.6296653649145918	31	44	0.619380619380619	0.8738	1.0171391167572683	0.9801210421377888
WARS	-1.5420154586278605	-1.689814471496198	9	53	0.0826991730082699	0.503	0.17928999803155798	0.934861982889476
RPA1	-2.916158340699581	-1.7804901891982992	13	65	0.0769792302076979	0.1034	-1.3346269562577395	0.8689501420228347
BTG1	-1.107886504867828	-1.0287173546580946	2	7	0.0683893161068389	0.3717	-0.12069309903065067	0.9236174554769885
GPATCH1	-4.418677225292926	-1.5134885675179905	3	33	0.001939980600194	0.0055	-3.72109166191555	0.8390676083906761
ZNF24	-1.7620700197732972	-1.6738819676010737	21	51	0.266733266733267	0.3869	-0.10688439907793765	0.9244785569644742
ST13	-0.9260855508453174	-1.460324336573546	23	27	0.734265734265734	0.7358	0.6962333091267726	0.9707886180833666
EIF4E2	-0.4444922585462021	-1.9910808706600038	29	105	0.256743256743257	0.9955	1.7314047449125183	0.9995956756926813
BTD	-0.6225240655746792	-1.1808509545989865	7	11	0.483516483516484	0.7765	0.7832156584545719	0.9730332328072555
ZC2HC1C	-1.0676558599468478	-1.4033287557574505	12	23	0.361638361638362	0.6204	0.43878683250765776	0.9556888396547774
NUDC	-2.252471907347261	-2.071928583574579	121	121	0.958041958041958	0.3617	-0.1981729536718157	0.9236174554769885
U2AF2	-2.170021990789573	-2.032822855150402	67	113	0.472527472527473	0.3743	-0.14968213506402106	0.9236174554769885
PKM	-2.877111484322679	-1.9361189091300637	10	95	0.033449665503345	0.1433	-1.0651302727811995	0.8708514814047605
ZNF250	-1.459561447493396	-1.6732685114623693	20	50	0.272727272727273	0.5404	0.2599283854784146	0.9409897511192533
HTRA2	-0.43570802289702093	-1.4567317158216837	10	26	0.335664335664336	0.9628	1.3332091213114645	0.9926997057016449
NPM3	-1.4123134583393395	-1.3097018689019784	11	17	0.405594405594406	0.3675	-0.14103955853427308	0.9236174554769885
HSPA1A	-3.0925011782913354	-2.0024297840716163	21	110	0.0904190958090419	0.1189	-1.2185390912093796	0.8689501420228347
ENO1	-1.2164952457571911	-2.0392938624710673	112	114	0.948051948051948	0.8216	0.9057219689881794	0.9794237658084726
NUDCD3	-0.551248645684936	-2.0857592741066937	20	124	0.13986013986014	0.9922	1.6689191021138428	0.998158011949254
SETDB1	-2.3826844892691	-1.9842801358968218	80	102	0.659340659340659	0.2808	-0.44318137316569167	0.9045034011969959
MYH9	-2.3467663250969024	-2.4943436691800125	123	247	0.413586413586414	0.5045	0.14609989464203899	0.9351846510556886
NFKB1	-2.6125431334554357	-2.522579170571434	138	258	0.445554445554446	0.4138	-0.08883582989915041	0.929592939259325
ILF2	-3.0613435130004807	-2.3584775377821474	46	204	0.141858141858142	0.2184	-0.7216671295148556	0.8858635271560045
TUBB4A	-2.6812491298642023	-1.7981608354081378	3	70	0.003569964300357	0.1448	-1.044607071421297	0.8708514814047605
FAM92A	-0.5706046784527041	-0.785440607423712	3	3	0.645354645354645	0.5632	0.3725675102044077	0.9484348989600974
CDK5RAP3	-1.1296065337098193	-1.3782077282581	20	21	0.812187812187812	0.5695	0.32942510363165345	0.9512477507890732
HMGCL	-1.864550895868328	-1.332281225738178	3	19	0.02689973100269	0.1977	-0.7273196090446441	0.8841443028866178
TRIM32	-2.1182357080649683	-1.533853737560539	13	34	0.191808191808192	0.1973	-0.7431356672436056	0.8841443028866178
ETS1	-1.432265124878382	-0.9855022524555468	2	6	0.0533394666053339	0.2035	-0.6922175075910318	0.8858635271560045
FLYWCH2	-0.4185871286173046	-1.224514455586677	4	13	0.23976023976024	0.915	1.1243058807996957	0.9847858932867126
TMEM213	-0.3282531477956427	-0.6668744840191577	1	2	0.271728271728272	0.6867	0.6131066931248994	0.9643588628489964
TARSL2	-1.2959374935214627	-1.3283913278277188	1	18	0.002879971200288	0.4371	0.04390141007670184	0.9313505342355775
C9orf106	-0.6850475502881874	-0.785440607423712	1	3	0.0742092579074209	0.4738	0.1741011920954749	0.9313505342355775
SOCS3	-1.2082087066471119	-1.4137531007446975	13	24	0.367632367632368	0.5401	0.2726103607846332	0.9409897511192533
HSPA8	-4.057056289101489	-2.306508607079003	44	190	0.12987012987013	0.0486	-1.820075581404181	0.8689501420228347
RPL17	-1.6413799736451233	-1.9597952617430012	9	99	0.041739582604174	0.5852	0.3600431597237439	0.9540148665962943
XPC	-0.6884642020418296	-1.385685186584966	5	22	0.144855144855145	0.8386	0.9402835452086983	0.9794237658084726
