Gene	Ptilde	mean_bg_p	k	m	pk	pstar	z.score	PLEAN
WDR1	-0.8727351394006706	-1.8413065905322845	3	74	0.017129828701713	0.9084	1.12320180567358	0.9862076855377525
NDUFA7	-2.3648287604813456	-1.7741995131104977	8	65	0.039979600203998	0.2142	-0.6956446500192273	0.8726839934981018
RMDN2	-0.5873237889919639	-1.001789194742801	6	6	0.798201798201798	0.7075	0.6357850050098361	0.9617299414541632
APPBP2	-2.5472449756391966	-1.9118008282977228	3	90	0.003089969100309	0.2113	-0.7211594807339435	0.8726839934981018
MID1	-1.2995608461684474	-1.5103376519300076	1	31	0.00165899834100166	0.5419	0.26656950800499	0.9462336301771037
ELP1	-0.9354510491675725	-1.589896548601227	18	39	0.356643356643357	0.7892	0.8123529326382888	0.9676504029749332
CRK	-2.4177887858712213	-2.6773235413514436	132	303	0.35964035964036	0.553	0.24755028934010792	0.9477010256932266
YWHAQ	-2.328950075170442	-2.0875859087500315	36	125	0.188811188811189	0.345	-0.2650246505202453	0.9157583172268035
TSNAX	-1.1444007586124718	-1.9118008282977228	14	90	0.101898101898102	0.8095	0.8709149940002721	0.9702959170440265
MYBPHL	-0.3895608699276355	-1.001789194742801	6	6	0.861138861138861	0.8527	0.93915097173098006	0.9802207257040216
PSMC2	-1.1559198619322384	-1.9666131528280875	69	102	0.6003996003996	0.829	0.9010852022711594	0.9736447120315291
C15orf48	-2.0729862688378096	-2.028892166302447	46	114	0.294705294705295	0.4134	-0.048288608392625075	0.925986344158142
TCL6	-1.1059009616453814	-0.6669999049459137	1	2	0.039979600203998	0.1722	-0.7983497446709282	0.8627149611695225
LGALS3	-2.139568017763211	-1.9412050255155522	72	93	0.651348651348651	0.3514	-0.22417384532503387	0.9157583172268035
SRSF2	-1.2939577455021007	-1.8830342987497657	62	79	0.695304695304695	0.7277	0.6789507438745377	0.9652411969827287
DYNC1I1	-0.7961740481259995	-1.6092036689122904	3	42	0.032929670703293	0.8671	0.9998296089986825	0.9819253699739926
NDUFS4	-2.898409312295225	-1.7087385920445513	24	54	0.247752247752248	0.0916	-1.433947893306757	0.8539069881797884
NSD3	-1.5430613098853776	-1.550941584703261	28	36	0.613386613386613	0.4258	0.0099798434004025	0.9280121080023807
FARS2	-1.1584213165598898	-1.5355738266117476	2	34	0.012719872801272	0.6366	0.4800764556917691	0.9540341465330151
DHRS13	-1.4613220220666134	-0.8478040627301044	3	4	0.217782217782218	0.1372	-1.0290308667729968	0.8542940285144095
PPP1R21	-1.2183904790196047	-1.3686803252562025	4	21	0.0721892781072189	0.5072	0.20141579817321445	0.9421863060918934
ZSCAN31	-0.4548881292825452	-0.7773810546040201	3	3	0.705294705294705	0.6624	0.5571962091092543	0.958664572129563
PPARD	-2.732358920759243	-1.566976771402536	20	38	0.28971028971029	0.0872	-1.459898648584236	0.8539069881797884
PRDX6	-1.6415339426605398	-1.7048517045759028	47	56	0.714285714285714	0.4619	0.07726708574057595	0.933041323294095
LSM7	-2.839118493995607	-1.6092036689122904	2	42	0.001319986800132	0.0828	-1.5124974874537442	0.8539069881797884
PPIA	-1.7510681831686297	-1.7605056261311356	7	62	0.043429565704343	0.4362	0.011180157518744028	0.929987107214469
FTL	-0.7659768807871721	-1.5261448034872838	3	33	0.043429565704343	0.8488	0.9551288575254743	0.9790773093878722
EFTUD2	-1.9362714948543622	-1.9666131528280875	2	102	0.001579984200158	0.4385	0.033724738220399314	0.930303462590906
APP	-1.811005769869625	-1.3876300282009226	20	23	0.643356643356643	0.2403	-0.5690850255416449	0.8772144488389224
RNPS1	-2.477258719247606	-2.147171481011892	62	146	0.314685314685315	0.3172	-0.35739097572031303	0.9137532149812755
FKBP4	-0.4922944432313512	-1.6537247390110255	1	48	0.00805991940080599	0.9685	1.4093754907292293	0.9947031058204509
RPL12	-2.3046613906530893	-2.0369255678696065	10	112	0.033959660403396	0.33	-0.2954698018434773	0.9137532149812755
TSEN15	-0.5713545035461445	-1.024650802391667	6	7	0.669330669330669	0.7338	0.6872015828917503	0.9661008148112228
NDUFS1	-1.9033087595348939	-1.8122390451914128	26	69	0.248751248751249	0.3814	-0.10630027213036443	0.9198055124849632
KANSL1L	-0.19171464507129268	-0.6669999049459137	1	2	0.402597402597403	0.8379	0.8645316753624931	0.9770379109110635
MRPL1	-1.8116241171121912	-1.8464167248627374	1	73	2.12999787000213e-4	0.4443	0.04023915030377864	0.930303462590906
MKNK2	-0.9664356520703827	-1.5261448034872838	27	33	0.706293706293706	0.7393	0.7032582490990958	0.9661601622931805
E2F8	-2.3749076778616254	-0.9367166356286224	1	5	8.44999155000845e-4	0.0324	-2.277510337988541	0.8358536695350073
PSMC1	-4.4016668782764095	-1.9118008282977228	36	90	0.211788211788212	0.0117	-2.82572514864126	0.8094162650774028
FGFR4	-0.535880276453946	-1.3557743531046973	8	20	0.31968031968032	0.9053	1.1145166712384589	0.9861233469248798
UBA6	-2.3288687051770727	-1.688273637990649	16	51	0.15984015984016	0.1896	-0.7772627585076085	0.8710119978993092
CCNK	-1.320253486864061	-1.4412889323275957	24	26	0.775224775224775	0.5	0.15891572146772473	0.9396912657727515
