Gene	Ptilde	mean_bg_p	k	m	pk	pstar	z.score	PLEAN
HNRNPUL1	-1.7317144174286672	-1.863133875028078	72	79	0.82017982017982	0.4853	0.1513509809176048	0.9342627381097506
FOXL1	-1.464828810832005	-2.03220061490884	34	120	0.20979020979021	0.7112	0.6293852831791762	0.9694123170478424
HSPA6	-3.654961281446867	-1.6603413804493188	31	49	0.374625374625375	0.0288	-2.4218856259529273	0.7956063897742457
HNRNPR	-4.365707814889146	-2.189950464811918	101	154	0.495504495504495	0.023	-2.321392703504648	0.7956063897742457
POLR2I	-2.2416341151678574	-1.4134834474960525	4	23	0.032049679503205	0.1329	-1.0838966320601424	0.8698984646989847
DCAF7	-2.5454206876812457	-1.7785442472477049	36	62	0.398601398601399	0.171	-0.8955952941329031	0.8763728657244089
KLC1	-3.064120384668601	-1.6238615363739648	23	45	0.27972027972028	0.0629	-1.763130186155519	0.8364524372305038
TSNAX	-2.0356223036190815	-1.8996921614666449	44	89	0.366633366633367	0.3761	-0.1583126392020556	0.9151175448492885
HNRNPH1	-2.4254328898896698	-2.0485504770400422	2	119	7.52999247000753e-4	0.2943	-0.4141441315663018	0.901327085834463
C15orf48	-3.0038436496653294	-2.0561976301902303	31	117	0.150849150849151	0.1472	-1.0227943352649176	0.8698984646989847
TSSK3	-0.4717419845044622	-1.3859539609021265	5	22	0.174825174825175	0.9386	1.2247761525481837	0.9916777351136278
KRTAP10-3	-2.9264832267897023	-2.5457741860075918	7	259	0.00609993900060999	0.319	-0.3722284602283106	0.9060486021882392
UBXN1	-1.8538403171399802	-1.885967607889035	78	83	0.855144855144855	0.4436	0.03676225935061343	0.9270514868925545
TCF4	-4.962814074551392	-2.292269883676651	96	183	0.367632367632368	0.0105	-2.783788312362617	0.7956063897742457
TNNT1	-1.7259200950551399	-1.7028190631273208	29	53	0.396603396603397	0.4235	-0.027924574105995966	0.9239589802487641
ZDHHC17	-3.317615684516472	-2.4098750901991446	116	219	0.416583416583417	0.1712	-0.922010938404859	0.8763728657244089
SRSF2	-2.584062720059697	-1.8788523763031868	7	81	0.022879771202288	0.1952	-0.8150627325784033	0.8764433047754372
SPACA9	-1.0588358899324861	-1.1661107182920416	9	11	0.573426573426573	0.4833	0.15449640491942665	0.9342627381097506
AGFG1	-0.3962079531791407	-1.4793033789732906	29	29	0.969030969030969	0.9736	1.3909832785833072	0.9965597471517652
CDK18	-2.4803218825864395	-1.7042880116874959	46	54	0.679320679320679	0.1591	-0.9479733512290501	0.8763728657244089
OGDH	-1.6220391967146635	-1.4707236207537022	28	28	0.875124875124875	0.3432	-0.1923052115843811	0.9107216878866898
GSDME	-0.9435012807798917	-0.9847784629953682	3	6	0.211788211788212	0.4385	0.06372734000618405	0.9251380040888249
ZSCAN31	-0.8485386147135817	-0.7844021952288064	1	3	0.049669503304967	0.3584	-0.10863657493513205	0.911607814789837
CASP9	-0.6174841466283231	-1.0276360358123073	7	7	0.816183816183816	0.7021	0.6227016458666664	0.9658690664266906
PPARD	-2.3633985787836482	-1.547667841158099	20	36	0.32967032967033	0.1405	-1.0230922287656308	0.8698984646989847
MCM5	-2.9737110634462587	-2.357625224597048	116	195	0.482517482517482	0.2411	-0.6253147932245855	0.8916031473775698
NAP1L5	-0.1931234285257719	-1.4337748795986605	9	26	0.362637362637363	0.9951	1.6146622110785305	0.999392074816671
PRKAA1	-1.9570673884272618	-1.8009439151998643	5	67	0.019979800201998	0.3537	-0.1810795772675535	0.9107216878866898
MEIS2	-1.7545900767743254	-1.3739285565175892	1	21	8.44999155000845e-4	0.2507	-0.5092600798190899	0.8948103529436764
CCDC196	-0.5050488375574633	-0.9261500466671497	1	5	0.0722192778072219	0.7265	0.6753488761314655	0.9738445449866503
RABGAP1L	-1.2104663346463924	-1.628751144827944	20	46	0.316683316683317	0.6502	0.5178748461164643	0.9581808671468878
RPS10-NUDT3	-0.5415118599142821	-0.6535497718903681	1	2	0.155844155844156	0.4823	0.2117247558766979	0.9342627381097506
CFL1	-0.9084392079943763	-1.927573364257738	93	95	0.948051948051948	0.906	1.1668486509885962	0.9865468925346069
PRKDC	-2.3820014764433592	-1.8307740000142514	31	74	0.270729270729271	0.2251	-0.6434165179257271	0.8916031473775698
TSEN15	-1.222891346697653	-1.0692079267759989	8	8	0.703296703296703	0.3323	-0.23083898649457693	0.9067111799547853
RGPD8	-0.8593119565833314	-1.0692079267759989	4	8	0.266733266733267	0.5534	0.3152726107557445	0.9409213208569803
WARS	-2.4811937515741165	-1.690204996627708	15	52	0.136863136863137	0.1577	-0.9610784179814829	0.8763728657244089
EWSR1	-3.0146692752232696	-2.310376841370727	18	185	0.042379576204238	0.2182	-0.7210092932412429	0.8886351982903256
TADA3	-0.9887523334987589	-1.7042880116874959	50	54	0.858141858141858	0.8178	0.8740710685614631	0.9781677157728014
E2F8	-1.6802079716139855	-1.0276360358123073	6	7	0.407592407592408	0.1422	-0.9907491082841735	0.8698984646989847
RPLP2	-1.3710488961109466	-1.9745149614840845	100	101	0.952047952047952	0.7329	0.6829089504149971	0.9744224795063994
