Gene	Ptilde	mean_bg_p	k	m	pk	pstar	z.score	PLEAN
PPA1	-1.7425753783062765	-1.4889776814376678	14	29	0.283716283716284	0.3076	-0.3244848302611689	0.9118058383863511
GLI3	-0.7557586197768723	-0.7732905551934206	2	3	0.266733266733267	0.414	0.030473809145586003	0.9260746351073255
HMGB3	-1.736597515495978	-1.3588980475519068	17	20	0.606393606393606	0.2568	-0.5138994380261077	0.9087943484619139
TADA3	-1.9892604778788128	-1.730311923720221	20	56	0.214785214785215	0.3123	-0.30415778182904574	0.9118058383863511
TALDO1	-2.6207003863853875	-1.7798435571472122	10	66	0.052949470505295	0.1586	-0.9952344316957916	0.8859445181309685
GADD45G	-2.8770251187538562	-1.5972633144151893	29	41	0.462537462537463	0.0725	-1.600876582161354	0.871466884186367
TSNAX	-2.1192662146867396	-1.8993550505960406	19	86	0.122877122877123	0.3385	-0.24840219629988708	0.9152357037402006
CYB561D2	-0.7674647288726024	-0.7732905551934206	2	3	0.262737262737263	0.4082	0.01012638452046603	0.9260746351073255
C15orf48	-1.9197060637565482	-2.0416224768123445	30	116	0.171828171828172	0.4907	0.13468883758675212	0.9422992791998692
RPS7	-2.6759231740173646	-2.119870448028556	81	133	0.481518481518482	0.2466	-0.5972738100565377	0.9053494204772892
TCL6	-0.09514511269234194	-0.6678877913236309	1	2	0.556443556443556	0.9349	1.0604706563697726	0.992221147034934
DDAH2	-2.6384965543619416	-1.5120982455784358	4	32	0.017539824601754	0.0894	-1.4214472601027877	0.8796123269517427
ALDOC	-0.24567869636477233	-1.6921163014338718	1	52	0.016009839901601	0.9985	1.751925391144096	0.9993536352324827
TRAF3	-0.8350850933690758	-1.2565935398483181	5	15	0.192807192807193	0.6818	0.5823919147606107	0.9624489707806098
FAM110B	-1.3060002713559842	-1.6396785914900462	13	45	0.17982017982018	0.6042	0.40653388244271854	0.9545250690626769
TUBA1A	-3.508138020435708	-2.000179566641476	82	102	0.643356643356643	0.0637	-1.6906901760614095	0.871466884186367
LTBR	-1.8076709379100846	-1.7553417574927381	23	61	0.245754245754246	0.4058	-0.06227347720392792	0.9260746351073255
SRSF2	-1.028897508678881	-1.8792761431329064	27	82	0.258741258741259	0.8494	0.9735253234185277	0.9808726195372938
RPS15	-1.7988908315504095	-1.9812030922628878	49	103	0.367632367632368	0.5202	0.2032751124957562	0.9465362416031765
VASP	-1.2499930359854172	-1.6921163014338718	5	52	0.039979600203998	0.6603	0.5354997492046579	0.9586344521787292
RNPS1	-2.1074331961605206	-2.1637388135188176	49	146	0.243756243756244	0.4639	0.06051679273741397	0.9373682239619175
CER1	-1.0192091838379713	-1.14041034109191	4	10	0.184815184815185	0.495	0.1769326040832457	0.9422992791998692
TKT	-3.9143156759780533	-2.0031145710563267	51	109	0.296703296703297	0.0404	-2.1313862184187533	0.871466884186367
PPARD	-2.390428058035308	-1.5680967061665056	15	37	0.203796203796204	0.1439	-1.0106802657389262	0.8831116888311169
LAMC1	-1.850014624308584	-1.3267028654745054	1	18	7.8999921000079e-4	0.2	-0.7167748652734323	0.8960435026106898
NR2F2	-0.7967816460711962	-1.3267028654745054	18	18	0.903096903096903	0.7531	0.7258277770971517	0.9707642664418501
PNP	-1.3800495984752525	-1.4380481975727715	18	26	0.504495504495505	0.4567	0.07648057605490893	0.9356190582296741
ZNF446	-0.8465758459984366	-1.4775446074707097	11	30	0.263736263736264	0.7886	0.7990839211264646	0.9733896000888859
CCDC196	-0.8137027723117076	-0.9399222530879765	3	5	0.292707292707293	0.4996	0.19875631479239647	0.9422992791998692
ADIRF	-0.8433083714867747	-0.7732905551934206	3	3	0.523476523476524	0.3615	-0.12170416555951828	0.9214222610660745
TRA2A	-1.8333532695397103	-2.077154306452174	19	123	0.0903590964090359	0.5468	0.26642629210757635	0.9483308540319603
COQ9	-1.7731134237032629	-2.2611928805377595	75	173	0.352647352647353	0.6531	0.5109209829431975	0.958456535298851
TSEN15	-0.9451194355863903	-1.0737147502722126	4	8	0.24975024975025	0.5009	0.19334827518942638	0.9422992791998692
PAICS	-1.3790756910068183	-1.7636873753920796	16	64	0.15984015984016	0.6268	0.46025096478090544	0.9556762849103452
KANSL1L	-0.3579082873941526	-0.6678877913236309	1	2	0.250749250749251	0.6652	0.573947394279816	0.959378253194723
ZSCAN20	-1.2979445071364781	-1.6396785914900462	12	45	0.161838161838162	0.6069	0.4163485479651389	0.9545250690626769
E2F8	-0.8357189143113287	-1.0370432077231695	3	7	0.198801198801199	0.5419	0.30545541084210015	0.9482720462779727
MEOX2	-1.7279877995972224	-2.299308977768575	46	185	0.184815184815185	0.6781	0.592330497186931	0.9616861098700257
