Gene	Ptilde	mean_bg_p	k	m	pk	pstar	z.score	PLEAN
ILK	-2.720255828701077	-2.320240191462973	26	190	0.0742092579074209	0.3077	-0.41229108715789575	0.9020532545901528
AURKB	-2.1130740694178645	-1.857765538221959	72	79	0.804195804195804	0.3283	-0.295484914683299	0.9061369312170581
PDK3	-0.9612404171274131	-1.3174298692322892	8	17	0.302697302697303	0.6346	0.4836869325720594	0.9541954895419551
PSMA1	-1.3160760015347928	-2.2136744910241806	16	163	0.0622493775062249	0.8393	0.9543156838651882	0.9726822890861894
FAM107A	-1.25415201138635	-1.490872773692573	3	29	0.03009969900301	0.5567	0.2993397663125247	0.9393467566047795
TSFM	-1.108398514914668	-1.2451997660115994	7	14	0.288711288711289	0.5012	0.18954854221127881	0.9331866584672104
GADD45G	-0.6136548328749359	-1.6095380028668862	34	41	0.77022977022977	0.9334	1.2257021761795632	0.9868858183449628
TSNAX	-1.6239247158509045	-1.9072941678179196	2	88	0.002689973100269	0.5648	0.32365304365952424	0.9431522937358763
C15orf48	-2.4526102045313465	-2.023989989869975	73	115	0.505494505494505	0.2781	-0.4713949735445372	0.9020532545901528
NFKB2	-2.7878044755544376	-2.10654827290497	97	133	0.603396603396603	0.2166	-0.7420884910033027	0.9020532545901528
TCL6	-0.5091577646111801	-0.6601150491243388	2	2	0.556443556443556	0.5204	0.2822966360496076	0.9354482027525403
GDF9	-0.7952806832066004	-1.5674729194424342	21	39	0.446553446553447	0.8599	0.9777845319429955	0.9778912703400562
RARS	-1.953905384429024	-1.5615854285596518	5	37	0.036879631203688	0.2592	-0.49566646797757585	0.9020532545901528
RBM26	-0.4657382273243486	-1.49271145927305	1	31	0.013419865801342	0.9572	1.299485788739424	0.9919683327109045
SRSF2	-2.4371247997352325	-1.8770646014515353	58	82	0.556443556443556	0.2217	-0.644295993131023	0.9020532545901528
RPL4	-1.561997312192832	-2.1427600787738026	8	139	0.025629743702563	0.7007	0.615452960308791	0.9631585861021741
FKBP1B	-0.6270912616762346	-1.490872773692573	9	29	0.237762237762238	0.9035	1.0922749379185006	0.9838691477487354
CDK18	-1.2900732070948155	-1.7002112897714092	18	52	0.237762237762238	0.6392	0.48933414419776355	0.9547398876645055
GSDME	-0.34966550058074813	-0.8648783348190185	2	4	0.355644355644356	0.8123	0.84439228024641	0.9699328574605226
ZSCAN31	-0.48664456671507905	-0.7730398949071213	3	3	0.688311688311688	0.6233	0.49703199756112726	0.9523098923504234
RXRA	-1.4562996809091215	-1.7042797948731694	1	55	6.46999353000647e-4	0.555	0.2986555908636101	0.9384461711267865
PPARD	-2.2618928580901	-1.5570405498323843	7	36	0.0610093899061009	0.1661	-0.8867756403989462	0.8854114588541144
YWHAQ	-1.5604760105381885	-2.078173461932125	105	123	0.78021978021978	0.6733	0.5674126338508959	0.9607316658386228
CEP192	-2.847951680519581	-1.5170636201255912	20	32	0.350649350649351	0.0642	-1.6830658448025808	0.8767381066525773
RXRG	-2.5498518215769166	-1.6553290694827936	11	47	0.0910890891091089	0.1306	-1.1010239813193283	0.8854114588541144
RPL12	-2.06739394172415	-1.9930295242295235	3	105	0.003949960500395	0.3994	-0.08268267233817835	0.91957917702421
RABGAP1	-1.3042353605610049	-1.3650116566153314	3	21	0.039979600203998	0.4514	0.08025328032207785	0.9248293277668118
KRT31	-1.7987408561353582	-2.304314399758996	81	185	0.358641358641359	0.6485	0.5150950102598276	0.9551895582311408
YWHAB	-2.8491201109430064	-2.4449031930383907	108	228	0.374625374625375	0.3029	-0.4038130008323976	0.9020532545901528
CCDC196	-0.8857104862172834	-0.9267759270187117	3	5	0.273726273726274	0.4364	0.06606693134089066	0.9232014146022339
HLA-E	-1.6170118529648903	-1.6095380028668862	34	41	0.678321678321678	0.4209	-0.009198583333462153	0.9220011577560665
TSEN15	-3.5995943015651815	-1.070721304607276	3	8	0.016849831501685	0.0065	-3.727289575737118	0.8143891493203621
CALM3	-3.598492104579391	-1.772538567290462	27	64	0.220779220779221	0.0326	-2.2041708461988687	0.8476534164765342
OPTN	-2.4335692607836816	-1.5882611333100856	15	40	0.184815184815185	0.1369	-1.054395101317597	0.8854114588541144
STOM	-0.8589605240817688	-2.0188286362333274	1	106	0.0014039985960014	0.9392	1.2910654135364157	0.9884861109708414
E2F8	-0.7081922204978444	-1.0348787684943548	1	7	0.030649693503065	0.638	0.49825514112690444	0.9547398876645055
PUM1	-0.9103376130353366	-1.4382904007339765	13	25	0.386613386613387	0.7299	0.6771564834103103	0.9666585090241868
ATRN	-0.9808640425186104	-0.9913811680491182	6	6	0.68631368631368606	0.4195	0.016158080552677867	0.9220011577560665
GTF2F1	-1.2633563824092817	-1.6302305431258042	12	45	0.163836163836164	0.6208	0.450380243960956	0.9517783211573031
UBA6	-1.4000686237487419	-1.6573548154379647	6	48	0.0528094719052809	0.5594	0.312115951780925	0.9411754749289961
VCL	-2.2380414896950733	-1.90341725862954	21	86	0.137862137862138	0.2994	-0.3822826443034147	0.9020532545901528
RBM48	-0.879184068344671	-1.6734513577493366	28	49	0.481518481518482	0.8504	0.9612343807790986	0.9745495306418139
BAG2	-3.574199629167687	-1.9072941678179196	68	88	0.591408591408591	0.0499	-1.9038715087797629	0.8657264875305043
IQCN	-0.6531203376409926	-1.2089425385184223	2	12	0.0742092579074209	0.7751	0.7911449304814063	0.9691072241437823
NEDD4	-3.891384906133978	-1.8355888359569619	70	76	0.75024975024975	0.0276	-2.3832243328013383	0.844603911701853
ARAF	-0.8917521222530043	-1.7950918373599323	18	69	0.198801198801199	0.8823	1.0583417661602432	0.9807694470045529
SHTN1	-1.5790066692872549	-1.405492615330974	9	23	0.198801198801199	0.3402	-0.23133264892532826	0.9076907782949467
ECSIT	-3.6924036224520154	-1.8769872412525155	59	78	0.556443556443556	0.0386	-2.0665268427492345	0.8556703651668731
FBXO25	-0.8942354891757285	-1.0924363813707043	1	9	0.015049849501505	0.5415	0.2972621745388291	0.9384461711267865
FCGR3B	-0.901006045068555	-1.3174298692322892	17	17	0.885114885114885	0.6731	0.5654821078204688	0.9607316658386228
NCOR1	-2.458661370290689	-1.5170636201255912	9	32	0.10079899201008	0.1136	-1.1907620633223517	0.8798736126387362
SF1	-1.327853728878675	-1.9350533623835633	48	93	0.424575424575425	0.742	0.6874854038602114	0.9686441165368669
SHISA3	-0.7902580626764176	-0.6601150491243388	2	2	0.402597402597403	0.3087	-0.24337305118858218	0.9020532545901528
MCM7	-0.6511802822572716	-2.0169238398683733	9	109	0.0611593884061159	0.9746	1.5017594195151116	0.9947279713480087
SNRPE	-0.8024860193687671	-1.5570405498323843	4	36	0.0585494145058549	0.8438	0.949306073242154	0.9730813112618364
TGFBR1	-2.7284169832439	-2.1599262394184806	3	144	0.00165899834100166	0.2447	-0.6112946127883729	0.9020532545901528
PTK2	-2.229650624055248	-1.5570405498323843	2	36	0.003169968300317	0.1725	-0.8462116422404913	0.8871441622960992
ARHGAP10	-1.0867144939311126	-1.0348787684943548	4	7	0.261738261738262	0.3891	-0.07905870887950714	0.9183061378244545
