Gene	Ptilde	mean_bg_p	k	m	pk	pstar	z.score	PLEAN
NFKB2	-1.222226769602592	-2.1307633405234685	94	136	0.623376623376623	0.8465	0.972536581448235	0.9832122595934913
RPS23	-2.405766289933621	-2.020724374128046	49	114	0.307692307692308	0.2934	-0.4287239413713147	0.8933579953294232
FAM107A	-0.8489423439757618	-1.420151813070349	23	25	0.818181818181818	0.7625	0.7531484760869241	0.974332554844476
CANX	-1.9187596087963497	-1.8692916016137133	17	82	0.115884115884116	0.414	-0.057362147697532735	0.9231071542569868
RBM25	-0.8108344914396457	-1.6161764726186096	4	42	0.0497095029049709	0.8599	0.9785061723096151	0.9849437466213362
POC1A	-3.557427763321794	-1.883430416648694	6	85	0.010419895801042	0.0467	-1.911935679976888	0.8640463114182408
FN1	-7.416952691537416	-3.4287308594691646	153	620	0.161838161838162	0.0052	-3.269646605447057	0.8049195080491951
PGM1	-2.149038201911311	-1.5754446152627173	20	38	0.321678321678322	0.1995	-0.7218249629638266	0.8709152781404323
SNRPF	-1.4742728612120404	-1.6657848343437418	49	49	0.933066933066933	0.5274	0.2337550271663838	0.9451197339920988
RPL21	-0.7422116687393009	-2.0185985584254427	79	111	0.666333666333666	0.9642	1.4021715685137353	0.9933011005462975
SNRPE	-1.2012704681587985	-1.560600237509219	23	37	0.482517482517482	0.6212	0.4502912010557595	0.9553244675532447
CDC42	-0.7637751909710655	-2.091682871717896	20	128	0.124875124875125	0.9656	1.459181760933823	0.9933011005462975
GORASP2	-1.3899892861009056	-1.90332938913953	7	87	0.036639633603664	0.6874	0.5880869939348743	0.965202870487538
SUV39H2	-1.9506491706435196	-1.6841321807309635	50	50	0.914085914085914	0.3123	-0.317513413465405	0.9010527518676705
SRSF2	-1.8302613391100524	-1.8678766671884701	79	79	0.948051948051948	0.4447	0.043093647693264896	0.9283740537281849
SPRY1	-0.6896610328126658	-1.4591408811916302	16	27	0.494505494505495	0.8628	0.9970174192857191	0.9850833820509927
CDC37	-3.7478478526068293	-2.462304657691201	4	231	0.00117599882400118	0.1043	-1.283867009519965	0.8640463114182408
CDK18	-2.2845446484685423	-1.7156694207307237	50	55	0.764235764235764	0.2118	-0.679207055280169	0.8709152781404323
LDHB	-2.412038268309537	-1.9780620351205502	4	101	0.00625993740062599	0.2694	-0.4862661763771948	0.8861439437451605
ZSCAN31	-0.2422625635261345	-0.7852664818643862	2	3	0.548451548451548	0.8619	0.9227240332397318	0.9850833820509927
IMMT	-1.936224529710754	-1.968522314444586	89	99	0.809190809190809	0.448	0.03673538772798033	0.9283740537281849
PPARD	-3.3873028299847534	-1.5413076567948936	22	34	0.350649350649351	0.0343	-2.3128096764078148	0.8640463114182408
HNRNPA1	-4.681522665835801	-2.462304657691201	52	231	0.125874125874126	0.0294	-2.2163244291269852	0.8640463114182408
OGA	-0.7994924983475453	-1.4591408811916302	18	27	0.552447552447552	0.8081	0.8547084497205747	0.9791630346512336
CHCHD3	-0.8169690684975578	-1.6408852096721158	20	46	0.351648351648352	0.87	1.0233154572144803	0.9858954298061838
RIOK3	-1.3600362894490097	-1.3758010867650212	3	21	0.037959620403796	0.4357	0.021064323409052125	0.927402660522384
CCDC196	-0.17616188226703292	-0.9378973224590824	5	5	0.922077922077922	0.9566	1.2029257906491668	0.9933011005462975
TFIP11	-3.052762883244443	-2.0759044764849532	76	125	0.464535464535465	0.1451	-1.062375282211341	0.8640463114182408
FXR2	-1.343945685107679	-1.9226643186074253	38	89	0.335664335664336	0.7225	0.6528944197305436	0.9695465624204733
TSEN15	-0.3248242697542863	-1.0709772946342806	5	8	0.548451548451548	0.9135	1.120656005489349	0.9895703448999085
CACNA1A	-2.111833099553191	-1.90332938913953	67	87	0.643356643356643	0.3421	-0.23886370761921827	0.9064367113268105
KANSL1L	-0.10763918791541324	-0.6728517863099026	1	2	0.531468531468531	0.9183	1.0143257209758934	0.9902013796335957
RBM47	-0.0361287591180771	-0.7852664818643862	1	3	0.569430569430569	0.9927	1.2730062484630282	0.9979695130705476
CLNS1A	-1.4636240157279126	-1.7616533484108614	3	63	0.011259887401126	0.5823	0.35407898741573807	0.9514503786750416
E2F8	-1.3933647175576298	-1.0363751717989798	6	7	0.460539460539461	0.2423	-0.5380372999199046	0.8754810684720272
NDUFS8	-1.4171938598308516	-1.6362986301207882	5	45	0.041589584104159	0.5396	0.2675509086286732	0.9472208961316451
PHB	-3.290863811349716	-1.7307603978135375	47	59	0.585414585414585	0.0517	-1.8876411846588999	0.8640463114182408
POLR2M	-1.2724322777861239	-1.6774247230340513	3	51	0.016669833301667	0.6464	0.4933113473207492	0.9584571401334151
