Gene	Ptilde	mean_bg_p	k	m	pk	pstar	z.score	PLEAN
RPS25	-4.922069827257348	-2.0288078863017334	28	116	0.101898101898102	0.0069	-3.211050868754023	0.7638408572935811
IGBP1	-2.117466578794544	-1.984799998666619	103	104	0.935064935064935	0.378	-0.14767267122952948	0.921021572894725
YBX3	-1.3116796915890325	-1.7039913318088553	45	52	0.761238761238761	0.6346	0.4743215376001063	0.9524256876637918
SRP14	-1.4674451742628185	-1.6849856040986644	14	53	0.158841158841159	0.5427	0.26367019924417073	0.9434082218969904
MYO5C	-1.886846108027692	-1.8781988196772237	61	79	0.649350649350649	0.4293	-0.009934984656176423	0.9302011172417097
DDX23	-1.1699239087022917	-1.6269877532551416	1	44	0.001589984100159	0.6792	0.561486121196515	0.9584256298296552
SF3B1	-1.966675886732257	-2.0602234940611646	29	119	0.158841158841159	0.4752	0.1028610978975857	0.9350782741240306
TSNAX	-1.088085049129293	-1.9179568681719328	86	89	0.923076923076923	0.8404	0.9434051908477359	0.97509751772323
C15orf48	-1.5351570712669007	-2.0169827580016033	87	113	0.684315684315684	0.6642	0.5373995853606991	0.955582315107035
TBRG4	-1.1854660936586183	-1.2940771601237504	16	16	0.843156843156843	0.4827	0.1490135083626902	0.9377439495249632
MSH3	-0.9707768677347645	-1.2227689457227666	3	13	0.0905890941090589	0.578	0.3551704560763028	0.945548419945792
FBP1	-0.6581356601803758	-1.3660152382138657	19	20	0.863136863136863	0.8484	0.9469730665543514	0.9767239221733887
SRSF2	-1.9639698456671313	-1.8883699482403427	49	81	0.471528471528472	0.39	-0.08558811960875691	0.925397974109386
HTT	-1.2698982115248494	-2.0782690422933983	16	123	0.0841391586084139	0.8067	0.8785434542711562	0.9723512020873525
ILK	-4.127931717492247	-2.3135260597824194	76	188	0.273726273726274	0.0441	-1.8958264616972098	0.8318863545117571
VARS	-3.6568029697928752	-1.7606601289845003	3	61	0.001879981200188	0.0308	-2.2354738630479223	0.8254083682540837
BABAM1	-1.2673500973830243	-1.6703257080515435	19	51	0.261738261738262	0.6436	0.4972723147209627	0.9536777192993101
GYS1	-1.7638825875993414	-1.4219567398247888	8	25	0.13986013986014	0.2685	-0.4423777078851916	0.9045722028267515
ZSCAN31	-0.6438968902121531	-0.7750727575100603	2	3	0.308691308691309	0.4994	0.2273462523464227	0.940687930038089
PPARD	-3.215328499980719	-1.5678272282110786	14	37	0.150849150849151	0.0407	-2.0822615508197133	0.8254083682540837
BUD23	-1.0518626255232368	-1.3204565068520793	5	18	0.136863136863137	0.5775	0.36178649189439727	0.945548419945792
ARF1	-2.04483240305254	-1.601328923110364	24	41	0.390609390609391	0.2459	-0.5477839080106532	0.8952629835719191
