Gene	Ptilde	mean_bg_p	k	m	pk	pstar	z.score	PLEAN
FZD5	-1.4052609200301853	-1.0740268416831817	8	8	0.667332667332667	0.2551	-0.49039708528543335	0.9148660630981502
MAP4K4	-0.926529566382476	-1.4427472277616251	8	27	0.187812187812188	0.7253	0.6719421298644332	0.9613906008814265
PDIA4	-2.578423172693059	-1.5963574306913575	17	40	0.217782217782218	0.1179	-1.2197381407504073	0.8912551367814039
PSMA6	-2.410336873689394	-1.8787550880936483	84	84	0.936063936063936	0.2324	-0.6127803145480774	0.9148660630981502
A2M	-1.6488110357153039	-1.8269919789958495	37	73	0.384615384615385	0.5171	0.2040569500315553	0.939057745036912
NEK9	-2.1535205596372013	-1.3789233344739975	22	22	0.798201798201798	0.1381	-1.0444907250871027	0.8961256685479939
NEDD1	-1.7427377963454864	-2.077539345184368	2	123	0.00165899834100166	0.5888	0.3629407448520773	0.9512721044279753
TBC1D16	-1.5376813922434043	-1.279564735147987	9	16	0.305694305694306	0.2975	-0.3530248027183009	0.9152384253960392
RPL15	-1.5161622373190318	-2.0976102262777374	109	128	0.781218781218781	0.7108	0.6272954728595307	0.9575856555124742
RBM42	-1.8175609647628683	-1.3585457865429722	20	20	0.811188811188811	0.2221	-0.6118441740490428	0.9116076569069913
DSP	-2.301671805815153	-1.6464718873628141	29	47	0.41958041958042	0.1874	-0.8000525024240712	0.9095870900714808
SRSF2	-2.7306302917625223	-1.8664407666214216	79	80	0.898101898101898	0.1559	-0.9980475139078405	0.9068537129689521
TUBB	-1.7602430346494988	-2.0798704369849053	9	127	0.030869691303087	0.5845	0.3534771867483361	0.9512721044279753
MAP1LC3A	-1.556648652047624	-1.5544670578031785	34	37	0.784215784215784	0.4296	-0.002777225765115421	0.9313279618264437
EIF3F	-2.8396434020760184	-1.7064136662078635	27	55	0.291708291708292	0.1019	-1.3695454736727162	0.8854656621879897
CLTC	-5.798851099490738	-2.435597306930975	81	222	0.224775224775225	0.0063	-3.307291622534135	0.8172375374599744
PFDN2	-2.21131684233577	-1.7408074007599903	37	58	0.465534465534466	0.241	-0.5567014062662695	0.9148660630981502
MYH11	-1.8097712766200091	-1.5306769643315186	8	34	0.0984990150098499	0.2994	-0.3483888535582928	0.9152384253960392
DDIT3	-1.431189521753461	-1.6895456611398116	42	52	0.68631368631368606	0.5638	0.3123473598327855	0.9481002864763081
SMAD3	-3.527924709445015	-2.081843472650282	17	124	0.0528094719052809	0.0759	-1.5630930319517011	0.8600897379506338
PPARD	-1.8572917703233782	-1.563471186185719	31	38	0.637362637362637	0.2926	-0.37044898520993674	0.9152384253960392
CTPS1	-1.596337460093234	-1.6895456611398116	41	52	0.653346653346653	0.4751	0.11268683446351294	0.933414757796029
RXRG	-4.77626483583448	-1.6464718873628141	32	47	0.371628371628372	0.002	-3.8217322834970964	0.8172375374599744
CCDC196	-2.2162052286608085	-0.9285987342474225	4	5	0.194805194805195	0.0389	-2.0619022170089605	0.8172375374599744
KRT31	-3.5681633537948483	-2.30046975112146	9	184	0.011249887501125	0.1076	-1.3259943362562636	0.8881604350050316
FTSJ3	-1.7685602547953283	-1.8459125347370986	34	78	0.315684315684316	0.4656	0.0893643124491548	0.933414757796029
RPS10-NUDT3	-1.614618958249713	-0.662075303059012	2	2	0.155844155844156	0.0635	-1.7570142360859278	0.8409508125162843
TTC4	-1.192095984431233	-1.6038519950593233	1	42	0.001579984200158	0.6476	0.5098255431274091	0.9518112672528269
PCGF3	-2.514815442679807	-1.3693424733342514	4	21	0.029569704302957	0.0725	-1.5585815047890563	0.8555226400779334
TSEN15	-1.5623980721833322	-1.0740268416831817	2	8	0.033449665503345	0.2013	-0.7230410263633456	0.9095870900714808
OPTN	-3.1379026706015916	-1.6038519950593233	21	42	0.25974025974026	0.0517	-1.8994214987907467	0.8238587905915291
GRB2	-4.746722623326771	-3.15445873684789	293	493	0.500499500499501	0.0992	-1.363567339368286	0.8854656621879897
E2F8	-2.119862737697571	-1.0258319585890991	4	7	0.131868131868132	0.0612	-1.6665518223730478	0.8379891937813518
LUC7L3	-0.5101370958995599	-1.4622151853172107	2	28	0.039979600203998	0.9385	1.229803256057313	0.9867721799248647
UBA6	-1.0680593256473707	-1.6747103461665998	49	49	0.951048951048951	0.7597	0.7361026879143172	0.9655881876077128
DCK	-0.39324713906906394	-1.3378337747759916	1	19	0.02689973100269	0.9527	1.27932865711093	0.9888103124261742
CLK2	-1.5460093457591206	-1.7531693271296789	55	62	0.784215784215784	0.5289	0.24373669063066453	0.940959116109343
ATXN1	-2.755993316091111	-2.4580608786958624	57	229	0.170829170829171	0.3389	-0.2971584337127612	0.9204813987747289
IQCN	-0.3318493673087991	-1.2076817025509408	1	12	0.0508994910050899	0.9482	1.2381184566115608	0.987933196340274
SNRNP40	-2.1096165114406724	-1.6906229353029663	15	54	0.143856143856144	0.2568	-0.5088265000721715	0.9148660630981502
CTNNA1	-1.7340260281234932	-1.5194437031042698	26	32	0.624375624375624	0.3308	-0.2759372618924855	0.9182070397561405
SHTN1	-1.0246505744666718	-1.419843194405747	9	25	0.227772227772228	0.6587	0.51666128525001	0.9518112672528269
STRN4	-1.3569057186142657	-1.7385686102868523	52	59	0.785214785214785	0.6309	0.4527867748626682	0.9518112672528269
FABP3	-5.096911967331107	-1.0740268416831817	1	8	9.99999000001e-7	0.001	-5.955942546434288	0.8172375374599744
NR1H3	-1.7925457457610683	-1.5306769643315186	27	34	0.605394605394605	0.3038	-0.32688650584410445	0.9152384253960392
UCHL3	-1.318240545901923	-1.8508863930387836	70	77	0.835164835164835	0.6989	0.6176906622108465	0.9563955437895768
PPP1CB	-3.7689928198026865	-2.3120279445329666	29	186	0.0757092429075709	0.0729	-1.5112887645208826	0.8555226400779334
PSMA1	-2.15442359205339	-2.240141536640538	117	165	0.614385614385614	0.4764	0.09056160668227863	0.933414757796029
SHISA3	-0.9771014330008876	-0.662075303059012	2	2	0.324675324675325	0.2128	-0.5810813940449984	0.9116076569069913
IKBKB	-1.06750890859414	-1.5963574306913575	37	40	0.835164835164835	0.716	0.6568365899483165	0.9590074471446597
TSSK1A	-2.465089270245997	-0.869663974191431	3	4	0.0974090259097409	0.022	-2.5945575362977173	0.8172375374599744
TGFBR2	-2.390124298724678	-1.6311183588718894	36	44	0.621378621378621	0.1577	-0.9245825259354398	0.9068537129689521
ZNF250	-3.9027407715057394	-1.6464718873628141	4	47	0.00538994610053899	0.0165	-2.7550882044736165	0.8172375374599744
ARHGAP10	-1.0179901258794304	-0.9891019339489906	1	6	0.016669833301667	0.3981	-0.045045716995529145	0.9284920631998294
KRTAP23-1	-0.789481030931098	-0.869663974191431	2	4	0.187812187812188	0.4597	0.13039736817079656	0.933414757796029
VAV2	-1.1086514151519693	-1.6859991608468243	1	50	0.001619983800162	0.738	0.6909293903507341	0.9613906008814265
PSMA3	-1.7071135050240371	-2.1551141908786353	141	144	0.938061938061938	0.6439	0.48376334763734113	0.9518112672528269
SLC22A23	-0.5810265392335744	-0.9285987342474225	5	5	0.765234765234765	0.6629	0.5565829953321441	0.9518112672528269
FOXP1	-2.4733458236442556	-1.497862955951575	10	31	0.124875124875125	0.1058	-1.2546464465272797	0.8873291679202975
RAC1	-3.06428148157641	-1.8508863930387836	38	77	0.315684315684316	0.1001	-1.4071316237440117	0.8854656621879897
BICDL2	-1.2314212549973476	-0.662075303059012	1	2	0.029789702102979	0.1325	-1.0501869781635134	0.895910408959104
TOLLIP	-1.3984207535299724	-1.563471186185719	31	38	0.673326673326673	0.5133	0.2080955814080609	0.939057745036912
ILVBL	-0.4502856836023902	-1.5194437031042698	11	32	0.2997002997003	0.965	1.3748594456943826	0.9910098130674893
KPNA5	-1.6590149857661662	-1.3028135890968118	7	17	0.17982017982018	0.2549	-0.48738666576311584	0.9148660630981502
STK3	-1.4111751339942686	-1.8004520479186144	50	70	0.605394605394605	0.6302	0.4513823963730487	0.9518112672528269
CEP76	-1.5325416107257157	-2.1360025091103925	77	142	0.45954045954046	0.7157	0.6523561416849333	0.958870620115022
NFKBIB	-2.3242536230877344	-1.8080563080009653	37	72	0.357642357642358	0.2319	-0.6046577859234825	0.9148660630981502
LRIG3	-0.5485586061335964	-1.1408122075927172	3	10	0.186813186813187	0.8095	0.8574461168310662	0.9720212777529996
RPL29	-2.9195117919699256	-1.6464718873628141	42	47	0.694305694305694	0.0786	-1.554485482495842	0.8629613229153277
SYCE3	-4.374461687081094	-0.869663974191431	4	4	0.0806091939080609	0.0015	-5.699671016665309	0.8172375374599744
EEF1A1	-2.1344998973742353	-2.515170271046814	93	252	0.295704295704296	0.6073	0.3776199530150877	0.9518112672528269
OSTF1	-1.0970669226152654	-1.3377164780678228	2	18	0.026269737302627	0.5634	0.32133216574228957	0.9481002864763081
TESK2	-2.5815150731310266	-1.7701810819563297	36	65	0.375624375624376	0.1607	-0.9543476003003819	0.9068537129689521
CTBP1	-3.0977614451520803	-1.9830418541801595	87	103	0.705294705294705	0.1174	-1.2246851972472101	0.8912551367814039
MT1DP	-0.502032724444099	-0.869663974191431	3	4	0.501498501498502	0.6806	0.5978596628556063	0.9542416933568834
DZANK1	-1.407104841162321	-0.9285987342474225	3	5	0.172827172827173	0.1868	-0.7662533599985071	0.9095870900714808
MID2	-1.4702113739408589	-2.0193938437278525	65	111	0.494505494505495	0.6964	0.6063018124246012	0.956308796536268
RPS7	-1.5164264617658647	-2.1051051754317207	25	130	0.130869130869131	0.7104	0.6424439136758329	0.9575856555124742
GTF3C1	-1.1080467416093163	-1.6895456611398116	1	52	0.001559984400156	0.7442	0.7030204611834486	0.9619947004998506
SSC5D	-1.2405684784570719	-1.116475008636175	8	9	0.582417582417582	0.3516	-0.17934799731019346	0.922140795629175
YWHAG	-1.7187986735557739	-2.38981418410246	130	213	0.537462537462537	0.7255	0.68140663550278735	0.9613906008814265
FYN	-1.5268471147168243	-2.235326330270986	13	164	0.043959560404396	0.7542	0.7461058824979514	0.9648812896488128
APPBP2	-2.8429462752014527	-1.8787550880936483	11	84	0.045279547204528	0.1352	-1.1114703229687424	0.895910408959104
PLCG1	-3.7391939743368634	-1.9306579441563143	33	93	0.192807192807193	0.0425	-2.0587438602466666	0.8172375374599744
SPRY2	-1.6762161179230302	-1.8787550880936483	72	84	0.76023976023976	0.5297	0.23347657352537454	0.940959116109343
SH3RF2	-0.6766792671317595	-1.2076817025509408	2	12	0.0716092839071609	0.758	0.7506504262786929	0.9655881876077128
RAB35	-1.001747451001908	-1.3693424733342514	4	21	0.0856491435085649	0.6485	0.5001661483003318	0.9518112672528269
LUC7L2	-4.2867633859432	-2.1551141908786353	36	144	0.127872127872128	0.0246	-2.30181288366948	0.8172375374599744
FSD2	-1.6748031722375434	-1.6058542591581788	11	43	0.131868131868132	0.4067	-0.08665408201051021	0.928956284699399
CCDC14	-0.9980852634058446	-1.6227385786786417	3	45	0.024789752102479	0.7675	0.7666086544772152	0.965622160486077
SEPTIN6	-0.9756618588980182	-1.948032621065257	1	95	0.00117599882400118	0.8868	1.0944989545833026	0.9846405166645871
ZSCAN20	-1.4245335140768876	-1.6464718873628141	37	47	0.656343656343656	0.5427	0.2710048428436268	0.9429149864360076
