Gene	Ptilde	mean_bg_p	k	m	pk	pstar	z.score	PLEAN
SLC25A3	-1.083966237284585	-1.9226242312815	78	90	0.804195804195804	0.8366	0.9520423924580861	0.9780004658493688
UIMC1	-1.7322828634084808	-1.534287961625145	6	35	0.0612993870061299	0.3418	-0.25308582068472724	0.9231858201729607
UBASH3A	-1.6362504085980556	-1.1879330121103124	2	12	0.019999800002	0.219	-0.6394024120630675	0.9101818701768335
PYCR3	-0.4437772942884769	-1.3385982274719612	1	19	0.023209767902321	0.9367	1.2291848068224358	0.987046938999208
BSG	-1.5139915797652501	-1.976805381563872	101	103	0.934065934065934	0.6548	0.5126565643749953	0.964908886070551
PSG1	-1.6334079081851192	-1.3551193123715235	1	20	0.00117599882400118	0.2918	-0.37409587685154416	0.9124717580548173
CANX	-2.938896699886346	-1.8435950990267007	34	76	0.277722277722278	0.1133	-1.2607666559430233	0.8666117515232604
EIF4E2	-1.4425222787038603	-1.9930000196209308	11	107	0.0556194438055619	0.7049	0.6195990357332682	0.9717200437235767
TSNAX	-1.5322053454613884	-1.8842524719205	1	83	3.58999641000359e-4	0.6055	0.4026049373100619	0.9548825068593387
IDH1	-3.3194541764053236	-1.5763747547497302	30	40	0.480519480519481	0.0386	-2.1583344469851515	0.8206819767461458
C15orf48	-2.1829287507612594	-2.0622180028197623	61	117	0.403596403596404	0.3864	-0.13104356056290134	0.9282939578343328
RPS10	-1.717768468102359	-2.0478633946091915	28	119	0.158841158841159	0.5889	0.363397588554154	0.952649714948184
PIK3CD	-0.6971755427731301	-1.1369061229516984	6	10	0.41958041958042	0.7036	0.6332893952683004	0.9717200437235767
HNRNPM	-2.9610907621723466	-2.286889218528735	38	183	0.124875124875125	0.2157	-0.7063057139521869	0.9101818701768335
F8	-1.962176347047596	-0.7804183076053334	1	3	0.003649963500365	0.0435	-2.046088290466919	0.8234397799158137
CDK1	-3.23403946510246	-1.7190349332118868	21	57	0.17982017982018	0.0587	-1.8176503242240405	0.8277167925908934
ABI1	-2.723068402941488	-1.6523584144740575	2	47	0.001349986500135	0.1043	-1.3126061560645963	0.8666117515232604
SRSF2	-1.1265880186992507	-1.8491329284378102	20	77	0.187812187812188	0.8005	0.8386605083723491	0.9745690838414506
SRPRA	-1.8154923030275025	-1.4770951204990095	21	30	0.487512487512487	0.277	-0.4392793778757836	0.9124717580548173
TLE5	-2.6782598891060356	-2.153229064475754	6	145	0.00896991030089699	0.2544	-0.5620368794517002	0.9124717580548173
ABL1	-1.8231332445956916	-2.302276445635296	124	184	0.593406593406593	0.649	0.49940959908241933	0.963787886341049
PTN	-3.0306713722268044	-1.9413812330765896	42	92	0.297702297702298	0.1204	-1.2230307850458753	0.8708668975975579
AKT1	-2.074325380742882	-1.6881107476265975	23	52	0.278721278721279	0.2635	-0.47134122825087144	0.9124717580548173
ITGB3BP	-2.4608767721287172	-1.701310339173627	46	54	0.68031968031968	0.1638	-0.9214286893004113	0.8983874049855756
PPARD	-3.273887513950716	-1.5333275549535723	6	34	0.030649693503065	0.0352	-2.201090288662826	0.8206819767461458
TRA2B	-1.3831361787309242	-1.6786402152412532	1	50	8.44999155000845e-4	0.5861	0.3572875324907578	0.9522579528121857
PPIH	-1.8536897150123373	-1.4790183570495112	29	29	0.863136863136863	0.2626	-0.48883991297288165	0.9124717580548173
PCGF2	-4.959377367802326	-1.2459841715038722	3	14	0.003139968600314	5e-4	-5.227906410672125	0.6010065660100655
CDC27	-0.8134905174581412	-1.6014444871601443	19	42	0.364635364635365	0.8598	0.9742912120955056	0.980648732810523
CCDC196	-0.12961192370995145	-0.9434547597781675	5	5	0.942057942057942	0.975	1.2482869414383952	0.9938297085137956
RPL27A	-3.5250670712833116	-1.9848222714227606	35	100	0.198801198801199	0.0649	-1.677818144521557	0.8418719006342879
RPS10-NUDT3	-0.5415118599142821	-0.6642452130765513	1	2	0.155844155844156	0.4887	0.22608789701492363	0.9393004424434733
TSEN15	-0.877485978278656	-1.0351114178235585	3	7	0.190809190809191	0.5178	0.24048518599488733	0.9431885879699885
HSPA8	-4.2047876185746205	-2.3271784172718	43	193	0.121878121878122	0.0424	-1.9387899894731482	0.8234397799158137
RBM47	-0.08905028131430928	-0.6642452130765513	1	2	0.569430569430569	0.941	1.0595702728322935	0.987046938999208
CENPP	-1.5996585835265296	-1.279672885903734	1	16	0.001589984100159	0.2739	-0.44875519131575825	0.9124717580548173
