Gene	Ptilde	mean_bg_p	k	m	pk	pstar	z.score	PLEAN
HNRNPA1	-1.9093331057621858	-2.4552727341106593	51	233	0.160839160839161	0.675	0.5492540920728416	0.9638353994057959
CYLD	-2.302719216368072	-1.3314973954917966	4	18	0.039979600203998	0.0979	-1.3159893583793631	0.8669529819042305
CEP135	-4.798311280064101	-2.2083583032190424	104	157	0.494505494505495	0.0145	-2.74219376505163	0.816493514047288
MMP3	-1.188560657625178	-1.1730683207601953	8	11	0.454545454545455	0.4163	-0.022358564070878745	0.9159948391752623
TPM1	-2.2538342450942883	-1.9175609226985886	82	90	0.807192807192807	0.2997	-0.39140577537810683	0.9039788661826458
FAM107A	-0.6685991286116185	-1.4749280249172376	22	28	0.698301698301698	0.8814	1.040673539990631	0.9844682747540731
TSNAX	-1.5821265051220146	-1.9131542704651707	25	88	0.193806193806194	0.595	0.37482686772090945	0.9504119032541192
YWHAQ	-1.389461949320457	-2.086488771273417	34	125	0.203796203796204	0.771	0.7648195744235277	0.9739424386522779
C15orf48	-2.991238963828445	-2.0614235493878263	58	120	0.342657342657343	0.1525	-1.0059928657395365	0.8769075658195283
RAD23A	-2.0747036391194884	-1.7975190140674702	18	67	0.14985014985015	0.3107	-0.32713523917109366	0.9039788661826458
ZCCHC10	-4.302800638410993	-1.6692444699716213	6	49	0.013419865801342	0.0101	-3.190700198121685	0.816493514047288
PIK3C2A	-0.5046693931673675	-1.5587663743015343	14	36	0.337662337662338	0.9571	1.3151083517002324	0.9905033708927672
RNF114	-1.5377162720256277	-1.5262171893651353	6	33	0.0722192778072219	0.4163	-0.014669772733571616	0.9159948391752623
NUP98	-0.7478565461472979	-1.537129893705126	33	35	0.877122877122877	0.8708	1.0069640583510542	0.9825729647797375
POLR1C	-4.86428606899815	-1.9305172592918467	45	92	0.277722277722278	0.0052	-3.3055476207310472	0.816493514047288
SRSF2	-2.4717048174170166	-1.8716756948449766	40	78	0.356643356643357	0.2129	-0.6745756195295	0.8945938497587106
CDK18	-1.2496499591384158	-1.6941703808039024	50	53	0.863136863136863	0.6674	0.5420324901901394	0.9618351594338497
DGKE	-1.8553461401014768	-1.1875636331461668	2	12	0.01529984700153	0.1527	-0.9685693166464193	0.8769075658195283
HSP90AB1	-2.253025697739721	-3.290828802015316	1	560	9.99999000001e-6	0.8178	0.8885285083476561	0.9802511404828709
RXRA	-0.6433679019341835	-1.7508780388171536	22	61	0.308691308691309	0.9556	1.3206663577575586	0.9901999341497869
SMAD9	-2.231546916157438	-2.1011024774763785	126	126	0.96003996003996	0.3826	-0.14054104834143893	0.9088623366024356
RXRB	-1.8177837585918357	-1.537129893705126	29	35	0.646353646353646	0.3001	-0.3580614443052931	0.9039788661826458
TULP3	-1.5479050313764906	-1.800096723544059	2	66	0.003949960500395	0.5618	0.29855974894987014	0.9457067884429539
KXD1	-1.0701432504234543	-1.5990001129319635	41	42	0.906093906093906	0.7234	0.6635803364174294	0.9714596803364696
PROX1	-0.5801290382389017	-1.259022339976235	6	15	0.294705294705295	0.8474	0.9471197425464519	0.9813013664473178
PLAT	-0.7480017140891241	-0.9819334094698493	4	6	0.3996003996004	0.5684	0.359996948433726	0.9474258262340348
CCDC196	-1.0645865030585298	-0.9363091341624116	3	5	0.232767232767233	0.3357	-0.2009961987467626	0.9039788661826458
UBQLN1	-1.61271321495835	-2.22560724561488	58	160	0.287712287712288	0.7135	0.6453249511197143	0.9708964750745096
LDB1	-2.122418419767972	-1.4585441467709335	21	27	0.531468531468531	0.1731	-0.8648245314336845	0.8780018929656994
SDCBP	-2.445783283053901	-2.2376674464332997	117	162	0.618381618381618	0.3621	-0.21883324558900527	0.9074431310256508
PHF1	-1.097229033872144	-1.2865605035149337	9	16	0.360639360639361	0.5347	0.2590543457219377	0.9426016645984305
TLK1	-1.447208602838367	-1.1875636331461668	11	12	0.638361638361638	0.2911	-0.37659589498993085	0.903834526294663
UBE2I	-2.9357216890492754	-2.306837453403286	124	188	0.547452547452547	0.2345	-0.645514167697997	0.8945938497587106
AFDN	-1.1764739502531567	-1.6003338613346911	41	41	0.936063936063936	0.6641	0.5266108001691969	0.9617182611635743
TAF10	-1.2825645306614468	-1.6540971190737443	4	48	0.029379706202938	0.6195	0.45095891460382415	0.9545199326221223
E2F8	-1.1585780703759925	-1.0351916744915355	4	7	0.248751248751249	0.3417	-0.18488936119167654	0.9050048942474174
PRSS50	-1.9287047943144717	-1.3851157834552417	15	22	0.41958041958042	0.1974	-0.728680113847034	0.8945938497587106
ROBO2	-0.4272526311367616	-1.352133032977738	3	20	0.108891108891109	0.9414	1.2318883127515283	0.9890667484194365
SOD2	-2.6931490976020798	-1.5567060670677741	17	37	0.232767232767233	0.0853	-1.4519758542320873	0.8421454944857735
MAP3K1	-1.6991172645682995	-1.913868699990068	3	94	0.00607993920060799	0.5347	0.24593476652538723	0.9426016645984305
HMBOX1	-2.4001395541109822	-1.6354258249472486	31	45	0.481518481518482	0.1575	-0.9374461300660636	0.8769075658195283
EXOSC7	-0.834968294163289	-1.572492793493082	3	39	0.034009659903401	0.8389	0.9231707576636704	0.9807347157921132
LCE3C	-0.6207320420311794	-1.259022339976235	13	15	0.751248751248751	0.8244	0.8904747492905996	0.9802511404828709
ERG28	-2.9682418632082097	-2.0735596310601485	7	122	0.012859871401286	0.1561	-0.9754945784947341	0.8769075658195283
PEX19	-1.5078147351962394	-1.913868699990068	37	94	0.298701298701299	0.631	0.465015690498874	0.9563714681163461
ATP6V1E2	-1.1821316830917574	-0.9363091341624116	2	5	0.0887891121088789	0.2837	-0.3851762655114277	0.9028635146751763
GOLGA2	-1.2565551390215597	-2.6676917674019074	4	307	0.004619953800462	0.9425	1.3540946736398196	0.9890667484194365
UHRF1BP1L	-1.0143789417870797	-1.259022339976235	14	15	0.762237762237762	0.5711	0.3413004543065152	0.9474258262340348
ACTR1B	-1.4113817864838984	-1.537129893705126	32	35	0.784215784215784	0.4894	0.16043088844853393	0.9288695543591181
SPRR2E	-1.8498561344966609	-0.7831132746436332	3	3	0.241758241758242	0.059	-1.7827982777364642	0.8256865875003188
SNRNP40	-1.9541887424001452	-1.6941703808039024	44	53	0.68031968031968	0.3077	-0.31705719953903827	0.9039788661826458
SHTN1	-0.43589460247857403	-1.4009809068602013	16	24	0.61038961038961	0.9526	1.2969836979799585	0.9896240748325618
CCDC85B	-1.620897027474975	-2.1234221844671697	18	133	0.0818191818081819	0.6648	0.5399664902554409	0.9617182611635743
GATAD2B	-2.9790348277241017	-1.5990001129319635	23	42	0.307692307692308	0.0598	-1.7315912210456827	0.8256865875003188
TFCP2	-1.0660844169789758	-1.7855249112958675	51	65	0.7002997002997	0.7997	0.8542545790463044	0.9779817774190751
TSGA10	-0.8023699521966159	-1.5264790082610924	16	34	0.372627372627373	0.8389	0.9376897581562422	0.9807347157921132
EIF4A3	-1.4502444496835205	-1.8119099063606119	43	70	0.4995004995005	0.61240000000000006	0.42713803264447486	0.9532581485053914
CEP70	-1.5386089724616947	-2.145380378584999	53	139	0.302697302697303	0.7162	0.6538138324337297	0.970921002241372
TMEM120B	-1.934762458762536	-1.1875636331461668	5	12	0.125874125874126	0.1342	-1.083756834580704	0.8723663509213554
NCAPD3	-0.8340431418729352	-1.5587663743015343	36	36	0.948051948051948	0.8354	0.9041763639362222	0.9807347157921132
FKBP1B	-1.2541080269784721	-1.4585441467709335	13	27	0.317682317682318	0.5433	0.26631755243274	0.9434203519524025
TSSK1A	-0.782387035241559	-0.7831132746436332	2	3	0.257742257742258	0.4016	0.0012137305099194863	0.9137016358413611
ARHGAP10	-1.213670617555121	-0.9819334094698493	4	6	0.287712287712288	0.2858	-0.35661985697780296	0.9028635146751763
CDKN1A	-3.0194859354084387	-2.378153715957515	20	203	0.04509954900451	0.2343	-0.6565620450193858	0.8945938497587106
KRTAP23-1	-1.031832454540365	-0.8638186703787022	2	4	0.136863136863137	0.3145	-0.2786756446313798	0.9039788661826458
ACAT2	-2.090751144002875	-1.5262171893651353	32	33	0.809190809190809	0.2012	-0.7201952589986392	0.8945938497587106
EEF1D	-2.6850840052786613	-1.8590127721169432	26	77	0.193806193806194	0.1607	-0.950874649801897	0.8773781398980418
SGTA	-2.27140538143471	-2.1442663610885897	57	142	0.297702297702298	0.3888	-0.13685534497812113	0.910545077807741
TPM3	-1.3980247677245887	-1.9131542704651707	3	88	0.00853991460085399	0.6855	0.5832875613401289	0.966535683328896
TFG	-3.600418584926798	-1.9852892902578965	45	103	0.272727272727273	0.0533	-1.8066535416646685	0.8256865875003188
ARHGAP33	-0.6325600959446803	-0.7831132746436332	3	3	0.615384615384615	0.5004	0.25161260299339944	0.9324165225600975
ODAM	-1.2001621782892218	-0.654001404545447	1	2	0.032049679503205	0.1391	-1.0233052125779856	0.8769075658195283
SNIP1	-2.3055993319947765	-1.8119099063606119	2	70	0.001479985200148	0.2425	-0.5830624023101928	0.8953076363751727
ILVBL	-1.3863294097571468	-1.5025536923991962	17	32	0.365634365634366	0.4824	0.14838267957543938	0.9269061160709705
SKP1	-2.0496495559762598	-1.8183941483209	65	72	0.789210789210789	0.3326	-0.2681400377058132	0.9039788661826458
ERICH2	-0.26693840352541826	-0.8638186703787022	1	4	0.176823176823177	0.8763	0.9900139679792015	0.982751703062171
TUBB2A	-1.30394603835687	-1.8338362567320192	41	73	0.458541458541459	0.7024	0.6170507735939137	0.968833209816798
EIPR1	-0.7841131744413503	-1.6941703808039024	43	53	0.743256743256743	0.9035	1.1096915906180402	0.9866947886226384
PIR	-0.7208872340948675	-1.6421450312788386	39	46	0.783216783216783	0.9075	1.1388238433712545	0.9866947886226384
ANKRD36BP1	-0.28818866058937526	-1.2963562746779291	9	17	0.504495504495505	0.9762	1.390038673244598	0.9944231771065223
