Gene	Ptilde	mean_bg_p	k	m	pk	pstar	z.score	PLEAN
UROS	-1.754093445453225	-1.177690310112991	1	12	0.001479985200148	0.1749	-0.833507795006867	0.8821516602233859
SGK1	-0.859323258810162	-1.3295501936182816	19	19	0.901098901098901	0.7147	0.6312805885822338	0.9595271450549339
GNG5	-1.666895411776503	-1.32072083742957	8	18	0.20979020979021	0.262	-0.46783281470814075	0.9080746582400742
PPP1R11	-1.1985926991618023	-1.171050704410097	10	11	0.653346653346653	0.4062	-0.03924713922385338	0.9222961563792382
SF3A1	-2.42166201509658	-2.072589532911719	98	121	0.698301698301698	0.3065	-0.3782884074657253	0.9157934046850906
WDR47	-0.525834220113049	-1.103559628692452	9	9	0.874125874125874	0.812	0.8505887231281866	0.9755435239052348
FAM107A	-0.8869285166008432	-1.4612210570400481	9	27	0.223776223776224	0.7532	0.739078183465218	0.9678305912425518
GADD45G	-0.938320909639101	-1.5985929834534556	33	40	0.729270729270729	0.788	0.8066652783985669	0.9729020394905831
NPM1	-2.15552390252961	-2.488698351621282	83	240	0.271728271728272	0.5859	0.3319397211454322	0.9424111659685492
HNRNPL	-2.4368615541192273	-1.7510718010011956	42	61	0.510489510489511	0.1833	-0.8059934533213193	0.8861803018816412
RPS3A	-2.6167908741830193	-2.1913553470587552	42	156	0.175824175824176	0.2844	-0.45230950271793924	0.9157934046850906
C15orf48	-1.5805457000414171	-2.0699472090744617	40	120	0.250749250749251	0.6626	0.5318350292054458	0.949881737970501
TRAPPC6B	-0.9011173539653949	-0.9211834099482351	2	5	0.127872127872128	0.4158	0.03198086834128579	0.9222961563792382
TRIM27	-1.5759959357127613	-2.51895163940692	78	251	0.254745254745255	0.824	0.9206139442221798	0.9756707726910706
SRSF2	-2.0404292409001914	-1.8618374640241036	41	80	0.376623376623377	0.3534	-0.20470791852621156	0.9222961563792382
ADI1	-1.984149162147593	-1.2919001405915713	4	16	0.0559694403055969	0.1563	-0.9339419295543846	0.8799457464628906
PPP2R5D	-2.7777702987629316	-1.5985929834534556	5	40	0.021659783402166	0.086	-1.440620367056199	0.8611984330022282
SUMO3	-1.0332382370707285	-1.5418790369559314	3	36	0.029979700202998	0.717	0.6446279907418386	0.9597136514136179
CDK18	-1.3959812826919324	-1.696981414989046	4	53	0.024369756302437	0.5832	0.36219097288906926	0.9424111659685492
RBBP4	-1.9063156410106379	-1.7515348614303818	26	60	0.28971028971029	0.355	-0.18411055453304323	0.9222961563792382
UBE2H	-2.3279134866760915	-1.7515348614303818	28	60	0.2997002997003	0.2127	-0.6855979702567485	0.8909644174202824
ZSCAN31	-0.7155187171763697	-0.7807104541894417	3	3	0.577422577422577	0.4475	0.11108923501223192	0.9278103026701736
POLB	-1.1934172370206113	-1.403909502392981	5	22	0.100868991310087	0.5313	0.2738411038038735	0.9345196351936894
CALCOCO2	-1.8646542793472458	-2.127147496487602	136	137	0.955044955044955	0.5536	0.28348071903867866	0.9360344637364106
PPARD	-1.4162165841589822	-1.5524665088825989	5	37	0.0508994910050899	0.5031	0.17462038194905377	0.9299471523020161
WRAP73	-1.3665497791732573	-1.8074224061768298	70	70	0.956043956043956	0.6562	0.5156308498134059	0.949881737970501
CTBP1	-2.4978269687085746	-1.9847759680300836	72	104	0.556443556443556	0.2465	-0.5670408554989758	0.9080746582400742
SF3A3	-1.6616188549238768	-1.8733450663310767	57	82	0.58041958041958	0.5367	0.24598394205764496	0.9355050233785547
KRT31	-3.9435164028148293	-2.303362030109373	69	184	0.24975024975025	0.0566	-1.7015187014310453	0.8546513769675664
CCND1	-1.4342971394603654	-1.403909502392981	21	22	0.788211788211788	0.4077	-0.03953296840529103	0.9222961563792382
CCDC196	-1.1642756367245686	-0.8680293086905344	3	4	0.278721278721279	0.2513	-0.4932348720768919	0.9080746582400742
CAPN2	-1.8161094432449931	-1.5266672576569593	3	32	0.016369836301637	0.2978	-0.36966656434688483	0.9157934046850906
TSEN15	-1.5496677232195737	-1.06818910376115	1	8	0.003569964300357	0.1985	-0.7199894225468378	0.888449389389909
RPS15A	-1.6327155474684971	-2.1696149055332627	2	147	0.001589984100159	0.6839	0.5785627406635865	0.9542727319307872
ANP32A	-3.459810882155856	-1.525805404126815	28	34	0.529470529470529	0.0259	-2.47788105709654	0.8350902255875644
KANSL1L	-0.13112028376493562	-0.6674869300721354	1	2	0.48951048951049	0.8953	0.9902831899003636	0.9840927496258738
UBE2D3	-4.716643514255938	-1.8885299598946446	53	88	0.37962037962038	0.0054	-3.3078930048592365	0.8060146366315749
PSMD5	-3.263204743203558	-1.7510718010011956	40	61	0.43956043956044	0.059	-1.7771762357563918	0.8571305031658997
E2F8	-1.0101674326591292	-1.0407161219786358	7	7	0.717282717282717	0.4373	0.04570117768467862	0.925287234745645
FHL3	-3.6920814398669677	-2.056111451384559	61	118	0.353646353646354	0.0603	-1.7528074288433853	0.8581557685815578
MPPED1	-1.7371015644296721	-1.4612210570400481	26	27	0.799200799200799	0.298	-0.35504076737449924	0.9157934046850906
KRT1	-2.585448841401696	-1.5335782238892117	13	33	0.175824175824176	0.0985	-1.322647983392781	0.8611984330022282
UBA6	-1.3407732815177558	-1.6735709578394118	43	50	0.75024975024975	0.6025	0.40074530091046084	0.9453372706286983
B9D2	-3.0252085696713777	-1.7302224576761152	27	57	0.272727272727273	0.0754	-1.558782945126922	0.8611984330022282
MCM2	-3.817458731706758	-3.765873856153884	284	781	0.302697302697303	0.4285	-0.040367897727324166	0.9243350474112894
IGSF21	-1.2028930460841154	-1.4789224464037354	2	30	0.013609863901361	0.5853	0.3621269098158552	0.9424111659685492
PRPSAP2	-1.3066817537154163	-1.2919001405915713	9	16	0.332667332667333	0.4134	-0.019942488689661465	0.9222961563792382
RADIL	-1.366805517453727	-1.4407143186572287	2	26	0.012719872801272	0.459	0.09576231061820047	0.9278169136851585
ZNF792	-1.1308768480776508	-1.171050704410097	11	11	0.789210789210789	0.4421	0.05724744873611529	0.9278103026701736
OGN	-1.2873758324032134	-1.1403850937238789	8	10	0.495504495504495	0.3525	-0.21702426226904292	0.9222961563792382
CALML3	-1.2335867064234751	-1.5335782238892117	16	33	0.338661338661339	0.5903	0.37721671183223016	0.9430052665729097
SNRNP40	-2.4220188759279346	-1.6498710533079326	47	47	0.888111888111888	0.1578	-0.945427700392072	0.8799457464628906
SHTN1	-1.908032073433149	-1.412979876691586	15	23	0.398601398601399	0.2192	-0.6499575268785387	0.8943323527051983
BBOX1	-0.5499848259748069	-1.2394784802047292	12	14	0.75024975024975	0.8504	0.9727193510951022	0.9776834203069072
TRIM42	-1.0476368220978878	-1.7405543605031535	1	59	0.001589984100159	0.7884	0.8175211245630806	0.9729020394905831
RASA1	-1.6625257598362153	-1.2919001405915713	16	16	0.787212787212787	0.2521	-0.5000264286420796	0.9080746582400742
HSP90AB1	-6.649021008016761	-3.2711849498202388	259	553	0.362637362637363	0.0104	-2.881113614939719	0.8195544081955441
ACOT7	-0.3341550020174853	-1.4407143186572287	1	26	0.023649763502365	0.9793	1.4337490971575697	0.9968711498406785
TCERG1	-2.4749686077987003	-1.4407143186572287	18	26	0.40959040959041	0.0924	-1.3400647674187864	0.8611984330022282
TMEM120B	-1.6081716100310683	-1.2394784802047292	9	14	0.350649350649351	0.2544	-0.5201424839775344	0.9080746582400742
PTMS	-0.5346370000451168	-1.3730290461749615	20	21	0.886113886113886	0.9072	1.1139323544398412	0.9854206999858411
DNM2	-2.152407672678489	-1.8316719216350912	22	72	0.180819180819181	0.3006	-0.3696638027307499	0.9157934046850906
TSSK1A	-0.5942579069982099	-0.8680293086905344	4	4	0.71028971028971	0.613	0.45581527773911096	0.9484861757317131
SLC39A4	-1.1096769381216527	-1.925169399177364	62	89	0.618381618381618	0.825	0.9147906031131091	0.9756814292957825
PPP2R1B	-3.080189683008429	-1.5676368069235802	14	38	0.150849150849151	0.0481	-1.924938169227144	0.8377245946120636
KRTAP23-1	-1.085219093449742	-0.8680293086905344	2	4	0.127872127872128	0.2892	-0.361609800914759	0.9157934046850906
TSR1	-1.5939468864226791	-1.8885299598946446	16	88	0.107892107892108	0.5798	0.3445580488043454	0.9424111659685492
