Gene	Ptilde	mean_bg_p	k	m	pk	pstar	z.score	PLEAN
CCHCR1	-0.8166910568474498	-1.9677409524035596	94	100	0.905094905094905	0.9436	1.3008641879557632	0.9921540434410936
ZBTB14	-1.6234425533975183	-1.5574352341976652	7	37	0.0788192118078819	0.3993	-0.08308176205267641	0.9145967620328036
LPAR1	-4.045777250803165	-1.9133272798736831	1	90	9.99999000001e-7	0.0256	-2.3823761902405134	0.8347726752454737
DNMT1	-0.29804028780150743	-1.2705982803848348	1	15	0.04559954400456	0.9723	1.347081770135802	0.9945369604253379
PRKCI	-2.262574623882187	-1.559781913610152	19	36	0.310689310689311	0.1652	-0.8839734799105914	0.8814273020037036
FAM107A	-1.473412126119761	-1.4252671237494436	2	25	0.011559884401156	0.3934	-0.06268025369406185	0.9145967620328036
TSNAX	-2.661302694653142	-1.9101431198187335	32	88	0.224775224775225	0.1788	-0.8346305313311164	0.8814273020037036
CNNM3	-1.174718507999946	-1.423073198987816	1	24	0.002879971200288	0.5658	0.32470314369857384	0.9417455181498494
C15orf48	-2.844598987736349	-2.057452702146229	97	116	0.712287712287712	0.186	-0.8551184257267471	0.8821941421552747
C18orf32	-0.5265353174064693	-0.6625845292492519	1	2	0.161838161838162	0.5028	0.24974812557256704	0.9322554165740825
IGBP1	-1.9131024131778764	-2.007663107919009	6	108	0.017539824601754	0.4669	0.10474936193135896	0.9231189557100627
AHCYL1	-2.382696406939754	-2.066956039070058	82	122	0.55044955044955	0.3101	-0.34427188632828754	0.8962243493076123
FASTKD5	-1.6441118813318343	-1.1353588331811824	8	10	0.437562437562438	0.1972	-0.734094659049172	0.8841231395301666
NLK	-1.510487391134767	-1.536946059090137	2	34	0.00807991920080799	0.4402	0.03371626182248587	0.9158748857544935
KRT40	-1.6611858445692502	-2.618415299387081	53	288	0.13986013986014	0.8311	0.9442181529310285	0.9792156532608723
SRSF2	-0.8083166062506488	-1.8703287698923783	12	82	0.105894105894106	0.9313	1.21854522022275	0.9921540434410936
ZFYVE9	-1.296428283404444	-1.5400197297907148	2	35	0.010309896901031	0.5608	0.3096743390445136	0.9411945443554592
GARS	-1.128357427659248	-1.82584059445642	73	73	0.965034965034965	0.7848	0.806071985865053	0.9722517216394165
ACTR2	-2.3587857539835646	-2.0107403741573417	27	110	0.146853146853147	0.3013	-0.38958909293274413	0.8962243493076123
BCAP29	-0.34292344740286085	-1.1353588331811824	10	10	0.924075924075924	0.9289	1.1434282044226227	0.9921540434410936
