Gene	Ptilde	mean_bg_p	k	m	pk	pstar	z.score	PLEAN
HNRNPUL1	-1.9972717199534094	-1.8583764495054296	53	78	0.543456543456543	0.3661	-0.16034635212189455	0.9122213503988092
ECSIT	-1.6911948508195063	-1.8528803446660043	75	77	0.906093906093906	0.5033	0.187965743065489	0.9308270986337277
APPBP2	-2.0304315272432563	-1.9006389318435861	42	85	0.363636363636364	0.3766	-0.15048727432578668	0.9153605394177563
FAM107A	-0.7711956328715331	-1.4757308705915817	26	28	0.845154845154845	0.8296	0.9141435593273695	0.9783217903248427
NOL12	-1.2688243106804205	-1.874720195189519	40	81	0.3996003996004	0.7387	0.6868090816268873	0.960145898209054
NAP1L1	-1.67353433139513	-1.953403142480819	1	94	2.27999772000228e-4	0.5587	0.31260182479280946	0.9359636282437565
TSNAX	-2.813289978060418	-1.9195813289706678	72	90	0.651348651348651	0.1507	-1.0180514890633396	0.8580367142837891
PSMA2	-1.5156295686549968	-1.836135431419472	5	75	0.023209767902321	0.5933	0.3706940768294728	0.943350205173992
ACBD5	-0.7095231681415837	-1.1252498449068422	3	10	0.155844155844156	0.6933	0.6124459817836246	0.9547892063417361
TULP3	-1.6661286265881137	-1.810037222765237	26	70	0.255744255744256	0.5027	0.1677368086552309	0.9308270986337277
SRSF2	-2.929232434656139	-1.855729274311857	8	79	0.026449735502645	0.1168	-1.2358672586298942	0.8454999375408719
STX3	-1.5906560851884086	-1.6041048406652318	9	40	0.108888911110889	0.4366	0.01652685909219801	0.925174138286122
PHF10	-1.1711353895863716	-1.3628595217493817	16	21	0.579420579420579	0.53	0.25679813272098906	0.9310818918108189
TAF9	-2.3366537504414846	-1.585089082318828	23	39	0.371628371628372	0.1519	-0.9410725625298096	0.8580367142837891
KPNA1	-2.3428279750914847	-1.8135587528749784	17	69	0.125874125874126	0.2354	-0.612723144089444	0.8988948820853955
CDK18	-0.45698683142149765	-1.7212581755093654	54	55	0.96003996003996	0.983	1.5091253551908894	0.9963273565032156
RPL22L1	-0.6691045521359209	-1.1672135825442667	1	11	0.021679783202168	0.7392	0.7094427364952923	0.960145898209054
HSPA8	-3.202569653826775	-2.3498086615052824	95	193	0.375624375624376	0.1724	-0.8804968426972275	0.8676185013077639
PPP2R2A	-1.465286327741165	-1.549069798495193	18	35	0.350649350649351	0.4687	0.10579960069799738	0.9288341195554035
TSG101	-2.1204193134000167	-1.953403142480819	64	94	0.552447552447552	0.3607	-0.18655011823830453	0.9110617067551567
PPARD	-1.8250919568134278	-1.5599709814887313	19	36	0.338661338661339	0.3133	-0.33212654453919216	0.9027240227084506
PTPRK	-1.8883307564631013	-1.9231287051717396	36	93	0.275724275724276	0.4489	0.03943098979434535	0.926837914060814
RAD23A	-2.403567672854496	-1.7783810747753594	37	64	0.405594405594406	0.2024	-0.7381884203446977	0.886263225529299
PAPSS1	-1.758012377987724	-1.4510532609014541	23	27	0.648351648351648	0.2861	-0.4012403301114636	0.9025906209560491
SNRPB	-1.441066896064545	-1.747728984825494	1	57	6.46999353000647e-4	0.5875	0.3635164925164442	0.9427887961358857
MEIS2	-0.38224249482902695	-1.362549977274961	2	20	0.0702192978070219	0.9575	1.3169737963234278	0.9923989989729812
EWSR1	-2.764871241798198	-2.3350344666683305	5	191	0.004419955800442	0.2899	-0.4476022501138138	0.9025906209560491
IQCB1	-4.379070499913435	-2.3036904034761596	119	188	0.487512487512487	0.0295	-2.1602097602460515	0.8162952441372564
PYGB	-0.761093674960666	-1.5014139431729214	15	31	0.385614385614386	0.8458	0.9569717527300154	0.9804461339001963
FKBP4	-2.167699513836225	-1.6682650241139014	30	50	0.416583416583417	0.2239	-0.6028176582205289	0.8967103289671033
MAP3K3	-3.4406347475537182	-2.2264871590408015	43	161	0.15984015984016	0.1075	-1.2894104612069401	0.8444800288827564
