Gene	Ptilde	mean_bg_p	k	m	pk	pstar	z.score	PLEAN
TANK	-0.5294325719063674	-1.630576356228768	26	45	0.526473526473527	0.9625	1.3563609017151383	0.9906385835754964
ANK2	-1.0310114820706848	-1.2106266286151914	2	13	0.039979600203998	0.5287	0.2555172253040021	0.9409634614806405
AKAP8	-2.9456086730273383	-1.369158238569798	20	21	0.641358641358641	0.038	-2.0812959504896265	0.8533546645335466
FAM107A	-2.1812361945580347	-1.4753588887869218	7	29	0.0795692043079569	0.1627	-0.908509348066563	0.9003322444147939
ACTB	-1.8379418442196733	-1.908627509495094	88	88	0.953046953046953	0.4659	0.08178117183861965	0.9385909706242999
TUBB3	-1.7554325223595062	-1.8337304607164835	42	73	0.445554445554446	0.4675	0.09090758286319572	0.9385909706242999
PPP1R7	-1.9431010898303203	-1.6961801525710283	32	53	0.438561438561439	0.3203	-0.30030408648002593	0.9231595249900637
MYOG	-1.6867865663136061	-1.397210358438717	22	22	0.838161838161838	0.2879	-0.38698667176532275	0.9231595249900637
C15orf48	-4.141950387280816	-2.081287459883504	33	121	0.137862137862138	0.0298	-2.2128563906569494	0.8399160083991601
UFM1	-2.5499673895609987	-1.8606340618571915	35	78	0.294705294705295	0.1857	-0.7981042330541879	0.9107183705166945
OFD1	-4.205438627531491	-2.471099291570408	50	241	0.118881118881119	0.0577	-1.7349175156113736	0.8615011514721543
GNPAT	-0.6914516267141548	-1.2019122637704664	2	12	0.0700392996070039	0.7464	0.7184765832218044	0.9663367445220484
TCF4	-4.512534675956303	-2.304533881174071	12	181	0.015509844901551	0.0266	-2.2716529495666267	0.8321177014718619
PTPN5	-0.9894904793165796	-1.0725031651224115	1	8	0.013419865801342	0.4702	0.12357767316528194	0.9385909706242999
IKBKE	-2.499885621946892	-1.7482231489560427	2	61	0.001349986500135	0.1674	-0.8945893558018461	0.9003322444147939
CUL3	-4.768821986772631	-4.227587324171006	61	999	0.034339656603434	0.3088	-0.38458678311331	0.9231595249900637
HNRNPA1	-4.295908139066179	-2.4359237024006166	7	227	0.004109958900411	0.0452	-1.8694088593670546	0.8565486646601612
PRDX2	-2.827323951315411	-1.871819241487498	5	83	0.00994990050099499	0.1383	-1.0905195059376032	0.896135625250949
CCNK	-1.632164794875898	-1.441860775071291	15	27	0.350649350649351	0.331	-0.246413458116677	0.9231595249900637
SAT1	-1.3729435012551805	-1.7718345497868715	20	64	0.213786213786214	0.6417	0.47099766307727164	0.9560513633541663
NOP56	-1.8051172207386654	-2.317029356795265	23	186	0.0764992350076499	0.6563	0.5314576205834002	0.9561974817534618
ZSCAN20	-1.9712822724280556	-1.6276566226891558	2	44	0.003529964700353	0.2856	-0.4240161915696459	0.9231595249900637
PPARD	-2.1072327234076744	-1.5646263157167355	2	37	0.003569964300357	0.2074	-0.667737961585445	0.911382796984356
RXRB	-2.0900288031124163	-1.5407411692811341	6	34	0.0528094719052809	0.2083	-0.6972588296881987	0.9132098018507098
UBE3A	-1.5154205027790264	-1.7718345497868715	48	64	0.631368631368631	0.5581	0.30276542270234924	0.9471385449272464
IMPDH1	-1.9208922261663663	-1.4753588887869218	11	29	0.186813186813187	0.2365	-0.5734299694510506	0.9137699977485715
CCDC196	-0.18415416664651818	-0.931490364383426	4	5	0.76023976023976	0.9526	1.1919222033505024	0.9892253865420001
VTN	-1.604111240418731	-1.7668897178046497	63	63	0.943056943056943	0.5095	0.19053308210142403	0.9409634614806405
WDR1	-2.4470294043703955	-1.8337304607164835	62	73	0.706293706293706	0.2137	-0.7120688706506677	0.9137699977485715
RPS10-NUDT3	-0.5415118599142821	-0.6725490774956954	1	2	0.155844155844156	0.4963	0.24089471906578344	0.9409634614806405
VDR	-1.3443409583115598	-1.6676416744433429	23	48	0.350649350649351	0.5938	0.39162357443155466	0.9516542129973977
TSEN15	-1.5847943807027436	-1.0725031651224115	4	8	0.158841158841159	0.1914	-0.7626274922908677	0.9107183705166945
IPO5	-3.8982478791978252	-1.7668897178046497	49	63	0.547452547452547	0.0222	-2.4947661759330093	0.8313635495240101
KRT31	-2.492424047226305	-2.3152244866985074	4	190	0.003139968600314	0.3758	-0.18266506474507693	0.9267743082151115
CANX	-2.2177828170179033	-1.8591009131161922	56	80	0.556443556443556	0.2855	-0.41437714402651804	0.9231595249900637
E2F8	-3.17800510086652	-1.0353684392981801	5	7	0.131868131868132	0.0107	-3.2195218420125107	0.8313635495240101
LARP1	-2.5526074255956632	-1.8475743604064327	14	77	0.0794592054079459	0.1912	-0.8160693037292748	0.9107183705166945
SF3A1	-2.1608546678215226	-2.0700347557893113	57	119	0.364635364635365	0.3958	-0.09852940270501281	0.9284091198723265
ZDHHC17	-5.233029115056098	-2.4293257023785517	55	219	0.137862137862138	0.0116	-2.822075991823761	0.8313635495240101
UBA6	-1.7494546648587779	-1.6801663613797189	49	49	0.921078921078921	0.4003	-0.08461049471017024	0.9284091198723265
MAD2L1	-1.2795596229247233	-1.5987083680001615	15	39	0.255744255744256	0.6029	0.393559009200478	0.9532586260274316
NFKBIA	-2.166637124096883	-1.8364194822270654	67	76	0.761238761238761	0.2972	-0.379564409198759	0.9231595249900637
GALNT2	-0.8059242770152057	-1.2639209345482645	1	15	0.011269887301127	0.7096	0.6371121058565835	0.9625513418791679
DHRS7B	-2.148026856623164	-1.1382911515551046	9	10	0.475524475524476	0.0808	-1.4644740826461329	0.878289466545833
ILK	-3.3569536414825554	-2.284266704021147	32	179	0.0959490405095949	0.1318	-1.1164762526644727	0.8950738104963332
AGO3	-1.192711362728843	-1.4323917608139385	24	25	0.834165834165834	0.5565	0.31180595988205784	0.9464340072462254
ATP2A2	-0.9146303720301219	-1.4866458545435188	3	30	0.040739592604074	0.7639	0.7368006686244828	0.9663367445220484
JUN	-1.8092227967568828	-1.9125887804608948	83	90	0.838161838161838	0.479	0.11854508105157804	0.9409634614806405
DDR1	-1.9666474784378427	-1.1103264661281682	4	9	0.107568924310757	0.104	-1.259494959544042	0.88902495566969
SHTN1	-3.8520949619836555	-1.4022279669362954	15	24	0.254745254745255	0.011	-3.2467333124134634	0.8313635495240101
KIFC3	-2.1958616111589224	-2.0114199560392363	90	106	0.743256743256743	0.355	-0.20416677604989686	0.9246382533600497
HOXA1	-2.816361924410189	-1.742313152990663	9	60	0.04559954400456	0.1099	-1.2697305880663594	0.8950738104963332
ESRRG	-0.6557505097679259	-1.397210358438717	14	22	0.531468531468531	0.858	0.9908793308347317	0.9747310555024018
MAP3K8	-1.38146924466955	-1.5155236387245963	6	32	0.0812091879081209	0.4966	0.1705280859829756	0.9409634614806405
SHISA3	-0.7924160487896964	-0.6725490774956954	2	2	0.401598401598402	0.3154	-0.22035968794281288	0.9231595249900637
TMEM120B	-1.0967668905700114	-1.2106266286151914	8	13	0.385614385614386	0.4899	0.16197478274437158	0.9409634614806405
TSSK1A	-1.3027090293785017	-0.8637846982582109	2	4	0.0974090259097409	0.1962	-0.7194987117286722	0.9107183705166945
IGF1R	-2.7631927253231727	-1.3430071437720277	13	19	0.330669330669331	0.0441	-1.948822848518848	0.8559986106652493
SH3BP2	-0.913929637925413	-1.0725031651224115	4	8	0.255744255744256	0.5176	0.23606208287793934	0.9409634614806405
PKN3	-0.9493889857414076	-1.6708642927128246	51	51	0.958041958041958	0.816	0.8730725387374948	0.9690712767803679
KRTAP13-1	-1.9203579951799132	-1.2019122637704664	5	12	0.126873126873127	0.1457	-1.0112169222490044	0.8989915014865044
FOXA1	-1.2272152618408585	-1.5155236387245963	28	32	0.743256743256743	0.589	0.366751690829723	0.9499420613772374
FH	-1.6050828810106996	-1.7998748093545973	37	67	0.425574425574426	0.5344	0.22851836183167087	0.9409634614806405
SLC22A23	-1.0158326832430122	-0.931490364383426	5	5	0.626373626373626	0.3583	-0.13451707924122125	0.9246382533600497
