Gene	Ptilde	mean_bg_p	k	m	pk	pstar	z.score	PLEAN
HNRNPUL1	-3.4387600466119785	-1.8770193005828943	45	82	0.35964035964036	0.0622	-1.8025162849920768	0.8616775833688047
PIN1	-1.1750386642858865	-2.0873947155540225	2	127	0.003309966900331	0.8511	0.9889751014713015	0.9779366368063934
THAP7	-2.4336053156588435	-1.6864768249762925	28	51	0.355644355644356	0.1654	-0.9013273449546011	0.8939085855326778
LDB1	-0.9235024060601144	-1.497309785150102	2	30	0.019869801301987	0.7597	0.7411111218625953	0.9654269849724112
KLC4	-3.32027661895667	-1.7002432868988884	5	53	0.012209877901221	0.0483	-1.9257183893408762	0.8562317502859838
FAM107A	-1.0918594570743676	-1.4497984751875856	27	27	0.911088911088911	0.6351	0.4675495463481626	0.9480308198175431
RPL17	-1.4051907723592412	-1.9599618264927354	10	100	0.052949470505295	0.7048	0.6224697600975966	0.9578635435371224
VPS52	-1.0158721577139067	-1.7053922782417026	53	54	0.929070929070929	0.8026	0.8429118005749431	0.9711597802501605
MTAP	-1.1699239087022917	-1.6139477565375189	1	44	0.001589984100159	0.6736	0.5513939991784353	0.9516408008321975
ASAP2	-0.3184756550893721	-1.261210021951458	6	15	0.363636363636364	0.9644	1.3148097246163544	0.9922132636963957
CYP2C9	-1.0968897388709031	-1.0646309561939165	8	8	0.729270729270729	0.3958	-0.04839994718910396	0.9163043462726252
CRX	-1.2274800661556091	-1.5595261608931243	4	37	0.039979600203998	0.6114	0.41894317786528085	0.9438223143574331
SRSF2	-1.4528851303040018	-1.8694300984865873	49	81	0.498501498501498	0.6389	0.47753374213701055	0.9482502082436859
ILK	-1.4519367247363317	-2.323062385342898	90	186	0.415584415584416	0.8141	0.894053570521946	0.9722503918048733
MYO1D	-1.20343981518697	-1.3150437284010497	5	18	0.123876123876124	0.4944	0.15307763889407677	0.9310795675650652
VKORC1	-1.498201956963323	-1.1071213234040138	3	9	0.0819691803081969	0.2358	-0.5674607924831373	0.9039238890749427
CDK5	-1.5221732183664654	-1.7342393442838386	32	59	0.412587412587413	0.5332	0.2540992697409526	0.9364899343171764
CCDC130	-0.2895063632153345	-1.261210021951458	12	15	0.764235764235764	0.9717	1.3552125231247134	0.9933607953639667
CCDC85B	-3.6242398099209243	-2.1367733744886066	54	139	0.250749250749251	0.0736	-1.600285703183303	0.8616775833688047
NOP2	-1.8448537115365322	-1.9599618264927354	13	100	0.0658793412065879	0.4819	0.1291547570267301	0.9273432538752023
ARHGAP25	-1.3861477828251287	-1.4497984751875856	10	27	0.20979020979021	0.4565	0.08314224164687177	0.9204822339239235
