Gene	Ptilde	mean_bg_p	k	m	pk	pstar	z.score	PLEAN
RAP1A	-1.4532254239078584	-1.3910050799784706	18	22	0.613386613386613	0.3991	-0.08303192372373727	0.9214512200851714
CRK	-4.983045538414803	-2.669104159403317	162	307	0.405594405594406	0.0295	-2.2150135171833085	0.8637291252424573
APPBP2	-1.1398051838082193	-1.9040947920759241	1	89	8.44999155000845e-4	0.8126	0.8783927119010678	0.9753008711027019
FAM107A	-1.4909183811942588	-1.4540428101912102	6	27	0.0914490855091449	0.4009	-0.04778401575384568	0.9214512200851714
SF3B4	-3.3237889121283235	-1.8882340273374063	24	84	0.141858141858142	0.0698	-1.6636072486908489	0.8637291252424573
GADD45G	-2.199398779902614	-1.5862064042150712	29	40	0.518481518481518	0.1917	-0.7732602877979888	0.8801903593424443
SF3A1	-2.3454638447603555	-2.0345974979345214	26	118	0.12987012987013	0.3154	-0.3445008839693444	0.9078018254512576
RPL10	-3.6066465587802634	-2.6301733861259224	112	286	0.293706293706294	0.1584	-0.9488439304512823	0.8801903593424443
TDG	-1.1541658531764756	-1.1545744748511573	2	11	0.040289597104029	0.4232	5.95257702252057e-4	0.9214512200851714
TSSK3	-1.4666533821252914	-1.349065136985865	7	20	0.163836163836164	0.3674	-0.1602275962073978	0.9168866730019425
YWHAE	-2.3744205278814103	-2.1505656625965375	13	140	0.039979600203998	0.3551	-0.24095673820283095	0.912220957644086
SRSF2	-2.756185250608245	-1.876527956034241	31	80	0.235764235764236	0.1537	-1.007264550323586	0.8801903593424443
PSMD6	-1.7190339365198066	-1.762736842740225	50	61	0.693306693306693	0.4525	0.051905831911502005	0.9260523773516919
APP	-1.062781733605674	-1.4051995567488895	6	23	0.137862137862138	0.6244	0.4524100961675986	0.9521499630891247
DNPH1	-1.2923440697896564	-1.1321360240952525	9	10	0.607392607392607	0.3378	-0.23241278189912082	0.911127155130609
CEP72	-1.8161166226069287	-1.7371657669254366	6	59	0.034169658303417	0.3959	-0.09556490344835654	0.9214512200851714
AP2A1	-2.461548993297482	-1.671252716089365	24	49	0.296703296703297	0.156	-0.964657163204716	0.8801903593424443
GSDME	-1.1449125780761915	-0.9249725931261163	4	5	0.378621378621379	0.2906	-0.3543601410162807	0.9023379633934676
EWSR1	-3.512485388871351	-2.353582987083615	23	195	0.0530894691053089	0.1237	-1.194434222071308	0.8759124087591241
PPARD	-0.6346956276771759	-1.5409561682491442	29	35	0.76023976023976	0.913	1.1530593926998738	0.9862086585705736
SMAD9	-2.672886695738984	-2.0787898953213677	71	125	0.436563436563437	0.2307	-0.6488444708562954	0.8864170096970077
DNAJA1	-3.8450272713856615	-1.960179035154908	21	99	0.0888391116088839	0.0356	-2.139504159770658	0.8637291252424573
RXRG	-2.2102378437100856	-1.671252716089365	15	49	0.155844155844156	0.2143	-0.657899928438124	0.8817821120914467
LAMTOR5	-0.8932954147938942	-1.7117342457434348	31	54	0.487512487512487	0.8556	0.9822774435175085	0.979175714269369
LDHB	-2.17433337341282	-1.9753806893448924	21	101	0.117882117882118	0.3532	-0.22307650416866423	0.912220957644086
GTF2H1	-1.1204650070250863	-1.3910050799784706	20	22	0.761238761238761	0.5845	0.36103083466033065	0.9461715707839888
HIPK3	-1.8414941403120673	-1.4159743933812847	12	24	0.271728271728272	0.2395	-0.550274137682875	0.8897749210084759
CCDC196	-0.5159920091351027	-0.9249725931261163	1	5	0.0701292987070129	0.7139	0.6589361977490074	0.968700268450416
NQO2	-1.3157046885428827	-1.0731393511507628	6	8	0.397602397602398	0.2952	-0.3647434009470095	0.9025792557161839
MAPK6	-3.2078950554424734	-2.2440048190416593	29	168	0.0910890891091089	0.1501	-0.9992828607006985	0.8801903593424443
CUL3	-2.727453783172666	-4.242388292175384	495	1007	0.445554445554446	0.8756	1.0812583136014657	0.9804467781157951
DCK	-1.6128307392833603	-1.349065136985865	4	20	0.0568994310056899	0.2962	-0.3594111670619181	0.9031863677537573
SMAD3	-4.11197853114384	-2.0787898953213677	89	125	0.542457542457542	0.0274	-2.2205526163984155	0.8637291252424573
KRT24	-0.5436462131213726	-1.2173397966913322	7	13	0.423576423576424	0.8552	0.960804634253743	0.979175714269369
PRDX3	-2.0288233563279885	-1.5941232750161178	39	39	0.887112887112887	0.2497	-0.5323283617394722	0.8909172776989817
NCAPH2	-1.3919496425612952	-1.4721587270698506	23	28	0.651348651348651	0.4683	0.10479473576770583	0.9282555301108135
E2F8	-1.0240721203687473	-1.033312545787991	3	7	0.165834165834166	0.4203	0.013861632618716686	0.9214512200851714
TFG	-1.540531087409374	-1.9940566147806262	1	104	2.80999719000281e-4	0.655	0.5037222747763768	0.9577749346088827
FKBP5	-2.5218725888058633	-2.0787898953213677	65	125	0.394605394605395	0.2709	-0.48391399448278355	0.894089336264837
UBA6	-1.053940735186055	-1.6487851153032882	30	46	0.542457542457542	0.7515	0.7325796957915522	0.9695425460428376
HLA-DPB1	-0.7146686536201321	-1.4961575789918755	9	30	0.218781218781219	0.8675	1.0008099968621362	0.9793645931225966
TRMT2A	-1.4559574865509242	-1.3910050799784706	11	22	0.295704295704296	0.397	-0.08667781191177036	0.9214512200851714
DYNLT1	-1.5216199926824154	-1.9341747070950128	28	95	0.208791208791209	0.6357	0.4648264336946833	0.9543951880280594
SMAD1	-2.706057551272417	-1.9929503165651865	15	107	0.0603793962060379	0.19	-0.7981957281329719	0.8801903593424443
UHRF1BP1L	-1.8780543375317345	-1.24416933799474	14	14	0.734265734265734	0.1647	-0.8833128331650524	0.8801903593424443
RHOD	-1.0266461969618779	-1.300054077893865	7	17	0.242757242757243	0.5972	0.3817207541224148	0.9465798316880205
CALML3	-1.0556851906662081	-1.5138484045932448	15	33	0.327672327672328	0.681	0.5806191270212828	0.9612576127608053
HSP90AB1	-2.096136984315179	-3.322601783641785	197	567	0.2997002997003	0.8611	1.0195749284870685	0.9793645931225966
SNRNP40	-2.3793160360828107	-1.6624056897892123	25	48	0.326673326673327	0.1716	-0.8681389371952903	0.8801903593424443
SHTN1	-4.640069887984042	-1.4159743933812847	17	24	0.286713286713287	0.0012	-4.169339686104781	0.8333284318626961
DKC1	-0.6783135328548368	-1.782013641950364	2	67	0.012719872801272	0.9489	1.3095757922101456	0.988713895596819
ESRRG	-1.6986203189501625	-1.3910050799784706	9	22	0.1998001998002	0.2869	-0.4105069732102982	0.9009449932199762
ZC3H11A	-2.2257270807398823	-1.4961575789918755	7	30	0.0752792472075279	0.1555	-0.9343196391526672	0.8801903593424443
TRIM42	-1.994345209299805	-1.762736842740225	32	61	0.370629370629371	0.3228	-0.2750806750312271	0.9082438161412617
TMEM120B	-0.7454945928359415	-1.1898540358331682	1	12	0.016369836301637	0.7034	0.6346888137872223	0.9655945840990878
IFI30	-0.8429434466615836	-1.5409561682491442	35	35	0.946053946053946	0.8237	0.8881001531221624	0.9762819444241742
TGFBR1	-2.4348806377711134	-2.1628275408068713	24	147	0.0910890891091089	0.3378	-0.293257791340742	0.911127155130609
TSSK1A	-0.47325759625228536	-0.8610376145677486	1	4	0.0974090259097409	0.7054	0.650225646415731	0.9669999368730646
TIMM44	-2.382751443188747	-1.5491446101858168	13	36	0.167832167832168	0.13	-1.0621776788561748	0.8759124087591241
ARHGAP10	-1.8494226510545626	-1.033312545787991	2	7	0.027159728402716	0.1143	-1.2242529907841906	0.8745441245349149
CAMK2B	-1.5422239381515541	-1.5862064042150712	18	40	0.296703296703297	0.4505	0.055463661511131565	0.9252467610381818
KRTAP23-1	-1.085219093449742	-0.8610376145677486	2	4	0.127872127872128	0.284	-0.3759052559069571	0.9007216781381836
IMP4	-1.9487770925545302	-1.2173397966913322	9	13	0.344655344655345	0.1388	-1.0431572463661558	0.8801903593424443
PLEKHA5	-2.735838693212572	-1.8342194307070951	67	73	0.782217782217782	0.1434	-1.0610165928774158	0.8801903593424443
SLC22A23	-1.6760793451729956	-0.9249725931261163	3	5	0.137862137862138	0.1175	-1.210158737775806	0.8745441245349149
ATP6V1D	-2.105599637057562	-1.5862064042150712	15	40	0.1998001998002	0.2177	-0.6549757900329214	0.8817821120914467
MTREX	-2.331992145472099	-1.7699317671993902	54	64	0.693306693306693	0.2162	-0.6685053100763976	0.8817821120914467
BICDL2	-1.2314212549973476	-0.6564385085178478	1	2	0.029789702102979	0.1292	-1.055701734846419	0.8759124087591241
RIT1	-2.165891888802584	-1.1321360240952525	8	10	0.367632367632368	0.0769	-1.4996629868355877	0.8719877543788408
ILVBL	-0.9834460236939216	-1.4968393076884685	8	31	0.157842157842158	0.7225	0.6626732682333001	0.968700268450416
MYOT	-1.2232081226363656	-1.033312545787991	4	7	0.237762237762238	0.3108	-0.2848638025593067	0.9078018254512576
POLR2A	-1.972099274772888	-1.782013641950364	32	67	0.334665334665335	0.3409	-0.2255427367813898	0.911127155130609
HNRNPA2B1	-1.016977096733343	-1.9709322607648987	96	98	0.946053946053946	0.8761	1.0605678102857716	0.9804467781157951
H2AFY	-0.905191054269306	-1.3447857155670873	19	19	0.896103896103896	0.6898	0.5974686089992275	0.9632505960158537
ERICH2	-0.2022254937697759	-0.8610376145677486	4	4	0.89010989010989	0.9244	1.1046895582017624	0.9875886996569089
CALU	-1.5540406114925471	-1.9552273720314466	2	96	0.002689973100269	0.6271	0.44952410985048197	0.9529275684262826
SYCE3	-0.5443898653166239	-0.8610376145677486	1	4	0.0806091939080609	0.6485	0.5309517708965682	0.9567591110792721
SS18	-3.123183928397468	-1.470729259404405	9	29	0.0904190958090419	0.0347	-2.1553980200123077	0.8637291252424573
PDHA2	-1.3352170146905522	-1.0731393511507628	5	8	0.283716283716284	0.285	-0.394083917098265	0.9007216781381836
MEOX2	-3.1619060274715323	-2.3293403870943306	168	192	0.782217782217782	0.1762	-0.8595557673392652	0.8801903593424443
KRTAP10-5	-1.6709893895228731	-1.9477423473737692	39	97	0.300699300699301	0.5641	0.3132740398365714	0.9424504567268723
MT1DP	-0.8349737138368037	-0.8610376145677486	4	4	0.618381618381618	0.429	0.04370368740120894	0.9229181793862499
GFI1B	-1.0970571935767524	-1.8209768894355802	1	72	0.00115699884300116	0.7967	0.8399106982939445	0.9740900672741075
PPM1G	-1.7629391139228163	-1.7699317671993902	16	64	0.143856143856144	0.4339	0.008316946057074006	0.9229181793862499
YWHAB	-2.341002297458682	-2.4625595202344703	150	233	0.557442557442557	0.4928	0.12071653436815137	0.9342041513287964
NUP62	-1.8747407954347708	-1.7809034844585252	46	68	0.536463536463537	0.3822	-0.11020341022547764	0.9214512200851714
LTN1	-1.0720481787266887	-1.5409561682491442	20	35	0.441558441558442	0.698	0.5966041082287912	0.9646975377368631
SSC5D	-0.5196757900580431	-1.117677398626062	6	9	0.523476523476524	0.8093	0.860282211586152	0.9749372986382618
DTNBP1	-2.59376736804099	-2.0947505611699873	38	128	0.190809190809191	0.258	-0.5443166565877542	0.8916548930116129
SMYD3	-0.872551679485353	-1.3447857155670873	1	19	0.00754992450075499	0.7107	0.6418299344830303	0.968522693425322
SNX3	-2.8723081628794747	-1.7722180689364986	25	66	0.210789210789211	0.1019	-1.3106214286197204	0.8719877543788408
LATS1	-1.443028768606808	-1.6487851153032882	28	46	0.465534465534466	0.5362	0.2533989172771236	0.9402435768965565
SF3A2	-0.7369763767822352	-1.569223810350096	3	37	0.039979600203998	0.8829	1.043184156112977	0.9826499637922851
ARID3B	-0.6834561368708418	-1.3351282712603125	13	18	0.599400599400599	0.8236	0.8831397134510456	0.9762819444241742
CBX8	-2.347718959497374	-1.7548515512336262	46	62	0.573426573426573	0.2119	-0.705136047421069	0.8810219333019909
FSD2	-1.8669026915745843	-1.6194041992618144	24	43	0.380619380619381	0.3232	-0.30197211609365204	0.9082438161412617
VKORC1	-1.3654293390059054	-1.0731393511507628	2	8	0.042759572404276	0.2706	-0.4395139279966562	0.8936855609491601
SNRPD1	-3.595855296378204	-1.8797345845633913	14	85	0.0558494415055849	0.0422	-1.9953372862409786	0.8637291252424573
SPRY1	-2.1417832991333805	-1.428302887410204	16	25	0.378621378621379	0.1558	-0.9477124093392989	0.8801903593424443
COG4	-0.2857324360313306	-1.300054077893865	17	17	0.962037962037962	0.9764	1.41615384580216	0.9940765468153209
TDO2	-2.128453198645195	-1.2667308213185156	15	15	0.721278721278721	0.1158	-1.1876935213100646	0.8745441245349149
