Gene	Ptilde	mean_bg_p	k	m	pk	pstar	z.score	PLEAN
PDE4D	-0.6189466882243561	-1.1702403364721963	4	11	0.232767232767233	0.7671	0.7801749698423813	0.9695664407666726
BAG6	-3.699013650185821	-2.372386332987255	1	200	9.99999000001e-7	0.1074	-1.3357631415040911	0.8750919779816889
TRIM13	-0.17239605861241222	-1.1392487596107024	8	10	0.798201798201798	0.9866	1.402886335512417	0.9953244750695239
COPS5	-3.5319267521898445	-3.4904457409064786	173	639	0.212787212787213	0.4246	-0.0334012566955756	0.9254722128050179
FAM107A	-1.214235633463186	-1.4855744484307185	29	29	0.908091908091908	0.5848	0.34886104539197227	0.944083970658427
ITGB1BP1	-0.8326951680849025	-1.1030757048636404	3	9	0.152847152847153	0.5967	0.40306130912296184	0.9485984340421972
FHL1	-0.822811716247607	-1.324547674016624	19	19	0.905094905094905	0.7315	0.680936515346328	0.9650789504681613
PPP4R1	-1.2636737136088603	-1.4349664429688058	3	25	0.034719652803472	0.5253	0.225024751816648	0.9362178342207867
C15orf48	-1.6921994708804042	-2.046227536629869	113	114	0.95004995004995	0.6081	0.3940158446775713	0.9496470788432045
TCL6	-0.09514511269234194	-0.6616703507770081	1	2	0.556443556443556	0.9355	1.0620831782984288	0.9909830069624614
UACA	-1.2498236913450083	-1.3675604507185477	7	20	0.181818181818182	0.488	0.15654855697967365	0.9349458871916346
SRSF2	-2.1545047546392784	-1.8739660728697236	2	80	0.001549984500155	0.3211	-0.32309604100482314	0.9166058798507475
CSNK1A1	-2.6433153719433986	-1.7071642296739629	37	55	0.473526473526474	0.1303	-1.1052498173986265	0.8750919779816889
TPM2	-1.1406493637682285	-1.7439355625388788	9	60	0.0865891341086589	0.7451	0.7130070434392685	0.9679111273273345
KRT40	-1.3927300372163312	-2.6338546284953828	131	290	0.3996003996004	0.9084	1.1997170558759132	0.9878279744382324
CAPN1	-1.9071343836988313	-1.7047846003782081	51	53	0.855144855144855	0.3394	-0.2397518963075581	0.9192903621933233
DBN1	-2.353705376292279	-2.302830484320033	45	186	0.164835164835165	0.4253	-0.05305635646162291	0.9254722128050179
GSDME	-0.24196782167658729	-0.981257318016967	5	6	0.766233766233766	0.936	1.153002087703187	0.9909830069624614
CUL4B	-1.8731278589274993	-2.4903725030713835	86	247	0.281718281718282	0.7003	0.6159018567198445	0.9610127594835454
PFDN2	-3.08750715282401	-1.7292816520941396	13	58	0.0833091669083309	0.0716	-1.639590625996314	0.8510632807686973
GOLGA5	-0.6055711885077752	-1.6504312774803307	1	48	0.00591994080059199	0.948	1.27193885206256	0.9909830069624614
TBPL1	-0.7634779746989675	-1.3765084254247442	1	21	0.00896991030089699	0.7914	0.8164891319556862	0.9703458239198444
SAT1	-2.4161202781200943	-1.7932890616586048	33	65	0.33966033966034	0.1995	-0.7321739437026503	0.894637808946378
PPARD	-1.1260416893004104	-1.5525908627285019	35	36	0.887112887112887	0.6672	0.5397171702818173	0.9567698252980353
WDR60	-0.6017029700760781	-1.2512950362209376	11	14	0.662337662337662	0.8253	0.9015582369024416	0.9753522079927005
CCDC196	-2.2316445675824936	-0.9308848147028757	1	5	0.00117599882400118	0.0379	-2.0854113797983445	0.8383865710545788
LMO3	-1.8401552148011677	-1.5518998434711333	22	35	0.430569430569431	0.2965	-0.3571333489145861	0.9166058798507475
TRIP6	-2.0150309423128965	-2.1705819066573557	138	148	0.868131868131868	0.5058	0.16629633145117334	0.9362178342207867
RRM2	-1.5867387880779409	-1.4855744484307185	14	29	0.295704295704296	0.3682	-0.1300672640217048	0.9203006746279196
HNRNPU	-1.6887584495320889	-2.8986786503530237	18	393	0.026739732602674	0.8861	1.122960053534887	0.9829570828120873
TSEN15	-1.6272243466883412	-1.0764684538024383	1	8	0.002979970200298	0.1765	-0.8134360928455745	0.8895860317925179
KANSL1L	-0.06087144096556372	-0.6616703507770081	1	2	0.638361638361638	0.9661	1.1263371386737888	0.9929967913964116
KEAP1	-0.9389834092093774	-1.8557209783875592	75	78	0.919080919080919	0.8815	1.0646445455672646	0.9814945997847345
RBMS2	-3.0458496875009478	-1.1392487596107024	9	10	0.371628371628372	0.0162	-2.7664445538092886	0.8383865710545788
XRN2	-0.5339054300627611	-1.6493441045901032	45	46	0.947052947052947	0.9639	1.3764165848749903	0.992039498510999
E2F8	-0.8058210613323978	-1.0351846082770344	3	7	0.204795204795205	0.5677	0.350872928906415	0.9387838923517401
FXR2	-1.965329981455257	-1.9089773013607712	5	91	0.014559854401456	0.4079	-0.06520858535051681	0.924114412336466
UBE2B	-2.1396863572298517	-1.62434487694266	14	43	0.164835164835165	0.22	-0.636895031819674	0.9009781778252787
MTOR	-1.5707889858503852	-1.5078510853640266	19	31	0.424575424575425	0.3935	-0.07993170705099234	0.9222804976170816
RPL10	-3.5421806401496356	-2.614391509479091	1	287	9.99999000001e-7	0.1824	-0.8871793065735861	0.8905339462332142
PSMC6	-0.834752962007447	-1.9094032884484813	75	86	0.823176823176823	0.9283	1.2420147145495835	0.990440879866386
CCDC155	-2.0345049585962998	-1.8376347988902235	37	74	0.35964035964036	0.3387	-0.22710402849242592	0.919017525856842
SF3B1	-3.0161888997702744	-2.049944167507206	3	117	0.001619983800162	0.1403	-1.0561469885606867	0.8771156310552788
IQCN	-1.5200105024884913	-1.2512950362209376	10	14	0.42957042957043	0.2888	-0.3729458141851266	0.9166058798507475
SNRNP40	-1.2298600292124868	-1.6808274370126752	5	51	0.041329586704133	0.666	0.5509399937152214	0.9567698252980353
HSPB1	-3.8029465570303462	-2.0056070268909587	64	108	0.415584415584416	0.0444	-1.9744344091036816	0.839147909626047
SHTN1	-0.6606936917273625	-1.3896392391668606	2	22	0.03989960100399	0.8561	0.9681497879978852	0.9795205225540089
SMS	-2.075708042033896	-1.6272802198554255	8	42	0.0706992930070699	0.2422	-0.5524408941579994	0.9052212934326164
UBE2K	-3.914516344439808	-1.9631924809463954	39	100	0.222777222777223	0.036	-2.192916176617247	0.8383865710545788
TRIM23	-2.7860557638879344	-2.0740032812561706	29	121	0.136863136863137	0.2046	-0.7828935989815224	0.894637808946378
