Gene	Ptilde	mean_bg_p	k	m	pk	pstar	z.score	PLEAN
PCBP2	-2.1955524485224056	-1.6719368425237902	7	50	0.044439555604444	0.2168	-0.6330960040338027	0.8997850214978501
TRDMT1	-1.169858268131681	-1.1993853193921367	6	12	0.262737262737263	0.4428	0.04216933360452942	0.9289223688072961
HTR3C	-3.4655080739489246	-1.823175895350166	43	73	0.385614385614386	0.053900000000000003	-1.9241897037039155	0.8432490084324903
FABP7	-0.5823107681367459	-1.159626729296671	2	11	0.0903590964090359	0.8034	0.837259584817902	0.9711697303958734
NDUFV1	-2.634818626850595	-1.8060797270434181	48	71	0.502497502497502	0.1568	-0.9756828425738259	0.8696592706320767
VTN	-1.0352821330657644	-1.7367893106497725	57	57	0.959040959040959	0.7988	0.8251013460584165	0.9711697303958734
CD40	-3.299041100421987	-1.2520030019933437	6	14	0.0817291827081729	0.0151	-2.858680621995608	0.8432490084324903
TOMM70	-1.5782406687212496	-1.3523853919726798	2	20	0.012719872801272	0.3087	-0.3014956668376281	0.9176156680594052
RSRC1	-1.1811778624298737	-1.5097512910159727	2	33	0.012719872801272	0.613	0.42413570847995286	0.9486972522875008
TM9SF4	-0.9074907347104071	-1.5911369418327703	29	40	0.624375624375624	0.8113	0.8571761686012557	0.9728851219112618
UTP25	-0.7311105479589565	-1.159626729296671	9	11	0.642357642357642	0.7005	0.6214608710171803	0.9595075995359044
TSSK3	-1.6913008057773173	-1.3711331395886879	11	21	0.28971028971029	0.2747	-0.42905129330304315	0.9119168891191689
SNX3	-0.9329972011804277	-1.7922916728506255	23	67	0.270729270729271	0.8637	1.0097486388061736	0.9797399491764558
SRSF2	-2.9473961802274644	-1.847648990930073	63	77	0.653346653346653	0.1064	-1.2890208979282742	0.8495458331496976
RAD23A	-0.7992149140048312	-1.787361021237232	20	66	0.242757242757243	0.9106	1.1643178770885922	0.986248416281742
CEP192	-1.597112600446944	-1.5285273845038925	1	34	7.52999247000753e-4	0.3954	-0.08741591843254598	0.928294634923972
KRTAP10-1	-1.1588732182721082	-1.7922916728506255	13	67	0.124875124875125	0.7591	0.7443239115249978	0.9689867226131569
CDK18	-2.18608835113974	-1.7046848495913551	11	54	0.0877091229087709	0.2321	-0.5777198416490448	0.9011686408633202
GSDME	-1.6187023392722628	-0.9267200594654875	5	5	0.474525474525474	0.1274	-1.0968747436871642	0.8557174041446546
DDIT3	-1.5095655583812297	-1.686985152988764	3	53	0.012859871401286	0.5214	0.21368102063826766	0.9399927746903406
TPM4	-1.5553430845194174	-1.7350513067071025	60	60	0.942057942057942	0.524	0.2164706408979585	0.9419724601239499
PPARD	-2.8429635247564597	-1.543183041943263	18	35	0.264735264735265	0.0668	-1.6678818038232484	0.8432490084324903
RXRG	-1.7137515084330888	-1.6674405562555108	48	48	0.921078921078921	0.4109	-0.05603068536700972	0.9289223688072961
DBN1	-1.6604917416786575	-2.308944873528374	12	187	0.032929670703293	0.7168	0.6711776561464801	0.9628534675362777
MPZL1	-0.3318763749420767	-1.299945835980565	17	17	0.956043956043956	0.9656	1.3254767722960825	0.9945467679713421
CUL3	-6.26083234476335	-4.2551587663801484	494	1001	0.416583416583417	0.0856	-1.4250207303506353	0.8432490084324903
ATF7IP	-3.0431176910524402	-1.761864638581692	48	62	0.576423576423576	0.0837	-1.5263435101973144	0.8432490084324903
GRB2	-2.3713690400299408	-3.170880197366675	191	495	0.328671328671329	0.7397	0.6844319318130836	0.9653824261586786
RPS10-NUDT3	-0.5415118599142821	-0.6722448136463641	1	2	0.155844155844156	0.4879	0.23680103699442442	0.9384517722634188
RPLP2	-2.5812701773665934	-1.9849081616415967	1	101	2.5999974000026e-5	0.2301	-0.6668970281204117	0.9011686408633202
TSEN15	-0.2302027088231964	-1.038732916122058	7	7	0.927072927072927	0.9506	1.2049252265848454	0.9923797379639822
SPR	-1.9346131469655634	-1.6334074499828266	31	44	0.524475524475524	0.2995	-0.3716464199551034	0.9164168972097098
EPS15	-2.2931129507110843	-1.9077884599234656	52	87	0.454545454545455	0.2781	-0.441986631649036	0.9119168891191689
RBM47	-1.2010384243498664	-0.7724530240635559	2	3	0.152847152847153	0.1898	-0.7530409896890262	0.8938313594559859
UBE2G2	-1.5675969762364654	-1.5097512910159727	27	33	0.648351648351648	0.4058	-0.07466952147980231	0.9286674814486929
RAB2A	-1.959144368324154	-1.923022622753138	35	90	0.272727272727273	0.415	-0.04038674608624957	0.9289223688072961
CATSPER1	-1.1478114705248679	-1.5184787445136267	6	31	0.0959490405095949	0.632	0.4706489070034048	0.9513420517244757
ZDHHC17	-3.9130870119696115	-2.3995677128197017	87	213	0.288711288711289	0.068	-1.546549021834945	0.8432490084324903
E2F8	-0.9437816987880531	-0.9842343947673504	4	6	0.346653346653347	0.4404	0.06330735799734143	0.9289223688072961
ERBB2	-1.7393612076578304	-2.107372233215947	18	129	0.0818891811081889	0.6041	0.40286716562517794	0.9480337263255173
PSMB3	-1.7232251866861088	-1.736371934641264	41	61	0.532467532467532	0.4415	0.015729282438584315	0.9289223688072961
SHC1	-3.6363070137978086	-2.0924549907579864	93	127	0.578421578421578	0.0661	-1.688010110227473	0.8432490084324903
PCMT1	-1.4681110467807539	-1.8278933794606431	59	75	0.684315684315684	0.6104	0.4191469581975494	0.9486972522875008
MAGI1	-2.6009690899515627	-1.787361021237232	44	66	0.487512487512487	0.1593	-0.9586622994455872	0.8711427415358549
IQCN	-1.1497621405498304	-1.2638899620120725	5	15	0.155844155844156	0.4872	0.15802526732242866	0.9382264045982903
SNRNP40	-4.495510421780324	-1.686985152988764	11	53	0.047319526804732	0.0053	-3.3825381421441962	0.8432490084324903
SHTN1	-1.787633851322365	-1.4026395793460615	16	23	0.452547452547453	0.2504	-0.5103478593881635	0.9072321114345259
CAPN1	-2.166493660063976	-1.694203223246948	19	52	0.208791208791209	0.2361	-0.5647017101756312	0.9011686408633202
PSMA4	-1.7627221624553395	-1.801703165928149	68	68	0.942057942057942	0.4454	0.0460070208560677	0.9289223688072961
PIK3R1	-2.735937918012858	-2.130455752387814	10	135	0.024369756302437	0.2326	-0.6524528097278811	0.9011686408633202
SF3B3	-2.4991199688096564	-2.035206457915202	49	114	0.304695304695305	0.266	-0.5110564911478802	0.909942137524349
PSAP	-1.9885630932072882	-1.5285273845038925	3	34	0.013259867401326	0.2368	-0.5863427479978459	0.9011686408633202
TRA2A	-3.794253759819995	-2.045457500221415	13	119	0.032929670703293	0.0504	-1.913640009546026	0.8432490084324903
VWF	-1.4655232880859377	-1.038732916122058	2	7	0.043429565704343	0.2136	-0.6360312589443214	0.8997850214978501
TSSK1A	-1.1408940675166819	-0.7724530240635559	3	3	0.416583416583417	0.2117	-0.6473650474763071	0.8997850214978501
PSMC5	-1.6689188922319238	-2.0279654900458115	58	111	0.422577422577423	0.6028	0.3996298283124882	0.9479813737376263
ARHGAP10	-0.382988962948846	-1.038732916122058	3	7	0.326673326673327	0.8673	0.977233038699341	0.9797399491764558
PMPCB	-1.4955871557495894	-1.7367893106497725	10	57	0.0910890891091089	0.5524	0.28369805618489025	0.9430682160781566
KRTAP23-1	-1.1945112850906026	-0.8642426595294476	3	4	0.271728271728272	0.2325	-0.5370790320649211	0.9011686408633202
ATE1	-2.4088130348918972	-1.2114185406126534	9	13	0.298701298701299	0.0638	-1.6914025309736047	0.8432490084324903
CLIC1	-1.0119205978509593	-1.5857421424346396	1	38	0.002689973100269	0.7459	0.7131489610357166	0.9674271722963641
SLC22A23	-0.5582335682258244	-0.9842343947673504	5	6	0.626373626373626	0.7158	0.6666795915612095	0.9628101517333647
TSPAN17	-1.4556466926266045	-1.5911369418327703	19	40	0.325674325674326	0.4969	0.169881748026115	0.9396656393473954
RAC1	-0.6288048836965001	-1.8367502467066779	2	76	0.012119878801212	0.9674	1.4254720638579068	0.9945844496010169
MCL1	-2.534263986677876	-1.299945835980565	4	17	0.036639633603664	0.061	-1.690023396273313	0.8432490084324903
ODAM	-0.36693030909880947	-0.6722448136463641	1	2	0.244755244755245	0.6463	0.5530265263834365	0.9536572327918549
DES	-2.4425802314083285	-1.3711331395886879	9	21	0.162837162837163	0.0842	-1.4358281894092384	0.8432490084324903
ILVBL	-1.2647644739030204	-1.5081896593310276	2	32	0.011759882401176	0.5636	0.3097524464184862	0.9439596089722456
CDC37	-3.261119994440534	-2.4302086526627993	96	231	0.311688311688312	0.1881	-0.8276882349114774	0.8938313594559859
YWHAG	-1.1712264654073954	-2.4036436477995746	174	215	0.764235764235764	0.9288	1.2581466733865057	0.9880448428367764
ERICH2	-0.38636859748095176	-0.8642426595294476	1	4	0.123876123876124	0.7827	0.7771132915149211	0.9697713553968965
KIAA0753	-2.070018220047271	-1.849674135052164	64	79	0.683316683316683	0.3363	-0.25302490314907405	0.9223757206991672
SYCE3	-0.9325007399898768	-0.8642426595294476	3	4	0.33966033966034	0.364	-0.111000503671847	0.9239677477282541
ZC3H11A	-1.4349471195360741	-1.4737892104047146	8	29	0.136863136863137	0.4423	0.050019664022160314	0.9289223688072961
USP1	-1.596553885186454	-1.5574551654398738	30	36	0.672327672327672	0.4093	-0.04972258755835264	0.9289223688072961
MT1DP	-0.9951825009842267	-0.7724530240635559	1	3	0.034909650903491	0.2763	-0.3913442352940979	0.9119168891191689
HLA-DQA1	-2.800471751979062	-1.4728624848404985	13	28	0.201798201798202	0.0604	-1.722490572808602	0.8432490084324903
RPS4X	-2.5868786465138083	-2.2335713223851528	159	160	0.95004995004995	0.3127	-0.3768477109664012	0.9189008106488621
TAGLN	-1.4703737204046892	-1.6184951320993186	29	42	0.53946053946054	0.5007	0.1825736800573324	0.9396656393473954
PRPF8	-2.150785996138202	-1.9857949005122706	59	100	0.462537462537463	0.3631	-0.18326392359698876	0.9239677477282541
RAB7A	-0.9369075460285925	-2.0431763490620103	117	120	0.947052947052947	0.9209	1.19496237945991	0.9872321689269157
TFPT	-1.3667063483379711	-1.7208701996271978	21	56	0.262737262737263	0.6101	0.4216556292921735	0.9486972522875008
SSC5D	-1.8142327522303747	-1.1109099171782175	5	9	0.188811188811189	0.1377	-1.0310368932455505	0.8573507501207855
CASK	-1.1728254025738771	-1.5574551654398738	5	36	0.0613393866061339	0.644	0.4891410047595153	0.9531134142613293
NECAB2	-1.3814725819643185	-1.7350513067071025	52	60	0.767232767232767	0.6167	0.4259093558502652	0.9492002499213407
ALDOA	-3.6256550376153807	-1.8367502467066779	66	76	0.688311688311688	0.0384	-2.111050617378329	0.8432490084324903
B3GALNT1	-2.2842726895408196	-1.413796603031883	24	24	0.803196803196803	0.1275	-1.1266308543257362	0.8557174041446546
FSD2	-1.8510311241934743	-1.6155925191570952	11	41	0.130869130869131	0.3235	-0.2871234311402884	0.919786381873051
ESD	-1.7411618977329817	-1.4737892104047146	10	29	0.170829170829171	0.3007	-0.3443144199958503	0.9165573508874278
ZNF20	-2.555241251913872	-1.3357248537693547	11	19	0.255744255744256	0.0682	-1.6424098730351837	0.8432490084324903
PPP2R3C	-0.839230925932406	-1.4026395793460615	10	23	0.310689310689311	0.7583	0.7468537096783731	0.9687775519214594
RPS19	-3.1503483647975985	-2.0959254925746515	3	126	0.001349986500135	0.131	-1.1580139419030349	0.8573507501207855
RAB14	-1.4002315723826975	-1.5011829560486134	30	30	0.898101898101898	0.4766	0.12886459171607378	0.934616527768411
RRM2	-1.3522572410645597	-1.5011829560486134	1	30	0.00151399848600151	0.5029	0.19010389714870216	0.9396656393473954
PPP2R1A	-1.955271014477081	-2.148685368341915	112	141	0.705294705294705	0.5167	0.2079354699690543	0.9396656393473954
RABGGTB	-2.738028241512881	-1.694203223246948	5	52	0.016849831501685	0.1119	-1.2480662892762386	0.8534171186489881
SMAD1	-3.2416217922043145	-2.003084290803897	20	110	0.0817291827081729	0.0988	-1.3828926920666982	0.845350219076453
CIRBP	-0.8077320729238822	-1.6184951320993186	2	42	0.016719832801672	0.8675	0.9993423211045944	0.9798799125612301
ISOC1	-2.090751144002875	-1.5097512910159727	32	33	0.809190809190809	0.1994	-0.7499778218030063	0.8969023208828821
ATXN3	-0.5940101590134903	-1.5911369418327703	29	40	0.662337662337662	0.9397	1.2502275393356272	0.9896173793067844
AGL	-1.3954753307777363	-1.6155925191570952	6	41	0.0622893771062289	0.5375	0.26843856966732027	0.9427078797496594
LDHB	-6.964587646516884	-1.9939082774746097	36	105	0.138861138861139	1e-4	-5.5308172041005275	0.8432490084324903
HNRNPH3	-1.5216307832700031	-1.7909910890464833	57	65	0.776223776223776	0.5604	0.31186475889312104	0.9431515779321678
PDE9A	-1.3708235689749417	-1.4190783101017432	3	25	0.031409685903141	0.447	0.0636727703332226	0.9289223688072961
PCGF5	-1.2258695291862671	-1.4728624848404985	3	28	0.032049679503205	0.5689	0.32045802043964106	0.9457570563418437
LZTS2	-4.009671808756186	-2.3457969105822687	113	191	0.454545454545455	0.061	-1.6780745958085115	0.8432490084324903
KPNA3	-2.1178304817393183	-1.686985152988764	23	53	0.270729270729271	0.2539	-0.5189024909469544	0.9072847442430257
EVL	-0.8949169558871131	-1.159626729296671	1	11	0.012309876901231	0.5878	0.38389860993420966	0.9479813737376263
FH	-3.3812167618197293	-1.7922916728506255	10	67	0.041329586704133	0.0544	-1.8671305339984947	0.8432490084324903
ARRB1	-1.4196147846854972	-1.5184787445136267	22	31	0.536463536463537	0.4762	0.12553094891390063	0.934616527768411
DIPK1B	-1.005581878444379	-0.9267200594654875	4	5	0.414585414585415	0.3629	-0.12500542283153457	0.9239677477282541
FAM92A	-0.3605769047515153	-0.7724530240635559	3	3	0.758241758241758	0.7472	0.7236821420160757	0.9676514753511578
FAM83H	-0.6155412692974903	-1.5081896593310276	3	32	0.0533394666053339	0.9123	1.1358726999355042	0.986248416281742
VAPB	-5.402571484930818	-1.9849081616415967	101	101	0.884115884115884	0.0019	-3.8218891433701634	0.8432490084324903
RUSC1-AS1	-0.5342700145434579	-0.7724530240635559	2	3	0.357642357642358	0.5844	0.41849668489945135	0.9479813737376263
WDR27	-0.6293846777541091	-0.6722448136463641	2	2	0.484515484515485	0.4244	0.07763401908448796	0.9289223688072961
S100A4	-2.1264697502911245	-1.5285273845038925	12	34	0.168831168831169	0.1896	-0.762112947467008	0.8938313594559859
TMEM213	-1.2653846025337374	-0.7724530240635559	3	3	0.378621378621379	0.1665	-0.8660996932051019	0.874286555084329
NBAS	-1.1303708062911624	-1.0671625765612849	3	8	0.12987012987013	0.3786	-0.09551008475128231	0.9269251442977143
TARS	-2.0496093441030685	-1.7350513067071025	5	60	0.021209787902121	0.2938	-0.3789063133883417	0.9142641291426413
RPL12	-1.6801663792991162	-2.003084290803897	48	110	0.338661338661339	0.5863	0.36055494440214725	0.9479813737376263
FAM136A	-1.0133781702989801	-1.3357248537693547	7	19	0.216783216783217	0.6114	0.4341273116765023	0.9486972522875008
TMEM218	-0.3921078743374582	-0.8642426595294476	1	4	0.121878121878122	0.7776	0.7677801456443204	0.9697713553968965
SMCO3	-0.4830594873890608	-0.8642426595294476	4	4	0.757242757242757	0.6961	0.6198756808484269	0.9595075995359044
TRAPPC2	-1.197862470714774	-1.3523853919726798	1	20	0.003269967300327	0.513	0.2062736450395801	0.9396656393473954
HYKK	-0.3553160371337989	-0.9267200594654875	1	5	0.10989010989011	0.8357	0.9057437723866247	0.9774492364653684
CEP135	-1.028092656779748	-2.233804866506582	116	162	0.664335664335664	0.9294	1.2614450919134292	0.9880943395549013
SPTBN1	-0.49238464418532635	-1.8349541597925054	30	72	0.383616383616384	0.9852	1.5436394991999252	0.9981507343771117
MYBPHL	-0.5551938616913177	-1.0671625765612849	1	8	0.039979600203998	0.7733	0.77360456947147	0.9697713553968965
OXSR1	-2.1164159538549043	-1.4026395793460615	6	23	0.0791692083079169	0.1563	-0.946180946907317	0.8696592706320767
MTUS2	-3.713043956887059	-2.227308604122096	64	164	0.260739260739261	0.0778	-1.577646977665152	0.8432490084324903
EAF2	-1.2420831454850185	-1.299945835980565	17	17	0.845154845154845	0.4564	0.07922536070100737	0.9319289554986916
TP53	-4.694473356377344	-2.6889071838944876	67	311	0.12987012987013	0.043	-1.917671067070363	0.8432490084324903
FUOM	-0.4755110275037655	-0.6722448136463641	2	2	0.578421578421578	0.5433	0.3563505852233661	0.9427078797496594
PSMC2	-1.396885459979252	-1.9883206508218951	88	103	0.78021978021978	0.7146	0.6505829982865383	0.9623697398212516
SSPO	-0.5004155810888435	-0.7724530240635559	1	3	0.118881118881119	0.6156	0.4779802232024204	0.9492002499213407
MOB1B	-1.3868304218445755	-1.4512992433862382	18	27	0.481518481518482	0.4527	0.08364793323000431	0.9306199703845216
METAP2	-1.4054455379817858	-1.2520030019933437	2	14	0.022759772402276002	0.3386	-0.21428189566024028	0.9226985453971983
NKRF	-2.0114167438219357	-1.3357248537693547	12	19	0.343656343656344	0.1611	-0.9100025494045483	0.8726559038085262
HSPA1A	-3.150545669711378	-2.035206457915202	112	114	0.902097902097902	0.1197	-1.2286801971367414	0.8534171186489881
PLK1	-0.8387836748723162	-2.017491690169619	101	112	0.863136863136863	0.9443	1.2850396025047397	0.9906863023887396
ORC5	-1.3646254234025823	-1.7208701996271978	2	56	0.00587994120058799	0.6121	0.4241331088823324	0.9486972522875008
CDC7	-1.77164795449474	-1.3711331395886879	11	21	0.282717282717283	0.2431	-0.5367231531157455	0.9037367156656092
COPS5	-2.395201631792969	-3.4851391804123404	5	633	0.001619983800162	0.8146	0.8840030656358981	0.9735202377340891
RELA	-1.7859416485148927	-2.0431763490620103	39	120	0.235764235764236	0.5432	0.27785813809680004	0.9427078797496594
LPCAT4	-0.02762400536047145	-0.7724530240635559	3	3	0.979020979020979	0.9964	1.3086931589797137	0.9991931358094336
CANX	-1.1792592226291865	-1.8717122381880922	1	81	8.44999155000845e-4	0.7795	0.7920231917700241	0.9697713553968965
ECH1	-1.4120287337646125	-1.9344164679822453	8	96	0.039979600203998	0.6944	0.5906224416600954	0.9588973571289028
USP4	-0.8157292267928601	-1.5285273845038925	8	34	0.156843156843157	0.8271	0.9085034545210809	0.9754819371138264
