Gene	Ptilde	mean_bg_p	k	m	pk	pstar	z.score	PLEAN
RTN4	-0.6517339222308227	-1.843880433884502	73	76	0.931068931068931	0.9591	1.377134311995404	0.9970116591929976
SNAP23	-1.118076823377498	-1.487620553411273	9	31	0.173826173826174	0.6342	0.4814471544618948	0.9556018960003378
CCT3	-2.6295701838763876	-2.1090244665924116	18	130	0.0661093389066109	0.2513	-0.5624951231343259	0.8947924773282592
ZNRD2	-0.8760726280321474	-1.9007521685734896	86	87	0.96003996003996	0.9087	1.1645299652305228	0.9908124052459619
DDOST	-1.7750926623494312	-1.7705352983755591	34	65	0.385614385614386	0.4285	-0.005361877483217329	0.9265415903487633
SQSTM1	-0.6091467110515765	-1.8289896068089	73	75	0.948051948051948	0.9662	1.3884636635917307	0.9970116591929976
ADAMTSL4	-1.8151762588797544	-1.952282056156309	49	94	0.405594405594406	0.494	0.15356896932507633	0.9404924124791186
TSNAX	-3.8039770394864982	-1.9233554476723462	4	92	0.002879971200288	0.0363	-2.135734064069321	0.8377315134728567
KRTAP4-12	-2.168984403773925	-1.9993163503774114	50	106	0.350649350649351	0.3599	-0.1885099373714782	0.9119465708818575
RB1	-1.428348854564105	-1.487620553411273	14	31	0.286713286713287	0.456	0.07722006472003541	0.9351983126794787
TCL6	-0.5091577646111801	-0.6653312115303966	2	2	0.556443556443556	0.5174	0.29228970907973706	0.9417455880524708
SRSF2	-2.3586006138836275	-1.8612803980315564	3	79	0.004119958800412	0.2451	-0.5713489334273626	0.8947924773282592
FYN	-2.272025525246258	-2.2439351889788846	167	168	0.957042957042957	0.4363	-0.02973137416253947	0.9273691819739885
SON	-0.6057614743814371	-1.6950973188070122	53	53	0.974025974025974	0.9527	1.3019960152672565	0.9963348040347824
ZCCHC7	-1.2657409264428878	-1.221115344257093	7	13	0.291708291708292	0.4043	-0.062996000452073	0.9209569713381116
ANKRD13D	-2.2300725509000756	-1.1284947812598394	10	10	0.598401598401598	0.0677	-1.6009369835132343	0.8377315134728567
HCK	-2.564266243292196	-1.3765060135047604	3	22	0.012859871401286	0.0682	-1.596099980826846	0.8377315134728567
CDK18	-2.781468835726179	-1.733634892077572	41	55	0.543456543456543	0.1202	-1.2234651524051299	0.8552111821784855
GSDME	-1.6807973569304742	-0.9843988179840016	4	6	0.211788211788212	0.1339	-1.0861017627033633	0.855213048146039
ZSCAN31	-0.5746446303585203	-0.7835060853071412	3	3	0.643356643356643	0.5543	0.35594258196591977	0.950689312273273
SNRNP40	-1.927387335747621	-1.7044251805806152	27	54	0.341658341658342	0.3268	-0.2680381673397048	0.9038032047471073
PPARD	-0.9132946124872141	-1.557105334571058	21	36	0.472527472527473	0.7916	0.8002417471731493	0.971980590310845
HNRNPH2	-1.5937864259965162	-1.9125396643799204	35	89	0.291708291708292	0.5904	0.3679976231344239	0.9556018960003378
TCF4	-2.11882756176702	-2.307107485797241	18	181	0.0527394726052739	0.5239	0.19553147621472383	0.9426649126236337
ACTN2	-1.0897188061161445	-1.6921615998548731	27	49	0.441558441558442	0.7559	0.7325436374026952	0.9702647265153963
POLR2G	-2.6316445171976697	-1.7966097743237237	43	64	0.488511488511489	0.1574	-0.9801660054490924	0.8560745259919379
EIF2B3	-0.8190235933319616	-1.607397015511751	41	41	0.955044955044955	0.8596	0.975388946472977	0.9861715279812061
EEF2	-2.0736745725541006	-2.0616113265588316	2	116	0.00117599882400118	0.4286	-0.013345656374155333	0.9265415903487633
RPS10-NUDT3	-0.8786653876605244	-0.6653312115303966	2	2	0.363636363636364	0.2686	-0.39927007764703326	0.8947924773282592
TSEN15	-0.24637041735082998	-1.0617855329800316	5	8	0.588411588411588	0.9517	1.2342886178779142	0.9963348040347824
ZC3H14	-2.1233140326505384	-1.425345503962338	5	25	0.0505994940050599	0.1607	-0.909898057073945	0.8585808085858081
CCL18	-1.135992858373961	-1.0617855329800316	7	8	0.563436563436563	0.3742	-0.11232715133838692	0.9188320933988473
PABPC4	-1.2971354407260287	-1.9396919945853461	57	91	0.535464535464535	0.7458	0.7157162500639106	0.9689438932337429
FAM160A2	-1.6418963457684865	-1.0617855329800316	1	8	0.002879971200288	0.1641	-0.8781100075391504	0.862774121448254
E2F8	-1.595271192600922	-1.0291086719352112	2	7	0.0369996300037	0.1734	-0.876176023470069	0.8736436297890678
SERTAD1	-0.6718680865087533	-1.4848103252024458	29	29	0.948051948051948	0.8831	1.0433571111742612	0.9883376562430638
PLK1	-2.1882430159796895	-2.049623213871615	3	118	0.003169968300317	0.3761	-0.15169943789895396	0.9188320933988473
PLOD2	-2.312516376151187	-1.5752340907413207	9	38	0.0879791202087979	0.1554	-0.9195856408649694	0.8560745259919379
SMAD9	-1.9211910054822958	-2.048135338428418	71	117	0.498501498501498	0.495	0.13999586952661505	0.9404935509366639
SURF6	-0.985975207968584	-1.1844831510341787	2	12	0.046109538904611	0.5425	0.282707897900231	0.9481667844070409
KRTAP10-3	-3.240167561245918	-2.536320534965899	149	263	0.464535464535465	0.2185	-0.6961544090127145	0.8929134770312571
TUBB4A	-2.7413519339234678	-1.7792572535199416	67	67	0.91008991008991	0.1312	-1.1284643433257457	0.855213048146039
KRT31	-4.074201800008785	-2.2928007978470237	75	182	0.27972027972028	0.0462	-1.8571384273419738	0.8377315134728567
RADIL	-0.6532982986147586	-1.4409882142829538	25	26	0.894105894105894	0.8765	1.0332248820299765	0.9875065193943043
PTMA	-1.0073257183903928	-1.637069969857784	36	46	0.684315684315684	0.768	0.7724094431275292	0.9716827238315893
UHRF1BP1L	-0.39574762029661986	-1.2668202335337149	15	15	0.941058941058941	0.9402	1.20252334699559	0.9940980319809936
RAB7A	-3.896365065088051	-2.07281047189421	81	122	0.495504495504495	0.0481	-1.9886076152111674	0.8377315134728567
IQCN	-0.3504743776020173	-1.221115344257093	1	13	0.044439555604444	0.9427	1.229046122034801	0.9946519440041945
SHTN1	-2.4336022621843787	-1.425345503962338	25	25	0.799200799200799	0.0955	-1.3144014774736912	0.8442905709429057
ELOC	-2.352551466306153	-1.6101833604409181	4	43	0.015539844601554	0.1553	-0.9189389486863813	0.8560745259919379
KAT5	-1.957939850192631	-1.952282056156309	3	94	0.004849951500485	0.4277	-0.006337161637731259	0.9265415903487633
GPHN	-1.7602930572952817	-1.3063700328429166	1	17	0.001029989700103	0.2252	-0.6201819235795786	0.8929134770312571
SHISA3	-0.2644517313736767	-0.6653312115303966	1	2	0.324675324675325	0.757	0.7502744476892648	0.970486011018685
ACTB	-2.4971802739118854	-1.9125396643799204	66	89	0.597402597402597	0.2222	-0.6749620985398135	0.8929134770312571
TSSK1A	-1.2861757370118918	-0.7835060853071412	3	3	0.372627372627373	0.1644	-0.8566517634750395	0.862774121448254
TTLL12	-0.5272444710060888	-1.6639960474363582	48	48	0.975024975024975	0.9661	1.3800712449732035	0.9970116591929976
HLTF	-1.7758751970295152	-1.3676725858567524	5	21	0.0742092579074209	0.2461	-0.5432541193073971	0.8947924773282592
SH3BP2	-1.6409778186261863	-1.0617855329800316	5	8	0.23976023976024	0.1642	-0.8767196389094515	0.862774121448254
SORBS3	-1.1933655958184315	-1.607397015511751	40	41	0.896103896103896	0.657	0.5122466827265536	0.9559021506637317
ZNF524	-0.9161278170091721	-1.0617855329800316	5	8	0.362637362637363	0.5109	0.22048114816978698	0.9417455880524708
KRTAP23-1	-0.7509643571408217	-0.8635391835492784	2	4	0.197802197802198	0.4819	0.18591233745198246	0.9379590342852508
SLC22A23	-1.0158326832430122	-0.9302165791037688	5	5	0.626373626373626	0.3627	-0.13576056505773854	0.913048652191193
LDHB	-1.8796358521788181	-1.9884218875518254	101	103	0.924075924075924	0.4803	0.12226819966132273	0.937732445344627
ACAA2	-1.2757708992982537	-1.637069969857784	1	46	0.00118299881700118	0.6191	0.4431494424015893	0.9556018960003378
ARHGAP33	-0.392717035081324	-0.7835060853071412	1	3	0.158841158841159	0.7205	0.6659843654522305	0.9652002038485699
BICDL2	-1.2314212549973476	-0.6653312115303966	1	2	0.029789702102979	0.1377	-1.059477762589687	0.855213048146039
MCM4	-0.9974351272507654	-1.8102897883906586	39	71	0.466533466533467	0.8446	0.9604042768716716	0.9836029055322315
TAX1BP1	-2.1574106049722803	-1.5752340907413207	22	38	0.36963036963037	0.1977	-0.7261277987141596	0.8880170110381931
EIF3D	-2.4306068505008604	-1.6466676613009201	16	47	0.170829170829171	0.1541	-0.9609989645924588	0.8560745259919379
FLI1	-0.895054372561461	-0.9843988179840016	6	6	0.709290709290709	0.4692	0.1393414176427995	0.935551546508935
UFM1	-1.9082679454406684	-1.848433096373909	4	77	0.011549884501155	0.3987	-0.06904768876924941	0.9209569713381116
