Gene	Ptilde	mean_bg_p	k	m	pk	pstar	z.score	PLEAN
PCNP	-1.5097750161227956	-1.0979206216227715	3	9	0.0811391886081139	0.224	-0.606717292589206	0.8636762436515992
AP2S1	-0.4915120298331601	-1.3247909479353428	18	18	0.939060939060939	0.9147	1.1397217767573906	0.9899444584801489
PINX1	-1.7933252009506566	-1.5192449075541878	3	33	0.016179838201618	0.299	-0.3485894881881458	0.8958846644071226
REL	-3.8416739868039382	-2.337883097642908	153	196	0.659340659340659	0.0696	-1.5663824630504224	0.8285962999384332
CCDC184	-1.1218607725382317	-1.0979206216227715	6	9	0.376623376623377	0.4048	-0.03526708405099745	0.9184253042459815
FAM107A	-2.082491754778346	-1.4473518851504492	27	28	0.779220779220779	0.1787	-0.827896471923603	0.8560274084115752
GADD45G	-1.4101715513963715	-1.5864923567280438	38	39	0.877122877122877	0.5143	0.218168468651426	0.929705845983449
HAUS5	-0.6895299355087892	-1.4389278924886963	4	26	0.0904190958090419	0.8605	0.9874801940604088	0.9843594359444184
TSNAX	-1.5916178762937028	-1.894720857368926	7	87	0.033129668703313	0.5814	0.34322129202796164	0.9437141204614576
C15orf48	-3.0076819142543108	-2.0210269811695083	114	114	0.941058941058941	0.1393	-1.094746847512576	0.840738764074894
CRK	-3.699776534328411	-2.6762643796048926	43	304	0.0798892011079889	0.1547	-0.9660748256616829	0.840738764074894
EEF2	-2.541104893676346	-2.06771161555677	23	118	0.105894105894106	0.2692	-0.5168250264257646	0.8882321518990812
TRIM27	-1.7735757482016794	-2.548121556348872	244	259	0.903096903096903	0.7624	0.7577695118550799	0.9718400462817586
PRPF4	-1.1585938551268535	-2.0184481788551074	79	111	0.64035964035964	0.8424	0.9711226385347236	0.9837986189593934
TTLL5	-1.1378939104934398	-1.0979206216227715	6	9	0.373626373626374	0.3926	-0.058886067317406504	0.9183386561525337
SRSF2	-1.7232146950656904	-1.8554501885567454	7	79	0.034319656803432	0.491	0.15259656638439648	0.9284652930055831
DYNC1H1	-2.2099047444335866	-1.9238211538237	24	90	0.158841158841159	0.3202	-0.3244703808518949	0.8993764965264589
CEP72	-5.2431748071257145	-1.7205310463395134	43	57	0.45954045954046	0.001	-4.249839778128396	0.8252378645630581
CDK18	-1.477457782440714	-1.7155986084504142	56	56	0.941058941058941	0.5476	0.2842289271574676	0.9357482930401575
UNC119	-3.7617794241060163	-1.9908913302444406	92	100	0.78021978021978	0.0439	-1.9666393550384302	0.8252378645630581
PTN	-2.3306240692104008	-1.95814761804629	49	97	0.370629370629371	0.2869	-0.41711468701358345	0.892799608927996
MTHFD1	-2.906612568840732	-1.6589857243951607	12	47	0.0955390446095539	0.0801	-1.5290206356803333	0.8285962999384332
