Chr	Gene	nSNPs	nSims	Start	Stop	Test	Pvalue	Top-0.1-pvalue	Best-SNP	SNP-pvalue
1	PLEKHN1	1	1e+05	966496	975865	2.874373395996	0.0896691033089669	0.0896691033089669	rs9442372	0.0899999999999997
1	PERM1	1	1e+05	975203	982093	2.874373395996	0.0904890951090489	0.0904890951090489	rs9442372	0.0899999999999997
1	HES4	1	1e+05	998961	1000172	2.874373395996	0.0890891091089089	0.0890891091089089	rs9442372	0.0899999999999997
1	ISG15	2	1000	1001137	1014541	2.91009093169107	0.215784215784216	0.151848151848152	rs9442372	0.0899999999999997
1	AGRN	4	1000	1020122	1056118	4.71599899707892	0.312687312687313	0.291708291708292	rs9442372	0.0899999999999997
1	RNF223	6	1000	1070965	1074307	2.85920787087455	0.827172827172827	0.826173826173826	rs4970362	0.257300000000001
1	C1orf159	10	1000	1081817	1116361	9.36519095719513	0.480519480519481	0.273726273726274	rs3766186	0.01516
1	LINC01342	9	1000	1137016	1144056	9.32947342150006	0.383616383616384	0.11988011988012	rs3766186	0.01516
1	MIR200B	6	1e+05	1167103	1167198	7.53181800706549	0.271477285227148	0.0808491915080849	rs3766186	0.01516
1	MIR200A	6	1e+05	1167862	1167952	7.53181800706549	0.27249727502725	0.0829891701082989	rs3766186	0.01516
1	MIR429	6	1e+05	1169004	1169087	7.53181800706549	0.270387296127039	0.0816691833081669	rs3766186	0.01516
1	TTLL10-AS1	5	1e+05	1173055	1179555	6.8730635177147	0.236027639723603	0.0730892691073089	rs3766186	0.01516
1	TTLL10	5	1e+05	1173055	1179555	6.8730635177147	0.232087679123209	0.0705392946070539	rs3766186	0.01516
1	TNFRSF18	4	1e+05	1203507	1206691	6.33648178747361	0.176258237417626	0.0581694183058169	rs3766186	0.01516
1	TNFRSF4	3	1e+05	1211325	1214138	6.32081774726946	0.0977290227097729	0.045279547204528	rs3766186	0.01516
1	SDF4	2	1000	1216907	1232031	0.423039939816409	0.813186813186813	0.8001998001998	rs6685064	0.5446
1	B3GALT6	2	1000	1232264	1235041	0.423039939816409	0.804195804195804	0.781218781218781	rs6685064	0.5446
1	C1QTNF12	2	1000	1242445	1246722	0.423039939816409	0.804195804195804	0.784215784215784	rs6685064	0.5446
1	UBE2J2	2	1000	1253908	1273885	0.423039939816409	0.815184815184815	0.803196803196803	rs6685064	0.5446
1	LINC01786	1	1000	1275222	1280420	0.0559595084222877	0.821178821178821	0.821178821178821	rs10399878	0.813
1	SCNN1D	1	1000	1280435	1292029	0.0559595084222877	0.819180819180819	0.819180819180819	rs10399878	0.813
1	DVL1	1	1000	1335275	1349350	0.498182060390119	0.496503496503497	0.496503496503497	rs1781145	0.4803
1	MIR6808	1	1000	1339649	1339708	0.498182060390119	0.491508491508492	0.491508491508492	rs1781145	0.4803
1	MXRA8	1	1000	1352688	1361777	0.498182060390119	0.463536463536464	0.463536463536464	rs1781145	0.4803
1	AURKAIP1	1	1000	1373729	1375495	0.498182060390119	0.488511488511489	0.488511488511489	rs1781145	0.4803
1	NDUFB4P8	1	1000	1378665	1379032	0.498182060390119	0.501498501498502	0.501498501498502	rs1781145	0.4803
1	CCNL2	1	1000	1385710	1399328	0.498182060390119	0.506493506493506	0.506493506493506	rs1781145	0.4803
1	MRPL20-AS1	1	1000	1399521	1402046	0.498182060390119	0.502497502497502	0.502497502497502	rs1781145	0.4803
1	MRPL20	1	1000	1399521	1402046	0.498182060390119	0.486513486513487	0.486513486513487	rs1781145	0.4803
1	RN7SL657P	1	1000	1405459	1405752	0.498182060390119	0.508491508491508	0.508491508491508	rs1781145	0.4803
1	ANKRD65	1	1000	1418419	1421769	0.498182060390119	0.46953046953047	0.46953046953047	rs1781145	0.4803
1	TMEM88B	1	1000	1426127	1427787	0.498182060390119	0.49050949050949	0.49050949050949	rs1781145	0.4803
1	LINC01770	1	1000	1430538	1434573	0.498182060390119	0.456543456543457	0.456543456543457	rs1781145	0.4803
1	VWA1	1	1000	1434860	1442882	0.498182060390119	0.458541458541459	0.458541458541459	rs1781145	0.4803
1	SLC35E2A	1	1000	1724837	1745999	0.866234038977802	0.327672327672328	0.327672327672328	rs11260622	0.352
1	NADK	1	1000	1751231	1780457	0.866234038977802	0.353646353646354	0.353646353646354	rs11260622	0.352
1	GNB1	1	1000	1785284	1891117	0.866234038977802	0.345654345654346	0.345654345654346	rs11260622	0.352
1	CFAP74	38	1000	1921950	2003837	27.1464373636714	0.727272727272727	0.58041958041958	rs2459986	0.04035
1	GABRD	45	1000	2019297	2030758	32.0821085027343	0.68031968031968	0.589410589410589	rs2459986	0.04035
1	PRKCZ	48	1000	2050469	2185395	42.0003643725925	0.44955044955045	0.468531468531469	rs2459986	0.04035
1	PRKCZ-AS1	4	1000	2181793	2184389	2.74366190476348	0.596403596403596	0.592407592407592	rs6665593	0.1968
1	FAAP20	6	1000	2184460	2212720	7.69087398491842	0.250749250749251	0.371628371628372	rs2173049	0.0864899999999997
1	SKI	14	1000	2228694	2310119	13.4011296406481	0.474525474525474	0.549450549450549	rs2173049	0.0864899999999997
1	MORN1	12	1000	2321252	2391707	8.35084983426476	0.637362637362637	0.634365634365634	rs2840528	0.1129
1	RER1	4	1000	2391774	2405444	1.22601739908371	0.813186813186813	0.876123876123876	rs4531246	0.5017
1	PEX10	4	1000	2403963	2413797	1.22601739908371	0.78021978021978	0.856143856143856	rs4531246	0.5017
1	PLCH2	6	1000	2425979	2505530	4.59461888946315	0.460539460539461	0.607392607392607	rs4310388	0.227999999999999
1	PANK4	3	1000	2508532	2526628	3.8199400041163	0.294705294705295	0.456543456543457	rs4310388	0.227999999999999
1	HES5	3	1000	2528744	2530245	3.8199400041163	0.258741258741259	0.440559440559441	rs4310388	0.227999999999999
1	TNFRSF14-AS1	3	1000	2549919	2557031	3.8199400041163	0.270729270729271	0.454545454545455	rs4310388	0.227999999999999
1	TNFRSF14	3	1000	2549919	2557031	3.8199400041163	0.273726273726274	0.441558441558442	rs4310388	0.227999999999999
1	PRXL2B	1	1000	2586490	2591469	1.2875497066151	0.263736263736264	0.263736263736264	rs11590198	0.2565
1	MMEL1	1	1000	2590638	2632990	1.2875497066151	0.24975024975025	0.24975024975025	rs11590198	0.2565
1	TTC34	10	1000	2635975	2801717	7.21153030315331	0.563436563436563	0.517482517482518	rs2168531	0.112599999999999
1	ACTRT2	11	1000	3021482	3022903	3.78150724278115	0.888111888111888	0.718281718281718	rs6698974	0.187499999999999
1	PRDM16-DT	13	1000	3059614	3068437	7.42084639246413	0.766233766233766	0.541458541458541	rs4233024	0.0731200000000004
1	PRDM16	13	1000	3059614	3068437	7.42084639246413	0.717282717282717	0.518481518481518	rs4233024	0.0731200000000004
1	MIR4251	12	1000	3127974	3128035	9.54084098802581	0.515484515484515	0.462537462537463	rs4233024	0.0731200000000004
1	ARHGEF16	3	1000	3454425	3481113	0.823338287394453	0.847152847152847	0.909090909090909	rs4648392	0.5356
1	MEGF6	7	1000	3489919	3611495	9.23562890965293	0.252747252747253	0.303696303696304	rs3765764	0.0526300000000002
1	MIR551A	2	1000	3560694	3560790	2.3756895046907	0.268731268731269	0.365634365634366	rs3765692	0.2427
1	TPRG1L	6	1000	3625001	3630127	8.85187307535198	0.22977022977023	0.270729270729271	rs3765764	0.0526300000000002
1	WRAP73	12	1000	3630766	3652761	9.76066847777035	0.575424575424575	0.546453546453546	rs3765764	0.0526300000000002
1	TP73	11	1000	3652519	3736201	7.42260302298138	0.671328671328671	0.485514485514486	rs3765764	0.0526300000000002
1	TP73-AS1	8	1000	3735600	3747336	1.31624385366891	0.986013986013986	0.993006993006993	rs12734459	0.5431
1	CCDC27	11	1000	3746459	3771645	11.327273836655	0.372627372627373	0.240759240759241	rs3205087	0.02067
1	SMIM1	10	1000	3772760	3775982	13.3682374055861	0.214785214785215	0.222777222777223	rs3205087	0.02067
1	LRRC47	10	1000	3778557	3796504	13.3682374055861	0.244755244755245	0.232767232767233	rs3205087	0.02067
1	RN7SL574P	10	1000	3782814	3783111	13.3682374055861	0.208791208791209	0.191808191808192	rs3205087	0.02067
1	CEP104	9	1e+05	3812080	3857214	13.3306133556844	0.1959980400196	0.108768912310877	rs3205087	0.02067
1	DFFB	4	1000	3857266	3885429	6.15331215124356	0.207792207792208	0.32967032967033	rs12097125	0.1589
1	LINC01346	1	1e+05	3940564	3955262	2.86723601965211	0.0908790912090879	0.0908790912090879	rs6695346	0.0903999999999994
1	LINC01345	1	1000	3944546	3948980	2.86723601965211	0.100899100899101	0.100899100899101	rs6695346	0.0903999999999994
1	LINC02780	9	1000	3976132	4012699	14.2349830713105	0.153846153846154	0.236763236763237	rs4654482	0.0361100000000001
1	EEF1DP6	5	1000	4175527	4175899	2.64873593235257	0.754245754245754	0.732267732267732	rs10492944	0.2322
1	LINC01777	11	1e+06	4412026	4424689	41.9822930238157	0.00102999897000103	0.000543999456000544	rs351614	3.71500000000009e-05
1	LINC01777	11	1e+06	4412026	4424689	41.9822930238157	0.00101299898700101	0.000517999482000518	rs351614	3.71500000000009e-05
1	LINC01646	11	1000	4571480	4594009	3.37345210744166	0.94005994005994	0.923076923076923	rs4654545	0.3213
1	AJAP1	23	1000	4654731	4792534	23.4529409325148	0.354645354645355	0.422577422577423	rs17421247	0.05681
1	LINC02781	8	1000	4973380	4981568	10.5459569022235	0.232767232767233	0.431568431568432	rs6702660	0.0779299999999997
1	LINC02782	3	1000	5086458	5090899	3.49730305404135	0.28971028971029	0.194805194805195	rs10799157	0.0757900000000001
1	MIR4689	7	1000	5862671	5862741	2.67405893375062	0.736263736263736	0.521478521478521	rs2485655	0.1824
1	NPHP4	12	1000	5862810	5992473	4.14644218404985	0.851148851148851	0.775224775224775	rs2485655	0.1824
1	KCNAB2	9	1000	5991465	6101193	6.83709364890629	0.512487512487512	0.571428571428571	rs17029103	0.130300000000001
1	CHD5	10	1000	6101792	6180123	14.0260138541967	0.190809190809191	0.32967032967033	rs2843493	0.0501599999999999
1	RPL22	7	1000	6181268	6209389	9.4353406400075	0.1998001998002	0.244755244755245	rs2843493	0.0501599999999999
1	RNF207	9	1000	6205474	6221299	10.7910459360071	0.308691308691309	0.345654345654346	rs2843493	0.0501599999999999
1	ICMT	9	1000	6221192	6235972	10.4216483914393	0.333666333666334	0.330669330669331	rs2843493	0.0501599999999999
1	LINC00337	7	1000	6236239	6239444	6.57003979052809	0.433566433566434	0.433566433566434	rs7523555	0.1013
1	HES3	7	1000	6244191	6245578	5.10744368049909	0.510489510489511	0.401598401598402	rs7523555	0.1013
1	GPR153	7	1000	6247345	6260975	5.10744368049909	0.517482517482518	0.400599400599401	rs7523555	0.1013
